src_word	trg_word	src_ctx
brown	bräunen	With these safe tanning can be achieved, which does not carry the risks for people who want to turn brown, so white-skinned individuals can feel free to use!
budget	Budget	On the CFSP budget, I should finally like to say how pleased I am with the interinstitutional agreement concluded with Parliament, and I am most grateful to you, Mr President, and to the Members most involved.
budget	Etat	Today, moreover, cohesion policy has taken first place as the biggest item in our European budget.
budget	Haushalt	But the current budget relies on foreign aid to cover a $3 billion (10% of GNP) shortfall.
budget	Haushaltsplan	Instead, a sectoral approach to the new budget is adopted rather than operating independently within current structures.
budget	haushalten	In contrast to some of the national budgets, the Union's budget is not threatened by bankruptcy.
budget	verplanen	I might perhaps be permitted to observe that the European Union's budget permits neither tax increases nor indebtedness, so that we really cannot budget more than the Member States make available to us as contributions, and perhaps every Minister of Finance in the European Union ought to be aware that that is the case.
budget	wirtschaften	Nobody could question the fact that it is preferable to attack evil at the root, eradicating or at least attenuating the circumstances that might give rise to these shocks by means of sectoral diversification, structural reinforcement and more flexible economies - in particular, through the markets, on the one hand, and tight budget policies, on the other.
build	Höhe	The UK's Anti-Counterfeiting Group has estimated that as many as 4 000 people lose their jobs as a result of this trade and that the GBP 1.75 billion lost in VAT alone could build four new hospitals a year.
build	bauen	We can build on the double know-how and the joint experience of Moeller and Eaton.
build	mauern	You should build also a city and become stronger through collection of resources to make survive your town and try to avoid others to cross the walls of the castle.
build	setzen	The client receives support from choice to enable him or her to handle and accept an unexpected reorientation, to build up self-confidence, to set new targets for the next career step and to prepare step-by-step for the implementation of the new plans. There will be an analysis of potential, there will be making use of networking, there will be the optimisation of documentation for job application and the optimisation of personal representation by practising interviews and contract negotiations.
build	ziehen	Large enterprises can build complex websites in different languages, based in different countries, but we want to allow small enterprises with an innovative and exciting product and service based in one EU country to be able to access that EU market freely and simply, to take real advantage of the powers that e-commerce offers them.
bulk	Hauptteil	The budget adheres to the priorities we set and, thanks to several policies adopted under codecision, it mainly enables us to anticipate the Lisbon Strategy and to hold on to the bulk of external aid, the aid that we give to the poorest countries and that we value highly.
bundle	Menge	The danger is that we have at present a number of differences, as the Commissioner has pointed out, but we also have an overwhelming bundle of common interests.
bundle	bündeln	The partners bundle their stock exchange, financial market, settlement, custody and logistics expertise with the aim of creating an efficient and transparent market in the financial centre of Frankfurt for gold trading in Europe.
bundle	schaffen	The partners bundle their stock exchange, financial market, settlement, custody and logistics expertise with the aim of creating an efficient and transparent market in the financial centre of Frankfurt for gold trading in Europe.
burden	Grundgedanke	There is no legally binding duty of care and, in the light of this, we need to remember that the basic idea behind REACH was precisely that there should be such a duty and that, specifically, the burden of proof in connection with chemicals should lie with companies and not with the authorities.
burden	beladen	After short general information and introduction about handling Llamas as an animal of burden, these very trusting animals which are quite rare in this country are then saddled and loaded with backpacks.
bust	hin	As Maurice Allais says, until such time as it is no longer possible to use credit ex nihilo to buy without having and to sell without owning, capitalism will go from boom to bust, with increasingly devastating consequences for nations and economies.
busy	beschäftigt	Jens is very busy of producing TV and Promotion song. What Bernd is doing, do not know???
busy	besetzt	Once a workplace is busy, the display is removed.
busy	bewegt	Located on Obispo, one of the main, pedestrian arteries of the Old Town, the Hotel Florida affords a feeling of being close to the throbbing life of the city (though the narrow and crowded thoroughfare may prove too busy for some).
busy	emsig	Not directly related to Debian, but probably affecting all of us: ZDnet recently reported about two major players in the computer world which have been busy behind the scenes for the last two years building a toll booth that could position them to collect royalties on most if not all Internet traffic.
but	aber	And, finally, I apologise to you and colleagues for not staying for the rest of the debate but, as ever, there are double bookings going on in this House.
but	doch	I know that there are other technical options for keeping spending programmes going, but let us be frank: these are temporary measures only.
but	ohne dass	S800 requires a new physical layer , but S800 nodes can be connected to existing FireWire 1394a ports, just as USB Hi-Speed nodes will operate with older full-speed hosts.
buy	Anschaffung	We boosted this trend by using financial support primarily to buy new, more efficient ships instead of on measures which would have encouraged the people concerned to do things differently.
buy	Kauf	Buy TV on site to compare TVs before buying.
buy	abnehmen	That is why this report is so important. We must aim at production geared to quality, and then let us certainly produce for the world market, but I beg you, not with state aids but by finding customers and areas on the world markets that actually want to buy these products.
bypass	Bypass	It offends against the fundamental requirement for reasons under Article 253 of the Treaty in that there is no explanation at all in the regulation for the use of the bypass ratio of an aircraft engine as a criteria when internationally approved noise and emissions standards certification for aircraft engines already exist.
bypass	Umgehung	With pre-printed tickets, you have no limitation bypass possibility, and you can use the printed ticket as a communication medium to advertise for your business.
bypass	umgehen	Georgi Guninski discovered that resource: URLs could bypass local access restrictions.
bypass	übergehen	It is not a question of the Commission using the pretext of adaptations to technological progress in order to bypass Parliament, as the rapporteur seems to think.
cake	Stück	The glass covered courtyard and roof terrace beckon on warmer days whilst winter afternoons are best spent huddled by the fireplace in the J.K Lounge with a thick slice of cake and a steaming hot cioccolata con panna.
cake	Torte	"Re-Ments ""Hello Kitty Ouchi Gohan"" contains a wonderful collection of dishes and table arrangements: pancakes with syrup, cake, soup and many more!"
cake	Törtchen	You will have a small and original cake that you can eat with your lover for Valentine's day!
cake	backen	They decide to make a cake, and in order to make it really tasty, they throw everything that they like into the pot.
camp	Lager	In the second week of April, when her doctors allowed her to spend a weekend at home, the right wing camp used the opportunity to deal a brutal blow to her.
camp	campen	A symbolic entrance fee is charged, and the regulations are quite liberal: you must stay on the path and camp only in the designated areas; you mustn't leave litter; and hunting is prohibited, but you can watch the wildlife with a camera.
camp	lagern	More than 30,000 Jewish males were arrested and taken to concentration camp s; primarily Dachau , Buchenwald , and Sachsenhausen .
camp	übertrieben	(FR) Lastly, Madam President, ladies and gentlemen, although the intensive and so-called final negotiations, which took place between July 2000 and January 2001, in locations ranging from Camp David to Taba, were not able to secure a framework agreement due to, on the one hand, mistakes made by all the parties involved and also because of artificially restrictive timetables, I still cannot stress enough the bold progress that was made in mapping out possible solutions to extremely delicate and highly complex issues of truly vital importance to both parties.
campaign	Aktion	When the United States justifiably initiates a global campaign against organisations responsible for terrorism and the regimes that sponsor it, it is important for us to remind them that they allied themselves to Osama Bin Laden and Saddam Hussein when it suited their foreign policy objectives.
campaign	Feldzug	Unfortunately, the PUK, the other main Iraqi Kurdish Party is every bit as guilty since it had previously cooperated with Iranian revolutionary guards in attacking the camps of Iranian Kurds who have been mercilessly persecuted by the Iranians and then conducting a vicious military campaign against the Iraqi KDP.
campaign	Kampagne	However, it is the case that the coins and notes campaign has still not begun, since most of it will begin in June, and be reinforced in September.
cap	Deckel	Neither will the citizens of Europe understand us if we fail to put a cap on electoral costs.
cap	Kappe	Making off and on the nose cap to make a party to the asphalted road.
capital	Hauptstadt	Riga is the financial centre of the Baltic region and capital of Latvia.
captain	Anführer	Their commander, who spoke with a distinct Liberian accent, called himself Captain Goldteeth.
captain	Kapitän	In my view, what is happening with the captain of the is rather nasty, and I hope that we will be able to talk to him again shortly.
captain	Kommandant	Captain Dan King was a Human space officer who was the commander of DEV Eagle Valley on a colonization mission near the Ficus sector in 2183 .
captain	Rittmeister	The choice of 25 May is not incidental - it was on that day, in 1948, that the Soviet authorities murdered cavalry Captain Witold Pilecki, the Polish soldier who voluntarily became a prisoner in the Auschwitz extermination camp in order to build the resistance movement there.
captain	führen	"To run a campaign using such devices as the comic-strip character ""Captain Euro' in order to convince people of the merits of the euro is to underestimate the citizens' intelligence and the ways in which they form their own political opinions."
capture	Einfangen	The movie does not want to explain, but capture the moment.
capture	Erfassung	Where visa policy is concerned, the Council has decided to add to the European Union’s budget the appropriations necessary for developing the VIS, the system whereby the Member States will be able to exchange data concerning visas and which will enable the national authorities to capture and update data relating to visas, as well as to consult such data electronically.
capture	Eroberung	Cities and towns fell one after another and soon Kiev appeared to be in danger of capture.
capture	Fang	What is the use of complying with technical measures if the whole sector knows that a breach of the rules is not penalized and that this is the true cause of the capture of juvenile fish?
capture	einfangen	Paper is specially milled for each edition to replicate and capture the ‘feel’ of the original manuscript.
capture	erobern	If the Americans capture my city, they will receive 0 cp per turn from Athens, since all the buildings in Athens were built by the Greeks.
capture	festhalten	Capturing images of your playful children and all their sudden, unexpected moves will no longer present a challenge; the Canon EOS 400D is quick enough to capture it all!
career	Karriere	In addition to imprisonment, he missed two years of his playing career, and millions of dollars in earnings.
career	Laufbahn	But it is generally accepted that the different career patterns of men and women account for about half of the wage gap - for example, women interrupt their careers more easily than men, with slower career progress as a result - the lower qualifications especially of older working women, the fact that working women are on average younger than working men - in other words, the objective, structural differences.
career	Werdegang	Alexander Blundell, the Chief Executive Officer of Rembo Styling, explains his career path and his involvement at the helm of the company.
cash	Bargeld	Furthermore, given the nature of the goods transported and their value, it is very important for the cash to reach the end recipient safely.
cash	Kasse	One day I went into an electronic shop and the owner was sitting at the cash desk and he was talking to me, but he was always writing something.
cash	bar	We recommend tourists to sign an agreement with their health insurers regarding coverage in the Czech Republic; otherwise it will be necessary to pay for health services in cash.
cash	einlösen	Attention: You can cash your gift after having signed in for a free customer account.
cast	Besetzung	From July 28th to August 3rd the large company of Radio 105 with the super cast of DJs will change the Beach Village on Lungomare Trieste, in 105 Village, the operations room from that the radio will broadcast its programmes from 11 a.m. to 5 p.m. During this time slot will be present also the 105 Zoo, the most famous programme of the radio, with the entire cast ready to entertain tourists with unexpected incursions under the beach umbrellas and a lot of laughs.
cast	Gipsverband	The doctors then put Norbika in a large plaster cast that encompassed his upper body and head, so that he would become accustomed to holding his head in the new position.
cast	Guss	The mould is thoroughly polished and inspected before it is ready for a new cast.
cast	abgeben	President Giscard, I have a clear recollection of how, in January 1992, when Egon Klepsch, the chairman of our group, was elected President of the European Parliament, I stood behind you as we together - you first, with me following modestly behind - cast our votes for Leo Tindemans as group chairman.
cast	formen	Jennys work includes realistic bronze cast sculptures - young girls captivating with the light forms or naturalistic animal representations - as well as busts and gravestone statues cut in stone and styled after antique art. She also created large-size reliefs of pure, simplified form - this is where her Bolesławiec works belong - the relief on the Town Hall wall and two works inside the former Municipal Baths.
caution	Bedacht	However, they must be understood for what they are, and with caution.
caution	Vorsicht	This announcement fills us with hope but also with caution.
caution	Warnung	A word of caution: do resist temptation, don't go wild(e) .
caution	Zurückhaltung	Despite initial caution about some of our proposals, the client is now well contented with the way things have worked out.
caution	warnen	Nonetheless, I would caution against taking the Commissioner's statement - that 85% of consumers are prepared to pay more for food produced in accordance with the highest standards of animal welfare - at face value.
cement	festigen	Indirectly, it will also cement the EU's renewed consensus on enlargement based on the three 'C's of consolidation, conditionality and communication, combined with an approved capacity to integrate new members.
cement	kitten	The Twentieth Congress shattered the world Communist movement, and it turned out to be impossible to cement the cracks.
chair	Sessel	Room includes a King Size Bed, refrigerator, sofa, arm chair, coffee table, desk, armoire, en-suite Jaccuzzie, full bathroom with shower, CTV, phone with internet jack and DSL, WIFI.
chair	Stuhl	Taking place on the exam chair and fill the enema bag with the pee for my slave. His hungry ass is waiting for my hot piss.
chair	leiten	You are mixed up in an authoritarian manner in something which is resolved in the Treaties and in practice, while ignoring the fact that in the future, if we do not deal with the problem of sovereignty, not to mention separatism, we will ask ourselves not only why Slovakia can chair a Fisheries Council while Galicia, Andalusia or the Canaries cannot attend it, but also why the historic national status of the Malta or Luxembourg is rightly recognised, while that of Galicia, the Basque country, Catalonia, Scotland, Wales or Flanders is not.
champion	Anwalt	I do not consider myself in any way to be a champion of the book trade, but a champion of books.
champion	Meister	UPsolute is Fia Cental Europe Vice Champion!
champion	Sieger	Big names in sailing will be out competing on the Lake of St. Mortiz on blu26 boats; besides last year’s winner, Mathieu Richard (FRA), the double world champion Ian Williams (GBR) and Alinghi skipper Ed Baird (USA) will also be at the start.
chance	Aussicht	This report also fails to mention that the Maastricht Treaty has turned the Eastern Europeans into second-class citizens: they have no chance of joining the euro zone in the foreseeable future, while having to manage their economies in line with its requirements.
chance	Chance	In the second half of the twentieth century, Europe had the chance to build a much more benevolent form of regionalism.
chance	Gelegenheit	You have already heard the position of the Commission President and you will have a chance to discuss this issue in greater detail with my fellow Commissioner, Olli Rehn.
chance	Glück	This game do not belong to those simple, but must rely on chance and the luck of course.
chance	Risiko	What is the chance to go crazy if you have panic and anxiety attacks?
chance	riskieren	Let us not risk engendering an even stronger sense of isolation and discrimination, particularly amongst young people, who may never have had a chance to discover the Union.
chance	zufällig	By chance, I have before me Eurostat's statistics on the economy labour market.
characteristic	Eigenart	E 'but more likely that the memory of the tourists are driven not by name, when the peculiarity of Sardinian cheese, whose pungent characteristic is conferred by the presence of fly larvae dairy that affect.
characteristic	Eigenschaft	This semi-desert climate has the characteristic of large temperature differentials - a very hot daytime and very cool nights - and with the abundant presence of water extracted from artesian wells makes the area particularly suited for the cultivation of high quality grapes.
characteristic	Kennzeichen	One characteristic of the FEIN WS 14 angle grinder is its unique ease of operation.
characteristic	charakteristisch	The terrace cultivations are characteristic of the five villages, built on narrow ribbons on the sea, defined by an unthinkable number of dry-laid stone walls.
characteristic	kennzeichnend	A characteristic of this part of the world is that for centuries at regular intervals we have bashed each other over the head, and time and time again Europe has been dismembered.
charter	chartern	The take-up of EUR 136 million from total appropriations of EUR 154 million being given to the Agency to charter standby ships and the huge cost of satellite photographs, with 1 000 photographs costing EUR 1 million, mean that there is a huge risk of this Agency turning into a purely bureaucratic mechanism.
charter	mieten	Apartments | Holiday Houses | Hotels | Hostels | Aparthotels | Boat Charter & Yacht Rentals | Last Minute Offers!
charter	verchartern	We do the charter of your boat only with one of our experienced skippers and are taking care of the maintenance.
chase	Jagd	In what some areas rabbits running around in what is a quail chase in general complete unity with nature.
chase	Verfolgungsjagd	This procedure uses a complex 3D scene depicting a car chase (by renderbaron ) which measures the performance of your graphics card in OpenGL mode.
chase	jagen	And when Libyan leader Colonel Muammar Khadafi, disappointed by the pan-Arabism he advocated, turned to championing pan-Africanism, his people continued to riot to chase out black immigrants.
chase	verfolgen	I know full well that this may appear unrealistic to the economic realists, but if the dream you are chasing is not big enough, you are going to lose sight of it even as you chase it.
chat	Schnack	From March 12, 2007 to March 15, 2007 we will be handing out merchandise to a select few ;-) and will be available for a chat with anyone who wants to come by! Stagehands.de – Hall 8.0 Stand C80.
chat	Schwatz	The products are fresh, from the region and a chat with the farmer is free!
chat	Unterhaltung	In an online chat in late September, producer David Kemper recommended that fans concentrate their efforts on recruiting new viewers to boost the ratings of the final eleven episodes of the fourth season when Sci-Fi broadcasts them in early 2003.
chat	plaudern	With hands and feet and our very poor Spanish we chat the evening away, feel secure and welcomed.
cheat	betrügen	The subject is controversial, but if there are restrictions on the CTB is best not try to cheat!
cheat	schwindeln	The lack of any vision and strategy cannot be compensated for by rules and exceptions which will make countries 'cheat' to protect their private interests, wholesale or retail, according to the size of their defence industry.
cheat	täuschen	If not, we will continue to face a dual tragedy: on one side, the thousands of patients who die each year for want of a kidney; on the other side, a human-rights disaster in which corrupt brokers deceive indigent donors about the nature of surgery, cheat them out of payment, and ignore their post-surgical needs.
chief	Leiter	From 1992−1995, he was Chief Financial Officer and member of the board of Dornier Luftfahrt.
chief	Vorgesetzte	At the bodies meeting on Monday with the information on investments the assistant to the governor of Tomsk oblast - the chief of department of investments Alexey Baryshev has acted.
chief	oberste	On 30 September and 1 October in Vienna, the chief UN weapons inspector, in the form of the Swede Hans Blix, together with the Director-General of the IAEA, Dr El Baradei, who is responsible for the investigations into Iraq's nuclear weapons programme, met representatives of the Iraqi Government to discuss the practical arrangements in connection with the unconditional return of the weapons inspectors.
choice	Auswahl	Taormina offers a big choice of hotels.
choice	Wahl	Whether you wish to explore Vienna’s historic centre or attend a seminar at the hotel, the Hilton Vienna is the perfect choice for guests wishing to experience attentive service and contemporary design.
choice	fein	At 220 m altitude, you have even the agony of choice: The air-conditioned Mezzaluna serves fin...
choice	gewählt	Finnair will announce the engine choice at a later date.
choice	sauber	Friendly and helpful staff. Good buffet breakfasts with plenty of choice.
circle	Kranz	In the EU-circle we are reading two well know words.
circle	Kreis	Black squares are anchor points, the open circle is the selected anchor, and the two open squares are its handles.
circle	Rand	The interconnectedness of the problems in the outer circle of the region and those pertaining to the Arab-Israeli conflict in the inner circle was shown by the first Bush administration, which, in October 1991, following the first Gulf War, organized a major international conference aimed at securing an Arab-Israeli peace.
circle	kreisen	There are still more things left for us to do in order to end the vicious circle, and I agree with what was said in this debate to the effect that this is very much a matter in which the Roma themselves bear greater responsibility for doing something for their own women.
circle	kurven	The Arctic Circle Centre is situated 80 kilometres north of Mo i Rana and 70 kilometres...
circle	umkreisen	CryoSat-2 will circle the Earth in a polar orbit at an altitude of 720 kilometres.
clash	Konflikt	State-sponsored museums - which purport to hold things for the public good - are rarely able to defend or protect artists and their work when they clash with the more commercial or governmental aspects of working online.
climb	Anstieg	The Klausenpass leading from the Glarus Region to Central Switzerland starts its climb in the valley at Linthal.
climb	Aufstieg	The views are impressive and worth the climb!
climb	Tour	Everything is possible, ranging from mountain biking, alpine walking, hiking, snowshoe walking and cross-country skiing to an unforgettable climb up a mountain peak.
climb	aufsteigen	In fact, even the American poor do not mind inequality, which they see as a social ladder that they can climb.
climb	erklettern	A few kilometres from the hotel, visit - or climb - the highest peak of all the islands in Croatia called Vidova Gora (778 metres).
climb	klettern	Climb to the top of the Glassworks as fast as you can.
climb	steigen	But you can also climb on the dam (10 meters) where you have a better overview of the situation and can also see planes on the runway.
clip	Schneiden	Clip referenced drawings to display only what is needed.
clip	schneiden	Clip referenced drawings to display only what is needed.
club	Klub	A cozy night club, decorated in dungeon style, a few points for suspensions, various balconies for visitors.
club	Schläger	It gives relevance to the sensation transmitted by the weighth of the club´s head and how to use its inertia to create a repetitive swing effortlessly.The club is the priority element in the whole teaching program, the body complements the movement and reacts to what the weight of the club head dictates .
club	Verein	This recommendation means that the smaller the club, the smaller the amount of money the club will receive in compensation for training costs.
cluster	Gruppe	Each cluster could then share a Geshe or Lama and translator.
cluster	Schwarm	In 2368 , the Zhukov transferred several science teams to the Enterprise-D in preparation for its mission to the Phoenix Cluster .
coach	Reisebus	For all activities which are part of the program, we have a travel coach at our exclusive disposal.
coach	Wagen	If you decide not to have a car we are able to arrange taxi and coach transfers.
coach	trainieren	We will coach about daily maitemace of machine or production efficiency knowhow .
coat	streichen	One really likes to touch them, it is extremely pleasant to run your hand over the soft and curled coat, that care must be taken not to overdo it.
combat	angehen	Before we can get to grips with all the issues to do with poverty and poverty-related problems, we must be able to help Ethiopia combat these human rights violations.
combat	bekämpfen	If we think that we can combat a phenomenon by banning it or restricting rights or fundamental freedoms or by ideological crusades, then we will achieve exactly the opposite effect: with regard to freedom of expression, with regard to drugs, prostitution and immigration, but also, as this Parliament well knows, with regard to Austria and to the rights of Members to band together to form a technical group.
command	befehlen	Behold, he is a mighty man, and he can command fifty, yea, even he can slay fifty; then why not us?
commercial	Werbespot	In the 30 years following the establishment of the People’s Republic of China, no media outlet ran even a single commercial advertisement.
commission	Gebühr	Also, I do not wish to talk for longer than necessary, but I would just like to thank everyone who has helped in preparing the report, which Commissioner Patten has said the Commission will take into account in the negotiations at the Moscow Summit.
commission	Komission	The Code requires that the Organisations establish access and interoperability conditions in accordance with the principles detailed within Section IV of the Code. These Access and Interoperability Guidelines were agreed between the members of the three industry associations and delivered to the EU Commission ahead of the deadline of 30 June 2007.
commission	Kommission	I am delighted that the opinion adopted by Parliament’s Committee on Employment and Social Affairs shares with the Commission’s proposal the same desire to simplify and to rationalise, and I would like to say a few words about the Commission’s position with regard to certain major amendments.
commission	Patent	We would request Parliament, the Council and the Commission to endorse our amendments which allow everyone who submits a patent application to do so in their own language and to receive a reply in their own language, with translations into the other official languages of the Community.
commission	Provision	So, a visitor that clicks through to Skype but buys a week later will still earn you a commission.
complement	abrunden	New form factors will complement the portfolio.
complex	Komplex	The two hotels are right next to each other, and their gardens are connected, making it into a complex of almost 500 rooms.
complex	komplex	Frasassi caves: The subterranean complex of the Frasassi Caves extend for 30 Km on 8 geological levels, being one of the largest and most fascinating subterranean routes in the world.
complex	kompliziert	The problem that has to be solved is an enormous, complex and extremely difficult one.
complex	zusammengesetzt	However, it is possible to create a very complex PDF using Adobe Illustrator with many layers, fonts etc. Don't do this.
compromise	Kompromisse eingehen	The biggest obstacle to a successful outcome is the contradiction of his situation: to compromise, he must save face; but, to save face, he must not compromise.
compromise	Verständigung	At the same time, they abolished the diplomacy of threat and pressure and replaced it with the language of reconciliation, compromise and understanding in good faith.
concentrate	bündeln	It should concentrate action on a few areas where there is the possibility of getting results and then act with consistency and determination.
concentrate	verstärken	· Selective support for a small group of what are - by Greek standards - medium-sized and large enterprises, with a view to consolidating their satellite role around the monopolies and strengthening the processes used to concentrate capital and production.
conflict	Gegeneinander	I ask you all to vote in favour of the amendments tabled by Parliament and the rapporteur, because that is the only way to increase cooperation rather than conflict.
conflict	Gegensätzlichkeit	In a ghastly conflict like this, in a war in which two so completely irreconcilable ideologies confront one another, the issue can inevitably only be settled by the total destruction of one side or the other.
conflict	im Widerspruch stehen	To achieve a comprehensive, high-quality agreement that goes beyond the WTO commitments, neither party should express requirements that conflict with their internal policies or institutional arrangements.
conflict	widersprechen	We therefore regret that the presidency in Stockholm failed immediately to refute the statements by Mr Putin, who draws parallels between the conflict in Macedonia and that in Chechnya, and did not substantiate our stance.
consent	Zusage	The accommodation contract is generally formed through the acceptance of the guest� s written or verbal order by the accommodation provider. The landlord is obliged to make the room available and also the guest is obliged to follow his consent to take the room.
consent	einwilligen	It must be very clear that for individuals who are incapable of giving their informed consent, approval is given by their legal representative.
consent	zustimmen	The Commission did not accept Amendment No 11 on group action in cases of discrimination - especially without the consent of the victim of discrimination.
contact	Umgang	With experience of Mac and PC packages, contact Mandy for photos, images and Zero 88 branding.
content	Zufriedenheit	In its communication on the common position, the Commission was favourable towards a tightening-up of the requirements for sulphur content in gas oil from the year 2008.
content	zufrieden	If the presidency and the Commission help to create a better directive, then we can really be content.
contest	Wettbewerb	The contest was held within the framework of the activities of the VII International Contemporary Dance Soloists and duets, which will take place from November 28 to December 7 in Culiacan, Mazatlan, Mexicali and Obregon.
contest	bestreiten	"As promised to publish the photo of the winner of photo contest ""an unforgettable vacation."
contrary	entgegengesetzt	The human being has a dignity, a mission that are far superior, if not contrary, to what is being put before us today.
contrary	gegensätzlich	I am convinced that the ECB acted contrary to the spirit of the European Union when, at the height of the crisis, in October 2008, it did not set equal conditions for drawing on liquidity facilities.
contrast	Vergleich	Thus, in contrast to the prior-year period, good performance in the energy business was not diminished by a negative financial result and the BKW Group's net profit for the 2009 financial year rose year-on-year by 115.2% from CHF 138.7 million to CHF 298.5 million.
convert	bekehren	He refused to convert to Islam.
convert	umformen	Pressure switches are control devices that monitor the pressure of a medium and convert it into an electrical signal.
convert	umsetzen	With YouTube FLV to AVI Easy Converteryou will be able to convert your favorite videos which you downloaded from YouTube to enjoy any standard multimedia reproducer.
convert	umtauschen	You also can convert money at money exchange counters at the Beijing International Airport and major hotels.
convert	umwandeln	With gDoc Fusion you can convert your Word, Excel, Powerpoint, PostScript® and XPS files without needing the authoring application installed on your desktop!
convert	verwandeln	As far as the reactor itself is concerned, the Commission aims to convert the existing shelter over the destroyed reactor to an environmentally safe system.
cool	abkühlen	A new varnish developed by researchers at the Fraunhofer Institute for Engineering and Automation IPA ensures that surfaces emit sound if they become warmer or cool off.
cool	cool	- you guessed right, and you're almost as cool as the tv-tower of alexanderplatz.
correct	verbessern	Although I believe that it is in our interest to improve trade cooperation with Japan, we must strive to make our cooperation correct, open, balanced and beneficial to both parties.
cost	Kosten	How much does it cost to use the Escrow!
cost	Preis	The cost of two cruise missiles would build a school, the cost of a Eurofighter a small university.
cost	kommen	I agree with Mr Ruffolo, the rapporteur, that it will be very difficult to achieve balanced and stable monetary relations in the short term. Nevertheless I believe, as the crisis in Asia has made very clear, that we will very soon have to create political control mechanisms in the world, to help ensure that the real economy is not jeopardized by turbulence on the currency markets at the cost of workers and the economic development of world prosperity.
cost	kosten	That being said, there are advantages for consumers: cheaper international calls, without this cost being transferred to national markets, and the freedom to choose the most favourable operator and tariff.
counter	antworten	Although economic theory today is much improved, if we ask people about the cause of the current crisis, we will mostly get the same answers. We would certainly hear some new ones, too: unprecedented real-estate bubbles, a global savings glut, international trade imbalances, exotic financial contracts, sub-prime mortgages, unregulated over-the-counter markets, rating agencies’ errors, compromised real-estate appraisals, and complacency about counterparty risk.
counterfeit	Fälschung	Again, not a fact that a product is counterfeit.
counterfeit	fälschen	Mr President, even if - contrary to all expectations - the price of gold were to match the face value, it would still be easy to counterfeit such a coin.
couple	Pärchen	It might even have been relaxing, if the couple next to wouln't have snogged that loudly...
couple	verbinden	It is extremely important to couple these two kinds of measures: criminalisation of trafficking and, at the same time, having a proactive policy on promoting the cooperation of the victims with the police and with the judiciary in convicting those who are responsible for such degrading activity.
court	Gericht	On the contrary, the provisions laid down should be strengthened with protection measures, making polluters bear the cost of environmental damage, giving NGOs and citizens the opportunity to take their case to court, and including in the directive damage caused by GMOs.
court	Hof	The Court also published a special report on the MED programmes and one on the administration of Mostar by the European Union.
court	Platz	A private, enclosed car park can take up to six cars or a dozen motorbikes, or can be converted into a volleyball or basketball court.
court	Spielfeld	As Pallavolo Sirio reached in the early 1980s, thanks to the fighting spirit shown on the court, the Italian Serie B (third division) the passion of the Perugia fans was set ablaze and more and more people were fascinated by this simple and yet thrilling sport.
court	freien	I think it possible that demonstrations like those censured by the Court of Justice would not take place if the European Union had a right and proper conception of freedom of movement.
crack	Sprung	Kaspersky 2010 Crack Black-List Breaks the black list of keys for the Kaspersky Instructions of use: 1.
crash	verunglücken	Fix the Financial Road Before the Others Crash
credit	Akkreditiv	In the case of overseas contracts, and unless otherwise agreed in writing by the Seller, all payments shall be made by Irrevocable Letter of Credit confirmed by a London Clearing Bank and valid for shipment and negotiation as stipulated in any Order Acknowledgement.
credit	Ehre	Finally, I would emphasise that it is to the credit of the European Ombudsman that he is conducting five own initiative investigations, the most exemplary being into the abolition of discrimination against the disabled on the part of European institutions.
credit	Glaube	I believe that the securitisation and special purpose vehicles, which will be under scrutiny along with the credit rating agencies, do need to be opened up to greater scrutiny and transparency, that is clear, as Ms Berès has already said.
credit	Gutschrift	If you have already booked TUIfly flights with a departure date on or after 25.10.2009 or booked a bluemiles partner service such as a hotel or hire car which you intend using on or after 25.10.2009, then you will not be awarded any bluemiles for these bookings. This reason for this is, according to the bluemiles conditions, that the credit is made on the date the service is actually provided.
credit	Kredit	Consumer protection at European level as regards credit is becoming increasingly complex, as a result, amongst other things, of the free play of supply and demand and the imminent entry into force of the third stage of monetary union, which presents a crucial legal problem around the principle of continuity of contracts.
credit	glauben	We expect no-one to take anything on credit or on trust.
credit	gutschreiben	Based on evaluation of the above conditions, we will cancel the remaining entries in your subscription and credit you with the amount due to you in the form of account credits.
credit	zuschreiben	Instead, credit structural reforms in the Dutch labor market for the jobs boom.
criminal	Straftäter	It is only when the investigation is complete that we can say with certainty that a person is an informer, a witness, a passive bystander or an active criminal.
criminal	kriminell	In Poland, where for many years such practices have been considered criminal, a proposed law would require full financial transparency for politicians and high state functionaries.
crop	Ernte	With good care it will produce a heavy crop of good quality.
crop	tragen	Bananas are the world's fourth most important crop and make a major contribution to global food security.
crowd	Gesellschaft	To speak about the Society for Legalization – to reflect on it and on the affects, visionary contagions and subjectivations that it activated – requires an optic that brings into view, in the context of the brief episode of a legalization offensive in Germany, the troubles in the ranks caused by the formation of a migrant and anti-racist crowd. This optic would need to pick out the impertinent grins of this crowd, but also its worry lines.
crowd	Publikum	For the final on Sunday, the crowd cheered all the drivers, Sophie makes a good start Bordères 10th lap times but after the first pass through the wood she is dying from the rear wheel and ends standing ovation from the audience, 20 th excellent result which crown a superb competition, with the victory of the French umbrella Sabrina Jonnier Rachel Atherton on his land.
crowd	bevölkern	The choice to bring the festival in these two days is not accidental, but it was thought to offer the good local dishes to tourists that crowd the beach of Bibione for the Whit Sunday.
crowd	drängen	Of course, the tourists who crowd Cuba’s beaches are not aware of this iron curtain.
