src_word	trg_word	src_ctx
conserve	préserver	PROGRAM ACTIVITIES AND PLANNED RESULTS Program Activity 1 – Establish Heritage Places Program Activity 2 – Conserve Heritage Resources Program Activity 3 – Promote Public Appreciation and Understanding Program Activity 4 – Enhance Visitor Experience Program Activity 5 – Townsite Management Program Activity 6 – Throughway Management SECTION III:
conserve	économiser	Such low water charges are a disincentive for the private sector to invest in water infrastructure and for consumers to conserve water.
constant	constant	Enormous efforts will have to be made by the leadership and people of Afghanistan, with constant support from the international community.
constant	constante	Unable to conceive of evil or wickedness in any form, the Titans struggled to find a way to end the demons' constant threat.
content	teneur	Barley's high fibre content accounts for the popularity of barley in cattle rations.
contest	compétition	The equitable character of the electoral contest ought in future to be enhanced by holding genuine intellectual debates and by means of effective scrutiny of campaign financing.
contest	concours	Several workshops will be organized to promote mutual understanding, and a writing contest will encourage youth to write about the Arab and Muslim communities.
contest	contester	The Working Group noticed during its visit to the Lindela Repatriation Centre that many foreigners were deprived of their liberty, some with legal residence papers, some seeking asylum and claiming they had been arbitrarily arrested by police officers, ill-treated, not able to contest the validity of their detention and that they could subsequently be expelled from the country with no form of review or recourse.
contest	course	Offences and penalties in relation to election finances the date on which the nomination contest began and the selection date, the name and address of each nomination contestant as of the selection date and of his or her financial agent, and
cool	frais	It was a beautiful fall day; we had great weather, beautiful scenery and the cool fall temperatures gave the lungs of that old T-Bird a bit of performance — what could be finer than flying Mr. Lockheed’s trusty Silver Steed?
cool	froid	Between 1950 and 2003, results showed an increasing trend in warm events (number of warm days and nights) and a decreasing trend in cool events (number of cold days and nights).
cool	rafraîchir	You will also find a sauna and Turkish bath, after which you can cool off in the thermal bath or varied experience showers (Kniepp, Scottish).
copy	copie	Besides it’s not actually for nothing: I’m going to keep the Mail.app setup and make it download a copy of my mail every so often, so that Spotlight indexes them.
copy	expédition	The Oberster Gerichtshof states in its order for reference (30) that SEMIS was served only with a copy of the order of the Austrian court of first instance of 20 December 2004 declaring the default judgment of 16 June 2004 enforceable in Austria.
cost	compte	The program must also address the Government's objective of cost recovery.
cost	estimer	Some of these costs have been estimated in a study of the working population.15 In 1995 dollars, the annual cost per smoking employee was estimated at $75 for life insurance, $85 for a smoking area and $2,175 for decreased productivity due to cigarette breaks.
counsel	conseil	Professor Matheson also serves as consultant and counsel to the U.S. State Department, and as a member of the Department's Advisory Committee on International Law.
counsel	plan	The Defence Counsel and Detention Management Section continued to provide high-quality administrative support to the various defence teams and detainees in Arusha.
counter	compteur	This counter is designed to assist you with your query building.
counter	comptoir	A frustrated flyer complained to the Agency about a flight delay in Toronto, a lengthy line-up at the check-in counter in Florida and difficulties in obtaining pre-selected seats, which had been paid for in advance.
court	cour	"It appears to us from reading the decision of the learned Umpire that he may have been misled by the Act's adoption of the word ""appeal"" into believing that his jurisdiction was that of an Appellate Court."
court	tribunal	Where an adolescent displays developmental disorders (retarded mental development), the court can invoke the principle referred to in paragraph 305 above in full (and exempt him or her from responsibility), or partially (and reduce the punishment), if he or she does not fully realize the actual nature of the act committed or the danger it represents to society.
covenant	engagement	(2) There is to be included in computing a taxpayer’s income for a taxation year the total of all amounts each of which is an amount in respect of a restrictive covenant of the taxpayer that is received or receivable in the taxation year by the taxpayer or by a person not dealing at arm’s length with the taxpayer (other than an amount that has been included in computing the taxpayer’s income because of this subsection for a preceding taxation year).
credit	crédit	For each province or territory for which you are claiming a credit, you have to do a separate calculation.
credit	créditeur	b United States share in staff assessment credit (in US dollars): $510 205.00.
credit	débiteur	Ex ante notification of the debtor for eligibility purposes requires that the debtor be notified by the counterparty or the NCB (as specified by the applicable national documentation) about the credit claim being mobilised as collateral by the counterparty to the benefit of the NCB in advance or at the time of its actual mobilisation as collateral. b) In certain other Member States where registration with public effect of the mobilisation of the credit claim as collateral is a precondition for valid mobilisation or, in certain cases, a precondition for the priority of the credit
credit	réputation	After having signed debt restructuring agreements with the Paris and London Clubs by 1996, Croatia gained access to the international markets and borrowed at increasingly favourable terms (mostly in the form of euro bonds) thanks to its improved credit rating.
cross	crise	There is also evidence from cross-sectional studies of overt toxicity to the cardiovascular system, most often reported as an increased frequency of angina or non-fatal myocardial infarction or of abnormal electrocardiograph (Hernberg et al., 1970; Sugimoto et al., 1978; Cirla and Graziano, 1981; Albright et al., 1984; Kamal et al., 1991; Vanhoorne et al., 1992; Bortkiewicz et al., 1997; Kuo et al., 1997).
cross	croix	A Canadian Victoria Cross was included among the new set of Military Valour Decorations, of which the Star of Military Valour and the Medal of Military Valour were awarded for the first time in 2006.
cross	global	The key activities are as follows: Managing the development, design and implementation of the National Cross-Training Program for Marine Traffic Regulators and Radio Operators, National MCTS officer Training Program, Global Maritime Distress and Safety System Training (with General Operator's Certificate endorsement) and refresher training (Distress Procedures Courses); Managing International MCTS training programs undertaken by either the College or the Training Directorate, International Training Division; Evaluating subject training programs on a departmental basis; Managing the financial, human and material resources of the MCTS Department; Coordinating the operation of training programs conducted by the MCTS Department; Facilitating learning and demonstrating the theoretical and practical aspects of the subject matter.
cross	signe	The star indicates an action which has been successfully completed The cross indicates that progress has been achieved in meeting the targets set in the Action The minus sign indicates no progress
cross	traverser	However, by that time, the British positions on the north bank of the Rhine at the road bridge had been lost, and, since the Driel-Heveadorp ferry had been destroyed, the Poles intended to cross the Lower Rhine and reinforce the British positions opposite them at Oosterbeek.
crown	cime	One decade after harvest, tree basal area, diameter, and height growth, and crown width and fullness did not differ between silvicultural treatments.
crown	couronne	If the Crown elects to proceed by summary conviction, the trial will be held before a provincial court judge (in Nunavat, before a designated justice of the peace or before a judge of the Nunavut Court of Justice).
crown	réaliser	PWGSC was unable to provide sufficient and dedicated resources to the procurement transformation activities due to lack of resources expert in a particular commodity, staffing delays, and involvement in day-to-day operations of procuring goods and services for the Crown.
crown	sommet	The peace initiative that was presented to us by Crown Prince Abdullah bin Abdul Aziz and was officially adopted at the Beirut Summit was based on the overall principle of land for peace: it called for Israel to withdraw completely from all the Palestinian Arab territories occupied since 4 June 1967 in return for complete peace.
cure	cure	Mrs. Diane Proulx Guerrera Founder and Administrator CURE Foundation
cure	remédier	Where the Contractor is in default in carrying out any of its obligations under the Contract, the Minister may, upon giving written notice to the Contractor, terminate for default the whole or any part of the Contract, either immediately, or at the expiration of a cure period specified in the notice if the Contractor has not cured the default to the satisfaction of the Minister within that cure period.
current	flux	In the context of the current financial crisis, the Committee expressed concern over the slow flow of remittances as African immigrants lose their jobs.
daily	de tous les jours	The way in which we deal with information will therefore be increasingly important as the digital revolution affects our jobs and daily lives.
daily	journalier	The daily rest period, interrupted in this way, shall be increased by two hours.
daily	quotidien	On instructions from my Government, I have the honour to transmit to you herewith the daily report for 23 December 2002 on the activities of the inspection teams of the United Nations Monitoring, Verification and Inspection Commission (UNMOVIC) and the International Atomic Energy Agency (IAEA) in Iraq (see annex).
daily	quotidiennement	• Smoking among teenagers continued to decline - 6.9% of 12- to 19-year-olds said they were daily smokers in 2005, compared to 12.9% in 2000-2001.
damage	dommage	Moreover, liability might be excepted when, for instance, the damage had been the result of armed conflict, hostilities, civil war or insurrection or the result of a natural phenomena.
damage	dégât	The occupying forces continue to use excessive, indiscriminate and lethal force, killing and injuring scores of innocent Palestinian civilians, including women and children, and causing more damage and destruction.
damage	détérioration	This Class includes, in particular: – services relating to the construction of buildings, roads, bridges, dams or transmission lines and services of undertakings specialising in the field of construction such as those of painters, plumbers, heating installers or roofers; – services auxiliary to construction services like inspections of construction plans; – services of shipbuilding; – services consisting of hiring of tools or building materials; – repair services, i.e., services which undertake to put any object into good condition after wear, damage, deterioration or partial destruction (restoration of an existing building or another object that has become imperfect and is to be restored to its original condition); – various repair services such as those in the fields of electricity, furniture, instruments, tools, etc.; – services of maintenance for preserving an object in its original condition without changing any of its properties (for the difference between this Class and Class 40 see the Explanatory Note of Class 40);
damage	entraver	Such action is terrorism when it involves serious violence against a person or serious damage to property, endangers another person's life, creates a serious risk to the health or safety of the public or a section of the public, or is designed seriously to interfere with or seriously to disrupt an electronic system.
dark	brun	Soils vary from shallow, dark-brown to brownish-red brunisols.
dark	noir	"• Retailers sell premium chocolates to satisfy consumers' tastes Dark chocolate versions of candy favourites and super-indulgent premium bars are boosting chocolate sales in the U.S. While premium chocolates command higher prices than traditional candy bars, these chocolate bars are considered ""premium"" as they are made in small batches with single-origin beans and other organic ingredients."
dark	obscurité	Ultradian periods were correlated with both daylength in the entraining light–dark cycles and the seasonal changes in the circadian period of fish free-running under constant darkness.
dark	sombre	severe thunderstorms, with frequent thunder and lightning; an extremely dark sky, sometimes highlighted by green or yellow clouds; a rumbling sound, such as a freight train might make, or a whistling sound, such as a jet aircraft might make; and a funnel cloud at the rear base of a thundercloud, often behind a curtain of heavy rain or hail.
debate	discussion	The United Nations Foundation, really on the request of the Secretary General, commissioned Moises Naim and I to write this report precisely to try to stimulate that kind of debate.
decline	décliner	Influenza activity continues to decline in Canada.
decline	refuser	In no case shall the provisions of paragraph 3 be construed to permit a Contracting State to decline to supply information because the information is held by a bank, other financial institution, nominee or person acting in an agency or a fiduciary capacity or because it relates to ownership interests in a person. 6. If specifically requested by the competent authority of a Contracting State, the competent author­ity of the other Contracting State shall provide information under this Article in the form of depositions of witnesses and authenticated copies of unedited original documents (including books, papers, statements, records, accounts, and writings). 7. The requested State shall allow representatives of the requesting State to enter the requested State to interview individuals and examine books and records with the consent of the persons subject to examination.
decrease	diminuer	Between 1985 and 2000, tobacco use continued to decrease, falling from 35% to 24% (this percentage applies both to occasional smokers and those who smoke on a daily basis).
delay	différer	Consequently, it may have to delay dissemination, or providing public access to the results of its research, until it has obtained the patent.
delay	retarder	I must add a comment addressed to you, however, when I say that we shall have to make some effort so to organize our deadlines that we do not delay the progress of procedures.
delay	tarder	(l) Without further delay, to cooperate fully with the Special Rapporteur to facilitate an independent international investigation of continuing reports of sexual violence and other abuse of civilians carried out by members of the armed forces in Shan, Karen, Mon and other states;
deliberate	délibéré	We judge that this is a deliberate Israeli policy - the completion of the annexation of East Jerusalem.
deliberate	intentionnel	Finally, I call on you to support Amendments 81 and 82 banning any systematic or deliberate dumping of any liquid, gaseous or solid body in the water or on the sea bed, in keeping with the provisions laid down for carbon dioxide, except where the relevant approval is granted in accordance with international law and a prior environmental impact study is carried out in accordance with the directive.
deliberate	réfléchi	Further, in these organizations, managers have become deliberate about what they are rewarding and how they are doing it.
delight	ravir	Each spring, Denis Brott continues to delight music lovers with the wide variety of programming offered at the Montreal Chamber Music Festival.
demand	demande	Discontinuance of Emergency-Reporting and Alerting Systems, as there is no demand for this service.
deposit	dépôt	AUTONUM The PCT system has specific provisions relevant to disclosure requirements in the form of deposit of biological materials and nucleotide or amino acid sequence listings.
deposit	versement	System Issues and Disbursement Methods Apart from structural reasons already mentioned, there are a number of other reasons why direct deposit adoption rates vary across Canada.
desire	désirer	An honest desire to meet and serve the public is the main requirement for these positions.
discount	décote	• F322 Unamortized Discount on Repayable Contributions
discount	rabais	• 10% discount for agents or for clients with four or more insertions of the same ad.
discount	remise	Discounts CPHA members receive a 10% discount on applicable products.
discount	réduction	Bookstores receive a 10% discount on orders greater than $100 (before shipping and taxes) or a 20% discount on orders greater than $200 (before shipping and taxes).
dispatch	dépêcher	In a statement to the press following that meeting, Security Council members re-emphasized the importance of a comprehensive, integrated, resolute and concerted approach to the issues of peace, security and development in Central Africa and welcomed the Secretary-General's intention to dispatch a multidisciplinary assessment mission to the subregion.
dispatch	envoyer	"We are unable to dispatch such products to some countries and areas that do not handle ""Insured Pacrcels""."
dispatch	expédier	They may only be used to receive, feed, water, rest, accommodate, care for and dispatch animals passing through.
dispute	contester	(f) A staff member who is entitled to appeal the same administrative decision that is the subject of an application brought by another staff member may request permission from the United Nations Dispute Tribunal to intervene in the matter.
distress	douleur	The children experience physical distress and the parents have the problem of maintaining their childs hygiene, but also the frustration and anguish of knowing their child is in pain.
distress	détresse	According to Cospas-Sarsat, only one out of every 50 alert from 121.5 MHz is a genuine distress situation.
distress	inquiéter	"However, I decided not to cause any distress to my husband or children as I had no idea what the ""lump"" was going to be."
divide	partager	To share visions of the world, to understand and learn from those that do not see the world in the same way as we do; To identify differences between, and similarities of, different cultural traditions and perceptions; To achieve a consensus that disputes should not be settled by violence; To help managing cultural diversity in a democratic manner, by making the necessary adjustments to the existing social and political arrangements of all kinds; To bridge the divide between those who perceive diversity as a threat, and those who see it as an enrichment; To share best practice particularly in the areas of intercultural dialogue, the democratic management of social diversity and the promotion of social cohesion; To develop jointly new projects.
down	abattre	(A) each State Party shall have the right to reduce by use as target drones no more than 200 combat aircraft during the 40-month reduction period; (B) the target drone shall be destroyed in flight by munitions fired by the armed forces of the State Party owning the target drone; (C) if the attempt to shoot down the target drone fails and it is subsequently destroyed by a self-destruct mechanism, the procedures of this paragraph shall continue to apply.
down	en bas	Then his face brightened when he recalled that part of his antenna that Vegetto cut earlier on was still lying down there on the ground.
down	pente	Rockslide A rockslide is a massive movement of rock down a slope or cliff.
drain	drainer	• next to deep river channels that help to drain the soil in the neighbouring land
drain	vider	By installing a fake ATM device that reads your card’s encoded data, or by distracting you while your card is taken or switched with another, an identity theft can then use your PIN to drain your bank account without your knowledge.
draw	attirer	Finally, I would like to highlight and offer my thanks for the institutional and technical cooperation I have been given and draw attention to the amendments proposed by Mr Díaz de Mera, Mr Demetriou and Mrs Iotova which have improved and enriched my draft report.
draw	dessiner	"You can draw a nest too,"" says Ms Moss. ""What about bigger animals?"""
draw	tirage au sort	The representative of the Secretary-General will then draw from a second box the names of those not contained in the first box in accordance with the same procedure;
draw	tirer	give practical follow-up to the Assembly previous recommendations on the abolition of the death penalty in observer states and draw the appropriate conclusions from the attitude of the authorities of both countries on this question; 8.2.
draw	tracer	If the object has several colors, you should draw a line along the boundary of the object that should be painted into the selected color.
dress	tenue	The tone was set for future EAC-MDUCS meeting - namely free and open discussion and business casual dress code.
dress	vêtements	The DCM was awarded 1 984 times, says Eric Fernberg, the CWM’s dress and insignia collection manager, explaining the importance of the medals being donated to the museum.
drill	exercices	Description The purpose of the Boat and Fire Drill and Means of Exit Regulations is to ensure that passengers and crew are familiar with emergency equipment necessary to deal with fire or other emergencies, including abandoning ship.
drill	percer	Drill a hole 3 to 5 cm in diameter to the desired (depth using a soil auger which may be available on loan from the Agriculture Canada Soil Test Lab.
drill	perceuse	If a soil auger is not available, a suitable drill with the necessary extensions can be made up locally.
drink	boisson	"ARTICLE 4 Protected names Without prejudice to Articles 5, 6 and 7 of this Annex, the following shall be protected: (a) as regards the products referred to in Article 2 of this Protocol: (i) references to the name of the Member State in which the wine, spirit drink and aromatised wine originates or other names to indicate the Member State, (ii) the geographical indications, listed in Appendix 1, Part A, points (a) for wines (b) for spirit drinks and (c) for aromatised wines, (iii) the traditional expressions listed in Appendix 2; (b) as regards wines, spirit drinks or aromatised wines originating in Bosnia and Herzegovina: (i) references to the name ""Bosnia and Herzegovina"" or any other name designating that country,"
drink	verre	"Residents can now look forward to the day when getting a drink of water doesn't involve a trip to the store."""
drive	avenue	West Ottawa, Ontario Room B-1528 Session delivered May 8, 2008 8:30 a.m. to 12 p.m. Toronto Show details Public Service Commission of Canada 1 Front Street West, Training Centre, Lower Level Toronto, Ontario Session delivered May 12, 2008 8:30 a.m. to 12 p.m. Toronto Show details Public Service Commission of Canada 1 Front Street West, Training Centre, Lower Level Toronto, Ontario Session delivered May 9, 2008 8:30 a.m. to 12 p.m. Winnipeg Show details Delta Winnipeg - Albert Room 350 St. Mary Avenue Winnipeg, MB Session delivered May 15, 2008 8:30 a.m. to 12 p.m. Saskatoon Show details Ramada Hotel & Golf Dome  806 Idylwyld Drive North Saskatoon, SK Room:
drive	conduire	Is my Ontario driver’s licence still valid, and am I still able to drive?
drive	impulsion	"Hotain’s final words, ""The drive has to come from the community, that they want change."
drive	énergie	Standby mode conserves power by turning off the display and the hard drive after a predetermined period of inactivity (a time-out).
drop	descendre	For the outermost regions the limit may be even more, but for C regions I believe that an intensity of 20 % is a suitable ceiling and, in certain circumstances, could even drop to 10 %.
drop	écrire	This event is triggered whenever you start the drag & drop on an object which allows it.
dry	brut	Shares Sale Order Financial Administration Act CN Inwood Subdivision Rescission of Abandonment Order Canada Transportation Act C.N.R. Company Exemption Order Official Languages Act C.O.T.C. Pension Regs Public Service Superannuation Act Appropriation Act CO-140 Aurora Remission Order Customs Tariff Financial Administration Act CRTC Tariff Regs Canadian Radio-Television and Telecommunications Commission Act CRTC Telecommunications Rules of Procedure Canadian Radio-Television and Telecommunications Commission Act Cabbage Stabilization Regs Farm Income Protection Act Cadillac Explorations Limited Lease Regs Territorial Lands Act Calculation of Contribution Rates Regs Canada Pension Plan Calculation of default Contribution Rates Regs Canada Pension Plan Calculation of Interest Regs Indian Act Calgary International Airport Zoning Regs Aeronautics Act Cambridge Bay Airport Zoning Regs Aeronautics Act Cameco Corporation Remission Order Financial Administration Act Camp Ipperwash Indian Settlement Remission Order, 2003 Financial Administration Act Campbell River Airport Zoning Regs Aeronautics Act Canac International Inc. Authorization Order, No. 1 Financial Administration Act Canada Assistance Plan Regs Canada Assistance Plan Canada Business Corporation Regs Canada Business Corporations Act Canada-Chili Free Trade Agreement Fruit and Vegetable Aggregate Quantity Limit Order Customs Tariff Canada Communication Group Divestiture Regs Public Service Superannuation Act Financial Administration Act Canada Cooperatives Regs Canada Cooperatives Act Canada Corporations Regs Canada Corporations Act Canada Cycle and Motor Company Limited Enterprise Development Regs Appropriation Acts Industry Act (Department of) Canada Deposit Insurance Corporation By-laws Canada Deposit Insurance Corporation Act Canada Development Investment Corporation Registered Office Relocation Order Financial Administration Act Canada Federal Court Reports Distribution Order Federal Court Act Canada Gazette (1978) Special Issue Regs Statutory Instruments Act Canada Gazette Publication Order Statutory Instruments Act Canada Grain Regs Canada Grain Act Canada Harbour Place Corporation, Order Authorizing and Application to amend the Articles of Incorporation Financial Administration Act Canada Health and Social Transfer Regs Federal-Provincial Fiscal Arrangements Act Canada Industrial Relations Regs Canada Labour Code Canada Industrial Relations Remuneration Regs Canada Labour Code Canada Labour Relations Board Regs Canada Labour Code Canada Labour Standards Regs Canada Labour Code Canada Lands Surveyors Regs Canada Lands Surveyors Act Canada Mining Regs Federal Real Property Act Territorial Lands Act Canada-Newfoundland Oil and Gas Spills and Debris Liability Regs Canada-Newfoundland Atlantic Accord Implementation Act Canada-Nova Scotia Oil and Gas Spills and Debris Liability Regs Canada-Nova Scotia Offshore Petroleum Resources Accord Implementation Act Canada Occupational Health and Safety Regs Canada Labour Code Canada Oil and Gas Certificate of Fitness Regs Canada Oil and Gas Operations Act Canada Oil and Gas Diving Regs Canada Oil and Gas Operations Act Canada Oil and Gas Drilling Regs Canada Oil and Gas Operations Act Canada Oil and Gas Drilling and Production Regs Federal Real Property Act Territorial Lands Act Canada Oil and Gas Geophysical Operations Regs Canada Oil and Gas Operations Act Canada Oil and Gas Installation Regs Canada Oil and Gas Operations Act Canada Oil and Gas Land Regs Federal Real Property Act Territorial Lands Act Canada Oil and Gas Operations Regs Canada Oil and Gas Operations Act Canada Oil and Gas Occupational Safety and Health Regs Canada Labour Code Canada Oil and Gas Production and Conservation Regs Canada Oil and Gas Operations Act Canada Pension Plan Investment Board Regs Canada Pension Plan Investment Board Act Canada Pension Plan Regs Canada Pension Plan Canada Pension Plan Schedule Amendment Regs Canada Pension Plan Canada Pension Plan (Social Insurance Numbers) Regs Canada Pension Plan Canada Port Authority Environmental Assessment Regs Canadian Environmental Assessment Act Canada Shipping Act Gold Franc Conversion Regs Canada Shipping Act Currency Act Canada Small Business Financing (Establishment and Operation of Capital leasing Pilot Project) Regs Canada Small Business Financing Act Canada Student Financial Assistance Regs Canada Student Financial Assistance Act Canada Student Loans Regs Canada Student Loans Act Budget Implementation (Fiscal Measures) Act, 1992 Canada Travelling Exhibitions Indemnification Regs Canada Travelling Exhibitions indemnification Act Canada Turkey Marketing Processors Levy Order Farm Products Agencies Act Canada Turkey Marketing Producers Levy Order Farm Products Agencies Act Canada-United States Nuclear Liability Rules Nuclear Liability Act Canadian Army Special Force Order Canadian Forces Act, 1950 Canadian Arsenals Limited Pension Protection Regs Canadian Arsenals Limited Divestiture Authorization Act Canadian Arsenals Pension Regs Appropriation Act Public Service Superannuation Act Canadian Artists and Producers Professional Relations Tribunal Procedural Regs Status of the Artist Act Canadian Aviation Regs Aeronautics Act Canadian Aviation Security Regs Aeronautics act Canadian Bill of Rights Examination Regs Canadian Bill of Rights Canadian Broiler Hatching Egg and Chick Licensing Regs Farm Products Agencies Act Canadian Broiler Hatching Egg and Chick Orderly Marketing Regs Farm Products Agencies Act Canadian Broiler Hatching Egg (Interprovincial) Pricing Regs Farm Products Agencies Act Canadian Broiler Hatching Egg Marketing Agency Quota Regs Farm Products Agencies Act Canadian Broiler Hatching Egg Marketing Levies Order Farm Products Agencies Act Canadian Charter of Rights and Freedoms Examination Regs Justice Act, Department of Canadian Chicken Anti-Dumping Regs Farm Products Agencies Act Canadian Chicken Licensing Regs Farm Products Agencies Act Canadian Chicken Marketing Levies Order Farm Products Agencies Act Canadian Chicken Marketing Quota Regs Farm Products Agencies Act Canadian Commercial Bank Issuance of Shares Order Bank Act Canadian Computer Reservation Systems (CRS) Regs Aeronautics Act Canadian Cultural Property Export Control List Cultural Property Export and Import Act Interpretation Act Canadian Egg Anti-dumping Pricing Regs Farm Products Agencies Act Canadian Egg Licensing Regs Farm Products Agencies Act Canadian Egg Marketing Levies Order Farm Products Agencies Act Canadian Egg Marketing Agency Quota Regs Farm Products Agencies Act Canadian Egg Pricing (Interprovincial and Export) Regs Farm Products Agencies Act Canadian Exploration and Development Incentive Payment Variation Order Canadian Exploration and Development Incentive Program Act Canadian Exploration and Development Incentive Program Regs Canadian Explorations and Development Incentive Program Act Canadian Exploration Expense Remission Order Financial Administration Act Canadian Exploration Incentive Program Regs Canadian Exploration Incentive Program Act Canadian Film Certificate Regs Customs Tariff Canadian Films and Video Tapes Certification Fees Order Financial Administration Act Canadian Forces Compulsory Early Superannuation Regs Appropriation Acts Canadian Forces Dental Treatment by Civilians Regs National Defence Act Canadian Forces Employment Equity Regs Employment Equity Act Canadian Forces Force Reduction Program Overpayment Remission Order Financial Administration Act Canadian Forces Grievance board Rules of Procedure (Review of a Grievance by Way of a Hearing) National Defence Act Canadian Forces Laundries Order Financial Administration Act Canadian Forces Special Election Regs Canadian Forces Superannuation Act Canadian Forces Superannuation Regs Canadian Forces Superannuation Act Financial Administration Act Canadian Forces Superannuation Special Election Regs Appropriation Acts Canadian Heraldic Authority Fee Order Financial Administration Act Canadian Human Rights Benefit Regs Canadian Human Rights Act Canadian Human Rights Exemption Orders Canadian Human Rights Act Canadian Industrial Renewal Regs Appropriation Acts Industry Act (Department of) Canadian International Trade Tribunal Procurement Inquiry Regs Canadian International Trade Tribunal Act Canadian International Trade Tribunal Regs Canadian International Trade Tribunal Act Canadian International Trade Tribunal Rules Canadian International Trade Tribunal Act Canadian Judicial Council Inquiries and Investigations By-laws Judges Act Canadian Livestock Feed Board Headquarters Regs Livestock Feed Assistance Act Canadian Manufactured Goods Exported Drawback Regs Excise Tax Act Canadian Manufactured Tires and Tubes (Exported Vehicles) Drawback Regs Excise Tax Act Canadian National Railway Company Acquisition of Shares Authorization Order Financial Administration Act Canadian National Railway Company Hotel Assets Disposal Order Financial Administration Act Canadian National Railway Company Trucking Disposal Order Financial Administration Act Canadian National Railway Passenger Train Travel Regs Railway Act Canadian Nuclear Safety Commission By-laws Nuclear Safety and Control Act Canadian Nuclear Safety Commission Cost Recovery Fees Regs Nuclear Safety and Control Act Canadian Nuclear Safety Commission Rules of Procedure Nuclear Safety and Control Act Canadian Ownership and Control Determination Forms Order Canadian Ownership and Control Determination Act Canadian Ownership and Control Determination Regs Canadian Ownership and Control Determination Act Canadian Pacific Oil and Gas Limited Variation Order Federal Real Property Act Territorial Lands Act Canadian Pacific Railway By-law No. 99 Railway Act Canadian Passport Order Other Than Statutory Authority Canadian Passport (Federal Republic of Germany) Order Other Than Statutory Authority Canadian Patrol Frigate Project Remission Order Financial Administration Act Canadian Payments Association Membership Requirements Regs Canadian Payments Act Canadian Payments Association Election of Directors Regs Canadian Payments Act Canadian Payments Association By-laws Canadian Payments Act Canadian Peacekeeping Service Medal Award Regs Canadian Peacekeeping Service Medal Act Canadian Retailers Duty Remission Order Customs Tariff Canadian Telecommunications Common Carrier Ownership and Control Regs Telecommunications Act Canadian Transportation Agency Designated Provisions Regs Canada Transportation Act Canadian Turkey Anti-dumping Regs Farm Products Agencies Act Canadian Turkey Licensing Regs Farm Products Agencies Act Canadian Turkey Marketing Levies Order Farm Products Agencies Act Canadian Turkey Marketing Processors Levy Order Farm Products Agencies Act Canadian Turkey Marketing Quota Regs Farm Products Agencies Act Canadian Vickers Dry Dock Regs Dry Dock Subsidies Act Canadian Volunteer Service Medal Order Other Than Statutory Authority Canadian Wheat Board Regs Canadian Wheat Board Act Canadian Wheat Board Advisory Committee Election Regs Canadian Wheat Board Act Canadian Wheat Board Contingency Fund Regs Canadian Wheat Board Act Canadian Wheat Board Pension Regs Public Service Superannuation Act Canal Regs Transport Act, Department of Cancellation of Securities Regs Financial Administration Act Canned Tomato--Surtax Order Customs Tariff Canola Stabilization Regs Farm Income Protection Act Capacity Plates and Conformity Plates Charges Order Financial Administration Act Cape Bathurst Regs Federal Real Property Act Territorial Lands Act Cape Breton Development Corporation Employees Pre-Retirement Remission Order Financial Administration Act Carbonated Beverage Glass Containers Regs Hazardous Products Act Cardinal Nannies & Companions Inc.
dry	séché	UNIT OF MEASURE Carat Cubic Metre Dozen Gigabecquerel Gram Gross Hectolitre Kilogram Kilogram Air Dry Kilogram of Named Substance Litre Litre of Pure Alcohol Megabecquerel Megawatt Metre Metric Tonne Metric Tonne Air Dry Number Number of Sets 1000 Cubic Metre Pack Pair Square Centimetre Square Metre Thousand UNIT OF MEASURE CODE CTM MTQ DZN GBQ GRM GRO HLT KGM KSD KNS LTR LPA MBQ MWH MTR TNE TSD NMB SET TMQ NAP PAR CMK MTK MIL
due	attribuable à	This may have been due to absence of staff for holidays.
due	droit	The Spanish Government's claim seeking the annulment of the deduction of ESP 1 355 544 657 in relation to interest due under the additional levy on milk products scheme must therefore be upheld.
due	dû	In 2002, the amount due from the Government of Israel in connection with the Qana incident had been reduced to $1,117,005 because $167,628 included in the amount due consisted of unliquidated obligations which had not been required and had lapsed.
due	juste	The fair values of cash and cash equivalents, accounts receivable, goods and services tax refund receivable and accounts payable and accrued liabilities approximate their carrying values due to the relatively short period to maturity.
dump	déchets	In communities currently using a garbage dump or burning pit, the regular collection of community solid waste and its disposal in a landfill encourages the separation and safe disposal of hazardous waste and can even serve as a starting point for a recycling program.
dump	jeter	(b) Dump dirt, oil or rubbish in water 100 4.
duplicate	copie	• duplicate bank deposit slips
duplicate	duplicata	If the Bidder wishes to propose the services of an individual who has been screened by a government department or agency other than CISD of PWGSC, the Bidder must contact CISD and request either a transfer or a duplicate of the reliability status or the security clearance of the individual.
ease	faciliter	6.0 - Rationale and Implications The rationale for providing this forward guidance on SOA is to allow departments to orient their thinking and activities in such a manner as to ease the transition to a truly holistic Service Oriented approach to doing business and implementing systems via a GC Service Oriented Architecture.
edge	fil	Over the years, it has addressed common themes of conferences (most recently human resources development) and cutting edge issues such as information and communications technology.
edge	marge	Populations preferred at least partly stabilized sand surfaces near the edge of active blowouts and blowing sand (Smith 1996).
edge	rebord	Such contact is undesirable because the front edge can penetrate the roof structure in a way that the ground cannot during rollover crashes.
edge	rive	Upwelling occurs along the western edge of the lake and prevents stratification in this part of the lake.
effect	effectuer	The Women in House program is founded on the principle that to effect real change, women must work together and support one another.
effect	effet	In some instances, such States have established a procedure for monitoring compliance with the diplomatic assurances.  The legal and practical effect of these diplomatic assurances has been questioned.
