src_word	trg_word	src_ctx
command	comandancia	Specific implementation instructions have been issued by those Department of Defense organizations operating space systems, including United States Space Command, Air Force Space Command and the National Reconnaissance Office.
command	mandato	The Skyguard, Sha'tari warriors specializing in their command of the skies above Shattrath, have taken the offensive directly to the Arakkoa capital city, Skettis.
commission	nombramiento	Following the visit, an interim Executive Secretary of the Commission was appointed.
complex	complejo	The Commission admits that people tend to see the Community legal framework as being excessively complex and unclear and proposes that it be simplified.
complex	complicado	And, as lawmaking has become not only a more involved process but also ever more complex, Members of this House are assumed to be incapable of mastering difficult technical problems.
complex	total	Hotel in Edinburgh: The lively Tailors Hall Hotel is a hotel and bar complex, located in the heart of Edinburgh and only minutes away from Princes Street. The 42 bedrooms are modern in décor and are equipped with facilities of a three-star standard, including pay to view films and direct-dial telephone.
complex	totalidad	"In his statement at the opening of the international meeting on culture and the environment held from 6 to 28 October 2000 in Branska Stiavnica, Slovakia, the Executive Director of UNEP stated: ""Culture is the complex whole of solutions which the human community inherits, adopts or invents in order to meet the challenges of its natural and social environment."
compromise	arreglo	Given that several prominent critics of Syria have been killed since 2005, there is little room for compromise.
compromise	comprometer	The impasse over the implementation of the Linas-Marcoussis Agreement and the paralysis of the Government of National Reconciliation could, if we are not careful, gravely compromise the entire peace process.
compromise	transigir	We owe it to our citizens to compromise and to prove that the Lisbon Treaty is working to their advantage in clearing up differences using the complex machinery of the European Union.
concern	concernir	Acts of discrimination may concern both physical and moral persons.
concern	preocupar	This analysis would seem to be supported by the fact that increased incarceration rates relate most noticeably to drug and drug-related offences in both developed and developing countries at a time when the growth of the international drug trade has become cause for concern.
condition	condición	With regard to the fourth condition - environmental friendliness and citizen participation - I leave it to your assessment just what citizen participation might look like in Ukraine today.
conduct	dirección	Article 25: The right to take part in the conduct of public affairs
constituent	componente	They should be talking about carbon dioxide which is, by the way, not a pollutant but a natural constituent of the atmosphere.
constituent	constitutivo	2.8.9 Modalities of the acceptance of a reservation to a constituent instrument
constituent	constituyente	The convening of a constituent Convention - constituent because this Convention will give rise to the Constitution for the new Europe - means restoring a political soul to Europe, in other words thinking about what is to be the future home of us all.
constituent	elector	Let me quote from a letter I received from a constituent in Cornwall.
content	contenido	In 1995, the site of the technological news CNET removed to its management system of documents and publication and created a called company Vignette, pioneer of the commercial management systems of content. The evolution of Internet towards vestibules with the more contained and participation discharge of the users directly, through blogs and social networks, have turned to the managers of contents into an essential tool in Internet, as much for companies and institutions as for the people.
content	descripción	In addition, we provide links to the sites of affiliated companies and certain other businesses. We are not responsible for examining or evaluating, and we do not warrant the offerings of, any of these businesses or individuals or the content of their Web sites.
contest	certamen	Among the most important festivities in the city, it is possible to mention: The contest of Sport Fishing, The Cultural encounter from Neuquén and the National Party of the Apple.
contest	contienda	The resulting contest could well be one between completely different candidates-a result, which could have been achieved under section 22(6).
contest	disputar	In the debate between Council and Parliament on the award of public markets in the European Union, the eye is instantly caught by the extent to which the bitterest enemies of state control forget their reservations as soon as the contest for state contracts begins.
contract	contratar	This, in combination with a modification to Article 17, which allows freedom of contract to choose ADR but respects existing consumer rights in the form of the unfair contract terms directive, presents a much more workable, legally certain package that will promote confidence.
contrary	diferente	Guatemalans have suffered in their own flesh the maelstrom of violence that afflicted our country merely because some people professed contrary views, held different beliefs or belonged to a different ethnic or social group.
contrary	opuesto	Contrary to this argument, however, the Government will maintain the National Health Insurance as the foundation of the healthcare system.
control	controlar	In this regard the Group notes that Security Council resolution 1540 (2004), adopted on 28 April 2004, and reiterated in Security Council resolution 1673 (2006), requires all States to take and enforce effective measures to establish domestic controls to prevent the proliferation of nuclear weapons, including by establishing and maintaining appropriate effective national export and trans-shipment controls over nuclear-weapon-related items, including appropriate laws and regulations to control export, transit, trans-shipment and re-export.
control	dominar	Philippe the Beautiful one, who wants to be the Master in his kingdom, puts the Church of France under his dependence and requires of it taxes; on his side the pope Boniface VIII, who wants to dominate the kings, addresses threats to Philippe the Beautiful one: the quarrel envenime; Philippe, who needs a moral support against the pope, makes approve his control by the States General, i.e.
control	gestionar	An indigenous representative from Africa called for democratic policies in Africa that would promote cultural rights and allow indigenous peoples to have control over their resources.
control	inspección	Bodies responsible for organizing drills may be established on the basis of the size of the drills, and include groups for comprehensive coordination, public security and protection, project emergency response, medical assistance, information submission, material support, transportation, environmental management, fire-fighting control, and investigation and assessment.
convert	convertido	Write Data to burn existing DVD folder or ISO image file to DVD writer, or convert DVD folder to ISO image file.
convert	convertir	The Central Bank of Nepal established a National Microfinance Fund and took steps to convert an existing fund into a wholesale lending institution in order to improve access to finance by microfinance institutions.
convert	convertirse	The guerrilla movement has missed the greatest opportunity in its history to convert itself into a party in political history, preferring to remain a participant in a story of death and sadness.
convert	transformar	Additionally during the June 2005 meeting of the Standing Committee, it was highlighted that the States Parties must consider the subject of multi-function fuses and how inventories of this particular fuse could possibly be used to convert command detonated munitions to victim activated mines.
convict	convicto	The report particularly referred to the interview with the convict, a copy of which the Human Rights Ombudsman was unable to obtain.
convict	recluso	The transfer of the convict from the colony of re-education to the colony of correction is decided by the court on the basis of the petition submitted by the colony chief.
convict	reo	Another moot point is the provision on the basis of which the convict who does not work is unable freely to dispose of virtually any part of his money.
copy	copiar	CAs user of this website you commit not use it for any illegal purpose or activity: You are neither entitled to modify any of the materials contained in our web and you may not copy, distribute, transmit, display, perform, or in general reproduce in any manner , publish, license, or create any work taking it as a basis any information or content contained in our website.
copy	ejemplar	They should be sent within one week of the date of this document to the Chief of the Official Records Editing Section, room DC2-750, 2 United Nations Plaza, and incorporated in a copy of the record.
copy	número	The latest copy of the newspaper will be available to the 3rd session of the PFII.
cost	costa	The dramatic living conditions of women in the African countries are the result of a policy of pillaging natural resources and of speculation by international companies that enrich themselves at the cost of the life and health of the local population.
cost	coste	However, as has already been said, these rules carry a cost, and every day we are seeing this cost rise for farmers and other operators, at the very time when the profitability of farming is being hit hard.
cost	costo	Provisions for the maintenance of information technology equipment is based on the Information Technology Services Division's standard service-level agreements, which vary from level A (unit cost $1,200) to level C (unit cost $550).
cost	valor	The Advisory Committee notes that the Government of Lebanon provides office premises, the cost of which is valued at $1,752,000 (see also para. 27 below).
count	contar	If you have a preference for HD video filming, you should count on approximately 1.5MB per 15 minutes of HD capture.
count	escrutinio	Nonetheless, I must say, equally clearly, that the candidate common to all these political families cannot, in any circumstances, count on my vote or on my support, direct or indirect, in the following rounds of the ballot.
count	recuento	Highlight the attacks made in the last 24 hours and count those that can become bashing!
countenance	apoyar	Abortion should of course be the last resort, but it is my belief that sometimes the teaching and doctrine of the Catholic church and its refusal to countenance family planning have done untold damage to the lives of millions of women in some of the poorest countries of the world.
countenance	ayuda	Those interests could not countenance the fact that Cuba had an independent foreign policy and had demanded the cancellation of the foreign debt of developing countries, respect for commitments in terms of public aid for development, an end to unilateral measures of coercion, the democratization of the United Nations and international financial institutions, access for all countries to markets, technology and development, and the participation of the countries of the South in the process of globalization.
countenance	semblante	6 And the Lord said unto Cain, Why art thou wroth? and why is thy countenance fallen?
counter	contrarrestar	The problems relating to the ageing of the population are going to be one of the key issues and in order to deal with them we are clearly going to have to take measures on public debt and measures for improving the labour market, by achieving a greater level of activity, a greater level of employment, in particular of women and older workers, which can also help to counter some of these effects, as will reforms of the current social security systems which are coherent with employment and sustainability of the model.
counter	mostrador	Display such paint or markers so as to make them inaccessible to a customer without assistance from a store employee (behind the counter, in cases, etc. ).
course	curso	Real concern was expressed over the unacceptable loss of so many lives in the course of humanitarian activities and the absolute imperative that this be resolutely addressed.
course	proceso	Then, of course, you also have the internal decision-making process within the European Commission, on a subject which is far-reaching.
course	rumbo	I therefore believe that we must change the course of the CAP, but not abolish it.
court	corte	Over the course of the last year, 12 Orders were issued by the Court, the President or the Vice-President concerning the organization of the proceedings in current cases.
court	juego	Later in the afternoon, (after a deserved break), Rafa will jump back on court ready to play the second round of doubles with his friend Marc Lopez.
court	juzgado	Overall, since anti-corruption legislation in Burundi has been enacted in 2006 and appropriate institutional mechanisms were established in 2007, 319 corruption cases have been brought before the court.  Of these, 232 have been processed and concluded.
court	patio	To the beautiful boulevard it is only 100 meters. The comfortable hotel was built in the Spanish style and offers 24 rooms, a restaurant with á-la-carte-service, tv-room, a bar, a piano bar and a beautiful inner court.
court	tribunal	The reviewers asked why it was taking so long to act on the 2001 ruling by the Appeal Court and why the FTC did not, in the interim, channel all adjudication through the Supreme Court.
cross	atravesar	Moreover, permits are often denied to heavy vehicles to cross the Wall.
cross	cruzar	On the other hand, internet advertising can very easily cross a country's borders.
cross	cruzarse	Take it and keep on walking on the right side of it till you will get to Via Ludovico Ariosto that will cross Corso Porta Po.
cross	encontrarse	Cross-references to the right to adequate housing can also be found in other general comments adopted by the Committee.
cross	enfadado	That is why I am cross.
cross	pasar	The difficulties encountered by these women are considerable; many of them come from rural areas, move to towns locally or within the country and later cross international borders.
current	común	It was proposed that round-table discussions should be held in parallel with the general debate and that those discussions should focus on the various aspects covered at the twentieth special session of the General Assembly, namely: (a) current and emerging challenges, new trends and patterns of the world drug problem and possible improvements to the evaluation system; (b) strengthening international cooperation in countering the world drug problem using shared responsibility as a basis for an integrated, comprehensive, balanced and sustainable approach in the fight against drugs through domestic and international policies; (c) demand reduction, treatment and prevention policies and practices; and (d) countering illicit drug traffic and supply and alternative development.
current	corriente	Following the decision to change the treatment of research and development in the SNA from a current expense to a capitalized investment, the OECD Working Party of National Experts on Science and Technology Indicators is working with national accountants to adapt the methodology used in the Frascati Manual (2002) to the updated SNA concepts and is also working to develop better measures of research and development internationalization.
current	de hoy en día	Concepts which appear naturally in current architectural projects.
current	energía	Recognizing that the current share of new and renewable energy in the global energy supply is still low, which is due, among other factors, to the high costs of many renewable energy technologies, particularly in their development phase, and underlining the critical contribution that a rapid reduction in these costs could make to the promotion of such technologies,
daily	cotidiano	This is intended to bring about thorough, long-lasting changes in the organization and daily operation of basic education schools in order to ensure that teaching staff and principals collectively assume responsibility for educational performance and are committed to the continuous improvement of quality and equity in education.
daily	ordinario	In general, IT departments were involved late in the cycle of the offshoring project and implementation of system solutions owing to their daily workload.
damage	dañar	Since space systems are meant to function autonomously, any technical failure may seriously damage the normal functioning of human activities—and should these systems involve space weapons, the situation may spin out of control and lead to irreversible consequences for human kind.
damage	daño	This means that we need to find technical systems that will allow us, in the event of an accident, to cause as little damage as possible.
damage	desperfectos	Any claims motivated by damage to the transport should be directed to Heraldys.
damage	mal	A child that is born to a poorly nourished mother or does not have adequate nutrition during his or her first two years will have irreparable damage done to the brain and the body.
damage	precio	The highest price in terms of the typical damage caused by exposure to heavy metal radiation, of which we are all aware, is paid by children, growing bodies, especially unborn children.
dark	negro	Crispy bread rolls, dark rye break and freshly squeezed orange juice on request. The best way to start your day!
dark	oscuro	Light can degrade the oil; the dark green glass prevents oxidation of the oil by light.
date	compromiso	The Government maintains a firm anti-corruption stance as one of its priorities, although specific actions demonstrating its effective commitment to combating corruption and misappropriation of funds have to date been limited.
date	fecha	Prior to the date, this amount was Rs. 2,000.
date	plazo	3.9 The author claims that the effect of a second call for candidates for one of the non-justice seats was to accept candidatures after the closing date for applications following the first call, which is illegal and discriminatory.
dawn	alborada	So hold intercourse with them and seek that which Allah hath ordained for you , and eat and drink until the white thread becometh distinct to you from the black thread of the dawn .
dawn	amanecer	The attacking force spent the night at Dadi village and at dawn on 19 September 2005 continued attacking other villages in the area.
dawn	romper el día	14 And it came to pass that Lehonti came down with his men and surrounded the men of Amalickiah, so that before they awoke at the dawn of day they were surrounded by the armies of Lehonti.
dear	niño	Ms. Chikankheni (Malawi): I will never be more satisfied than I have been over the past two days, for here in this Assembly, I have listened to and shared matters that are very dear to my heart: matters of child development.
dear	querido	On behalf of the Conference and on my own behalf, I should like to convey to our dear friend Ambassador Martabit and his family every wish for success and happiness in the future.
debate	debate	The first plenary meetings of the Assembly under the presidency of Sheikha Haya Rashed Al-Khalifa were marked by an extremely difficult debate over an issue that was procedural in nature, but had a substantial political bearing.
debate	debatir	In a society in which wealth was highly concentrated geographically and 25 per cent of the world's population lived on under one dollar a day, UNIDO had called for a debate on the future of the development of biotechnology in order to make it available to all countries.
debate	discutir	The Commission's legislative programme is good; Mr Vitorino's proposals are good, they are clearly structured in the scoreboard, a timetable has been laid down for their application and we can talk about them and debate them.
decline	baja	The continuing decline in that assistance was a matter of great concern and it was essential that the trend should be reversed.
decline	caer	Estimates by United Nations demographers suggest that Russia’s population may decline from 145 million today to 121 million by mid-century.
decrease	disminución	Decides also that the decrease in the estimated staff assessment income of 339,100 dollars in respect of the financial period ended 30 June 2005 shall be set off against the credits from the amount of 870,911 dollars referred to in paragraphs 21 and 22 above;
decrease	disminuir	Fortunately, with the implementation of the new ERP in 2004, for the first time UNIFEM will have both budget and expenditure data in a single system, and the time and effort spent on managing resources should decrease significantly.
decrease	merma	The outcome was a widespread decrease in export earnings, with the regional total for external sales of both goods and services slipping to little more than US$ 390 billion, or 3.7 per cent less than a year earlier.
deep	grave	Expressing deep concern about continuing Israeli military operations and the continuing Israeli policy of closures and severe restrictions on the movement of persons and goods, including humanitarian personnel and food, medical, fuel and other essential supplies, via the imposition of crossing closures, checkpoints and a permit regime throughout the Occupied Palestinian Territory, including East Jerusalem, and the consequent negative impact on the socio-economic situation of the Palestinian people, which remains that of dire humanitarian crisis, in particular in the Gaza Strip,
deep	hondo	It is quite clear that the original Ahtisaari plan will not happen, and everyone needs to take a deep breath and accept that.
deep	profundo	Before I begin, allow me to express my deep appreciation to the President of the General Assembly for his initiative to organize this Conference, which gives all Member States the opportunity to express their views and deliberate on this important issue.
defeat	derrotar	When fighters failed to defeat loyalist forces on their own, outside powers were compelled to intervene.
defeat	frustrar	A reservation was expressed about this proposed wording, in that it would not allow sufficient flexibility to the procuring entity and might defeat the purpose of the procedure.
delay	aplazar	The crisis should not be an excuse to delay further action on the delivery of the Millennium Development Goals.
delay	demorarse	However, even with this, there could be a delay in the entry of a generic version, as the marketing approval process may commence only after the compulsory licence is issued.
delay	espera	If it were already obligatory for retention-of-title creditors and financial lessors to register their rights, then it would only be necessary to provide for a certain delay within which the registration would have to be renewed in the new general security rights registry.
delay	retrasar	The effect is to delay the desired free choice of energy suppliers and the development of a Community policy based on solidarity for this strategic sector.
delegate	delegar	The next important step is to delegate effective power to the Iraqi interim administration, allowing it to set policies and take decisions.
delegate	diputado	He is chosen as a delegate to the Mancomunitat de Catalunya (Parliament of Catalonia) by La Lliga Nacionalista del Baix Empordà (The Nationalist League of Baix Empordà).
deliberate	deliberar	To address that concern, it was suggested to split the paragraph into two sentences, to clarify that the arbitrators might deliberate at any location they considered appropriate.
deliberate	intencionado	I also made it clear on Sunday that we are aware that 25 March is Independence Day in Belarus and that we - I believe we all - wanted to tell our friends in Belarus that they too have a right to see the European ideals become reality for them, and that we will give them our deliberate support as they go down this road.
delight	deleite	Sylvain and again to the delight of Fenelon!
delight	placer	It has been a delight to work with Minister Roche in particular.
deposit	depósito	Also, on 7 March 2002, Bulgaria amended a declaration made upon signature and confirmed upon deposit of its instrument of ratification (in 1994) of the European Convention on Mutual Assistance in Criminal Matters of 20 April 1959; however, strictly speaking, it might be considered that this was more a case of interpreting a reservation than modifying an interpretative declaration.
deposit	fianza	In this case the deposit will be refunded via credit card to the same account once the appropriate return of the apartment and its surroundings have been done within 7 to 9 days.
deposit	ingreso	However, the Central Bank of Liberia reports the deposit of only $100,000 in February 2005.
deposit	señal	How much is a normal deposit?
deposit	yacimiento	IsaLyte™ is a special proprietary blend of more than 70 organic ionic trace minerals extracted from an ancient plant deposit by use of purified water and no heat.
desire	anhelo	In their desire for self-determination and peace, the Palestinian people had suffered the tragedy of a leadership which, instead of working towards peace, had placed obstacles in the path to self-determination.
desire	propósito	Although transparency is a working premise and an objective adhered to by all members of the Council, in practice there is always a certain tension between the desire to have comprehensive debates and the resistance to prolonged meetings.
desire	querido	Mr President, Mr President-in-Office of the Council, Commissioner, ladies and gentlemen, the Spanish Presidency's desire to make a particular mark and send a signal of solidarity and political rapprochement by holding the Latin American and Caribbean Summit in Madrid is something to be welcomed.
direct	controlar	Psychological violence: Act or omission, whether direct or indirect, whose purpose is to control or degrade the actions, behaviour, beliefs and decisions of other persons, through intimidation, manipulation, direct or indirect threat, humiliation, isolation or any other conduct or omission that causes injury in terms of psychological health, self-determination, comprehensive development and personal possibilities;
direct	dirigir	That, in turn, required an effective Palestinian security performance and a Palestinian Authority that could effectively direct its people towards peace.
dispatch	enviar	Furthermore, I informed the two leaders of my intention to dispatch a senior United Nations official to discuss with them ways to begin the demarcation process, in accordance with the Algiers Agreements.
dispatch	parte	The time of dispatch of an electronic communication is the time when it leaves an information system under the control of the originator or of the party who sent it on behalf of the originator or, if the electronic communication has not left an information system under the control of the originator or of the party who sent it on behalf of the originator, the time when the electronic communication is received.  “2.
dispute	altercado	The Russian Federation and Ukraine had a dispute over the price and distributional control of gas in early 2008, and Turkmenistan and the Islamic Republic of Iran also had a pricing dispute.
dispute	contencioso	The applicants in due time initiated an administrative dispute seeking judicial review before the Supreme Court.
dispute	disputa	TOKYO – A specter is haunting China’s exchange-rate regime: the long-running dispute between the United States and Japan throughout the 1980’s and early 1990’s over the value of the yen.
disregard	despreocupación	The global ecological crisis that our planet is now experiencing has resulted from our own reckless disregard for the Earth that sustains us.
disregard	ignorar	“The checkpoint regime is arbitrary and random, and the regulations governing them change constantly, often dependent on the whim of a soldier on duty at the checkpoint… At the checkpoints … we witness the methodical embittering of the Palestinians' lives.  … Anyone who has seen the anxious smile on a man's face as he extends his ID to be checked by an indifferent woman-soldier in the checking-position, cannot forget or disregard the injustice.
disregard	indiferencia	Now is not the time to discuss how appropriate Orders-in-Council are for lawmaking in a twenty-first-century democracy, but this move showed disregard for the Chagossians’ basic human rights.
distance	caminar	Another place of interest of this national park, is its cascade, which is at certain distance of Terciopelo Cavern.
distance	camino	In conclusion, we found that the Security Council, having urged the Government of Liberia to step up its efforts to assume full security responsibilities, had a substantial distance yet to go.
distance	diferencia	Indeed, it may be argued that the capacity deficit — that is to say, the distance between what countries have and what it takes to make them well-functioning democracies and effective players on the international scene — is one of the main causes of the crises plaguing the world.
distance	distancia	In France we walk the long distance GR 70 Chemin de Stevenson (250 km) run.
distance	lejanía	(b) Institutional: insecurity caused by the distance which must be travelled to school, and unsuitable infrastructure and equipment.
divide	dividirse	But Asia equally cannot afford to divide itself by ostracizing one of its parts.
divide	divisoria	I shall also add to this basic knowledge the 'digital divide' between those who have access to the new technologies and those who do not.
dock	banquillo	Alternatively, he could give a statement from the dock, which cannot be subject to cross-examination.
dock	dique	Does it have the infrastructures for putting a ship in dry dock, and so on?
dock	muelle	Twitter was initially used to manage its state (a system that will then be integrated on Facebook) but soon, thanks to the flexibility of the tool that allows you to develop external applications around the basic service, are born very quickly new services (including mobile) and new ways of use, dissemination of Twitter brings newspapers and bloggers to post links from the articles through the microblogging service, moving the target users who speaks to a larger dock.
doctor	curar	For more information on TB or to get a TB skin test, call your doctor or local health department.
doctor	medicina	Their duties are to promote healthy living habits, including informing people on health education, provide training and counselling for health teachers, prepare and implement health promotion programmes, and create local infrastructure (advisory and family planning centres, health centres and centres for young people, family doctor centres, a polyclinic in Tartu, etc.).
doctor	médico	He argues that despite the numerous responses and referrals, he is yet to see a doctor, and that the State party failed to ensure that he is treated for his medical condition.
document	carta	I should be grateful if you would have the present letter and its annex circulated as a document of the twelfth session of the Commission on Sustainable Development.
document	cédula	Photocopy of identification document granted by Immigration if you are a resident of Chile.
document	documentar	Since the above-mentioned visit by the CPT, a provision has been included in the Decree on the Treatment of Detained Persons (1976:376) according to which prosecutors are to document the circumstances which lead to a decision to impose restrictions.
document	escritura	See the security tips document for details on why your security could be compromised if the directory where log files are stored is writable by anyone other than the user that starts the server.
double	duplicar	The recent agreement, after a long debate, between the government and leading opposition parties to double the consumption tax – from 5% to 8% in 2014, and then to 10% in 2015 – suggests that it has.
double	redoblar	We in Barbados have therefore had to double our prevention efforts, and I am pleased to report the tremendous success of our prevention of mother-to-child transmission programme: over the past three years, only one child has been born HIV-positive in Barbados.
dream	ilusión	This was the beginning of a fascinating business venture in which the only dream of the five founders was to craft and age high quality wines.
dream	soñar	By the end of January some farmers in the Windwards may well have been forced out of production. No one with even the faintest understanding of EU procedures can begin to dream of how such farmers will catch their 'BAM'.
dress	ropa	Template prestashop Orange Store This new generation template your dress shop e-commerce so pro and trendy. ...
dress	vestido	And does so using numerous objects : On view are some of the few remaining summer dresses , the reconstruction of the dress worn by the young bride on the evening before her wedding as well as the Hungarian coronation dress, famous portraits, a 23-piece travel toiletries set , a miniature secretaire with envelopes pained in Elisabeth's own hand, Sisi's watercolor painting box, a 63-piece first-aid kit and an accessible reconstruction of Sisi's luxurious imperial saloon car .
dress	vestirse	Everyone is free to dress as they like however; it is abhorrent to dress as a result of the suffering of others.
drink	beber	You'll wear each set of clear aligners day and night for about 2 weeks, removing them only to eat, drink, brush, and floss.
drink	bebida	Want More Energy?® is a refreshing drink powder loaded with electrolytes and nutrients that replenish essentials that are lost during stress and exercise.
drink	mar	Visit Roman and Byzantine ruins; swim from unspoilt beaches beside the Black Sea; ski through pine forests above the resort of Borovets; hike across the spectacular Rodopi Mountains; see picturesque old monasteries; bathe in the mineral waters of traditional spa resorts; drink excellent coffee and wine.
drink	trago	Mote con Huesillo: A delicous summertime drink made of wheat seeds (mote) and dried peaches (huesillos) boiled, sweetened, and served cold. Typically sold on sidewalk or park stands.
effect	consecuencia	During the Vienna Conference, however, the idea of assimilating international organizations to States was reintroduced on the basis of several amendments to that effect and thorough debate.
effect	efecto	It is not that long ago that a decision was reached on this but it was still seven or eight years ago and this has given outlets who benefit from duty-free the opportunity to consider the effect on their businesses and to make alternative provisions.
effect	efectuar	(b) by a written declaration of the conciliator, after consultation with the parties, to the effect that further efforts at conciliation are no longer justified, on the date of the declaration;
effect	hecho	In effect, provided that no objection has been raised, the State is considered to have accepted the reservation; see article 20, para.
effect	impresión	It does seem to me, Mr President, from the point of view of this Parliament, that it is perfectly possible for the Commission services in effect to deflect a question away from a Commissioner unilaterally, without the Member concerned having any knowledge of it.
effect	resultado	It is worth bearing this in mind, all the more so as Japan is lobbying against the loss of competitiveness in the EU market as a result of the EU-Korea Free Trade Agreement which is due to come into effect.
embrace	abarcar	The negotiating process leading to EU accession needs to embrace the whole of society.
embrace	abrazar	No surprise, then, that many EU citizens refuse, or at least hesitate, to embrace the European cause.
embrace	abrazarse	This is the basic principle which Fernando and Vilma use, both in their dancing and in their teaching: 1) embrace, 2) dance, and 3) acquire technique, tools, sequences etc.
embrace	adherirse	In fact, we believe that no status will prove to be a solution in Kosovo unless society there is prepared to live by the rules of democracy, law and ethnic tolerance, all the more so since societies in the surrounding region embrace those values and are steadily working to consolidate them.
empty	vaciar	Empty promises lead to empty souls.
empty	vaciarse	Various Ministers for Finance still cannot resist simply raising the tax on tobacco a little when the treasury is starting to look a little empty, wrongly earning praise from some health politician or other in the process.
empty	vacuo	When we reform the Council's working methods and decision-making procedures and determine its relationship with the other United Nations organs properly, Council membership, permanent or non-permanent, will then become an entrustment of service to the international community and not an empty honour.
empty	vacío	After the attempted flights with the Eole 1890 in Armainvilliers and later in Satory, Clément Ader had already conceptualized the design of a single-engine flying machine of 30 hp that was three times as powerful as the Eole could be, but also had 30% more empty weight: the Zéphir or the Avion II.
encounter	encontrarse con	A person belonging to a minority may encounter employers who will not hire people noticeably from minority groups.
encounter	tropezar	For centuries this parliament, working in complete freedom, dealt with all the problems of daily life that the population might encounter.
erect	construir	However, there are those in our region who sow hatred and try to widen the abyss and erect barriers; those who seek to wipe out other people and encourage killing, as though they were gods.
erect	erigir	Lastly, I am sure that Armenia would be quite willing to erect a monument in front of one of the European institutions commemorating its sacrifice and entrusting it to history.
erect	levantar	One of his first major contracts was to erect a security fence around a cold storage company premises.
escort	escolta	Jesus Arias, who was part of the DAS escort assigned to protect Marcos Martinez, was also killed.
escort	escoltar	The United Kingdom and many others are working to address the issue of piracy at sea, with the European Union, NATO and Combined Task Force 150 all playing their role in seeking to escort World Food Programme vessels, deterring pirate activity and, where possible, disrupting attacks.
essential	esencial	The essential point is to give more attention in policy-making to context and the need for awareness of contingency.
essential	fundamental	Stressing the essential need to strengthen international, regional and subregional cooperation to prevent and suppress effectively terrorism in all its forms and manifestations, committed by whomever, whenever and for whatever purposes, in particular by enhancing the national capacity of Member States through the provision of technical assistance,
essential	importante	In addition to the presidential powers of amnesty and to appoint and dismiss judges (art.  84 of the Constitution), Presidential Order No. 426 of 12 September 2005 gave President Lukashenka the right to release from any criminal liability, without trial, persons responsible for crimes inflicting an essential damage to State property or public interests.
essential	imprescindible	Therefore, we also have to educate people about this issue of donation; enable potential donors to access information; break down administrative barriers, which is essential; establish throughout the 27 Member States a national authority in charge of controlling the quality and safety of organs, from extraction from the donor to transplantation; and then also inspire - as has been said - better examples of organisation, such as exist, once again, in Spain, where progress is linked to a kind of early warning system, a constant warning throughout the chain, from the death of the donor to transplantation.
essential	indispensable	The policy would make gender analysis an essential tool for sectoral policy and programme interventions.
estimate	cuenta	The professional associations estimate that in the long term the share of women among university professors will further increase, because more and more of the students as well as of those with a university or post-graduate degree are women.
estimate	cálculo	This overall estimate is broadly consistent with other agencies' estimates of the costs of achieving individual goals, such as those for education and health.
estimate	estimar	However, a few experts pointed out that if this category were used to estimate emissions and removals from enhancement of forest carbon stocks, it could also include changes in forest carbon stocks from afforestation and reforestation.
estimate	presupuesto	III.18 As shown in table 8.2 of the proposed programme budget, the Secretary-General's estimate for section 8 for 2002-2003 amounts to $33,894,900 before recosting, representing an increase of $14,300 as compared with appropriations of $33,880,600 for 2000-2001.
evidence	evidencia	That is why it is essential to proceed rationally and on the basis of scientific evidence.
evidence	probar	The German court held that the existence of a registered office in the State was sufficient evidence of an establishment, and therefore secondary proceedings could be initiated.
evidence	prueba	If there were any evidence that the Council was deliberately holding back this regulation to give it greater leverage during the negotiations of the broader trade and development cooperation agreement, that indeed would be extremely worrying.
evil	diablo	But by His death on the cross, Jesus triumphed over Satan and evil, thus bruising the serpent’s head.
evil	horrible	Thus not only are we vehemently opposed to this evil scourge and other forms of terrorism, but we also know the pain and loss associated with it.
evil	mal	It will be run for you during the install and as it is a very powerful and somewhat complex thing which can be used for good or for evil; some knowledge of it beforehand is highly recommended.
evil	perverso	His regime is evil.
evil	terrible	Each individual Member State must ensure that its laws are adequate so that its own nationals can be prosecuted for participating in this evil trade, irrespective of what part of the world they visited to pursue their perversion.
except	excepto	All Parties should contribute to the fund, except LDCs.
except	menos	It was observed that there was no room for countermeasures in cases where a mandatory dispute-settlement procedure existed, except where that procedure was obstructed by the other party and where countermeasures were urgent and necessary to protect the rights of the injured State, in the event that the dispute had not yet been submitted to an institution with the authority to make decisions that could protect such rights.
except	salvo	Under article 6 of the Code, statutes and subordinate regulations shall not have retroactive force, except where expressly provided by law.
except	sin	16 to 26) could be transposed without too many difficulties, except for the former article 22 (which is to be included, on second reading, in Part Two bis of the draft) on the exhaustion of local remedies, a problem for which solutions involving the progressive development of international law would probably have to be found (see also (3) (ii) below).
exchange	bolsa	BlueNext Carbon Carbon (that integrates PowerNext Carbon after having been acquired by the New York Stock Exchange) - Ecoprogresso is the only company in Portugal authorized to trade on BlueNext Carbon, the world's main carbon stock exchange.
exchange	cambiar	Can I exchange my ticket for a different travel date or time?
exchange	darse	There is also a money exchange service at the airport, but it is considerably more expensive. But note that the use of US Dollars is quite common; in the tourist setting, almost everything is priced in Dollars (but sometimes prices are cheaper in colones).
exchange	intercambiar	During that period, the government drafting team met NGOs and others to discuss the issues and to exchange views on the issues.
excuse	excusar	They seek to excuse, at least partially, their poor records of conduct and results regarding work and other areas of economic and social policy and rights.
