src	trg	src_ctx
Once this footage is telecast... Our Krishna will become a world famous celebrity!	Une fois qu'on aura diffusé ça notre Krishna deviendra célèbre et sera connu partout dans le monde !	There's something about our Krishna! - He fooled us so convincingly. - In India, as Kalicharan, and here, as Krrish!	 
Riley, when are you going to realize Every single time you get involved	Riley, quand vas-tu réaliser que dès que tu t'impliques avec Violet, ça tourne mal ?	With violet, something bad happens? - She was in trouble. - What was I going to do? Run.	 
I'm beginning to understand why they used to burn witches at Salem.	Je comprends mieux pourquoi on brûlait les sorcières à Salem.	It's your father. - I had no idea he had such a case of retarded adolescence. - Now, listen to me, Sam.	 
Perhaps Naples is afraid you cannot beat Milan.	Naples craint que vous ne puissiez battre Milan.	I enjoy sardines. The taste of salt on my tongue. Maybe because I grew up by the sea. - Not like those pigs from the north who put sugar on shit and call it chocolate. - Since the death of His Holiness, I have survived on bread, water, and the Holy Ghost.	 
Ralph Waldo Emerson. Self-Reliance. I read that in school.	Ralph Waldo Emerson, "La confiance en soi".	My mother read that to me every night at 9:00. - It's important to know, she said. Knowing it is important. - Your mother named you after Emerson?	 
Awesome, because I need you to go through all these surveillance videos of Scott LeBrock and see if you can find anything that would connect [pr] father to the bombing or to the murder of Alisha Reilly.	- Génial, parce que j'ai besoin que tu regardes ces vidéos de surveillance de Scott LeBrock voir ce que tu peux trouver qui relierai son père à la bombe ou au meurtre de Alisha Reilly.	Where'd you get these? - The FBI. - They suspect him of a federal crime.	 
Peyton's not in [pr] room right now, unlike me, who's, like, totally asleep.	Peyton n'est pas dans sa chambre, contrairement à moi qui suis endormie.	Anyway, if you see her, will you tell her she's bunking with you? - Why? - Because Haley switched rooms with Lucas so she could be with Nathan.	 
If helping Emerson means we blind ourselves to the truth I won't be part of it.	Même si ça semble dingue. Désolée, mais si aider Emerson signifie se voiler la face, alors je n'en serai pas.	When someone backs you into a corner, you don't get obedient. You bite back. Simone, wait. - All I asked from him was that we start out with honesty and no surprises. - I would say this qualifies as a surprise.	 
"Though Bill Landry and I had discussed opening hotel casinos together many times,	"Bien que Bill Landry moi ayons discuté sur l'ouverture d'hôtel casino ensemble plusieurs fois,	I didn't and never planned to meet him at an undeveloped site in Arroyo Gulch, North Las Vegas, on the night in question. " - It goes on. - Seymour was in a sports bar with a dozen witnesses.	 
We're doing a documentary about the Blair Witch.	Nous faisons un documentaire sur la sorcière Blair Oh?	- Have you heard of the Witch ? - - That's an old, old story. - As I remember, Mr. Parr was an old hermit, and he lived up on a mountain.	 
You killed Riley to protect [pr] from Jacob?	Vous avez tué Riley pour le protéger de Jacob.	I protect my son as you protect yours. - Where's he buried? - All that matters is that he's safe. Where is he?	 
Zach Finley is not our guy. In fact, I don't even know if he's a guy.	Zach Finley n'est pas notre type.	Oh, come on, didn't you pat him down at the crime scene? - Yeah, for a gun. - Wh-Whoa, whoa, so you're saying...	 
If I must answer that question I will leave and never come back and I will tell the world that Satan has won Salem!	S'il me faut répondre... je partirai à jamais ! Je dirai que Satan a vaincu Salem !	Your Honor. what man will cast away his good name? - what look do you give me? - I will not have such look!	 
I'm sorry to wake you, but Mr. Campbell is outside.	Désolée de vous réveiller, M. Campbell est ici.	He doesn't know I'm sleeping in here, does he? - - No, sir. - - That's good.	 
Stevie and I had found each other in this dark, secret passion.	Stevie et moi, étions plus proches grâce à cette passion secrète.	He was a technical genius. And we kept reading. - Stevie about the metal me about the shooting. - Like why an exit wound says everything about a shot, and about a weapon and its potential.	 
The level at which I train with Mrs. Caruth-Reilly took years to achieve, took trust, took discipline.	Le niveau auquel j'entraine Mme Caruth- Reilly prend des années pour y arriver, de la confiance, de la discipline.	Can't it just take cash? - Oh, please. - Just make me feel half as good as she does.	 
Jaime was taught to fight with sword and lance and mace, and I was taught to smile and sing and please.	Jaime a dû apprendre à se battre à l'épée, la lance et la masse alors qu'on m'a appris à sourire chanter et plaire.	He was heir to casterly rock and I was sold to some stranger like a horse to be ridden whenever he desired. - You were Robert's Queen. - And you will be joffrey's.	 
We went camping this weekend up in Sutton Woods.	Nous sommes allés ce week-end de camping dans Sutton Woods .	She loved it. - Lucky you missed the fire. - Who says we missed the fire?	 
Mr. Reilly said [pr] didn't do it.	M. Reilly a dit que ce n'était pas lui.	Strange. - Thanks to Dokey, people are still losing their toes. - Let's hope he finds his brother's killer soon.	 
Stevie Grayson, A.K.A. Stephanie Pruitt, only checked into the visitor log once, in 1997.	Stevie Grayson, alias Stephanie Pruitt, marquée juste une fois dans le registre des visiteurs en 1997.	A few days later, she was busted for a D.U.I. and left for Cali. - That's why I never knew. - And neither did my father.	 
My friends bargained for my life, so why don't you just let Stevie and Nick go?	Mes amis ont négocié pour ma vie, alors pourquoi ne pas simplement laisser Stevie et Nick s'en aller?	She won't do it. - And she can't. - She exists on the energy of souls.	 
[pr] told Blair [pr] had a plan.	Elle a dit à Blair qu'elle avait un plan.	What, the same Blair who put her in a fashion show half-naked? - No, Sage did that, too. - You cannot let her sabotage our relationship.	 
You know, [pr] was helping with Robbie's charity.	Vous savez, il aidait l'œuvre de charité de Robbie.	I didn't even ask him to-- he just showed up and donated his time and helped us raise money. - Hey, did Robbie ever get that... - Replica NCIS badge?	 
Outcast and shunned as [pr] may be, [pr] still resides in the bosom of Salem.	Il est peut-être un banni et un paria, il réside toujours au sein de Salem.	I'll, uh... - I'll speak with him personally. - Not tonight, you won't.	 
Nothing we do, nothing we say is gonna stop you from hurting Riley.	Rien de ce qu'on peut dire ne vous empêchera de faire du mal à Riley.	- Riley? - - You're gonna get her killed. - - You're gonna get her fucking killed.	 
I know my father. And what's happening to [pr] right now is a direct result of Dr. Santana's poor judgment.	Ce qui lui arrive présentement est le résultat direct du mauvais jugement du Dr Santana.	Why did you strap his arms down? - To keep him from hurting himself. - He's been flailing around pretty good with those hands.	 
Blair asked me to come check on you.	Blair m'a demandé de venir voir comment tu allais.	Everything okay? - Blair asked you to do that? - Oh, I owe her a favor or 12.	 
And I soon met Lennie, [pr] was very popular at 'Beco das Garrafas'.	Et j'ai rencontré Lennie très vite parce qu'il était super populaire dans ces bars.	'No, that's good, darling'. - 'My dear, it's divine! - 'He have to do this wonderful thing!	 
Jessie told me that Lily picked [pr] up from school yesterday.	Jessie m'a dit que Lily est passée la prendre à l'école hier.	- And that's perfectly fine. - It's just that you told me you were going to pick her up. - No, I said I would take care of it.	 
And Jessie's a-lying there, white as milk... biting [pr] lips against the pain, trying to put on a smile... and comfort me.	Et Jessie, allongée là, p†lecomme un linge, se mordant les lèvres de douleur, essayant de garder le sourire pour me rassurer.	Comfort me, mind you. - She wasn't killed... 'cause I'm a Jonah. - I guess you don't know what I mean, Sarge.	 
Anna, Parris has learned to decide for [pr] what's right and what's wrong.	Anna, Parris sait très bien ce qui est bien ou pas pour lui.	Just the same, there is something queer about those Towers. - A doctor who says he's a doctor, but never has a patient. - And his wife, who stays in that upstairs room all the time.	 
Auntie Jessie, the old man - and then they throw a girl named Laurie in [pr] path.	Tante Jessie, le vieux - puis ils mettent une fille nommée Laurie sur son chemin.	After she gets a hammer lock on his heart they kick him out in the street. - New lease on the gutter. - Barney, listen to me.	 
What do you think about Campbell blaming everyone else for damage totalling hundreds of thousands dollars?	On veut savoir qu'est-ce que vous pensez du fait que Campbell blâme tout le monde, sauf lui-même, bien sûr, pour les dommages, qui s'élèvent à quelques centaines de milliers de dollars.	He blames Richard. And Irvin, for not controlling Richard. The mayor, for not controlling us. - I bet he blames reporters, too. - Right, Mr Campbell?	 
- You did bring Jessie Mae, didn't you?	- Jessie Mae est avec toi, n'est-ce pas?	- Yes, ma'am. - Now she's here, isn't she going to get out of the car and look around a little? - She didn't seem to want to, Mama.	 
[pr] whacks out Stevie and thinks I would drink with him.	Il a dérouillé Stevie et il voulait que je boive avec lui.	We're talking about discipline, maturity. - This is what I get? ! - - He shouldn't have sent his goon to me.	 
[Anne]  [pr] wasn't called Arden then.	Il ne s'appelait pas Arden à l'époque.	He was Gruper. - Hans Gruper. - He was S.S., and he was not like the others.	 
Um... What are you going to do with a shovel in February in South Salem?	Qu'est-ce que vous voulez faire d'une pelle, un mois de février, à South Salem ?	I'm sure there's frost. - You're not going to be able to dig a hole or bury somebody, if that's what we would be thinking. - I was so mad and I was so sure that he had murdered Kathie and that he was going to get away with it.	 
Remy, give yourself a chance to become acquainted with Dick... before jumping to conclusions.	Remy, essaie d'apprendre à le connaître avant de tirer des conclusions.	What's he trying to do, make a sucker out of somebody? - Coming around here dressed up like that, scaring people. - But he really is a flatfoot...	 
The most likely explanation is that Riley Manning has taken off with the money.	L'explication la plus plausible c'est que Riley est parti avec l'argent.	One of his neighbors saw him loading his pickup in a hurry. - We'll speak to Connie Mallery tomorrow, see if she knows anything about Riley - - or where he might have gone.	 
Uh, Detective Sanchez, what can you tell me about, uh, Austin Blair?	Inspecteur Sanchez, que pouvez-vous me dire sur Austin Blair ?	Uh, I ran the registration on his Mercedes SUV. - And his name pops up with dope. - Brought in twice for questioning but never arrested.	 
No, just tell [pr] that... That Jessie is dying.	Dis-lui juste que Jessie est mourant.	They're moving him from the infirmary into the prison hospital. - Yeah, just tell him. - I'm looking...	 
- I got out of court early today... so I told Kerry I wanted to pick the girls up from school.	- Je suis sortie plus tôt, alors j'ai dit à Kerry que j'irais prendre les filles à l'école.	And I'm putting them in the car... and this man walks up. And he basically leans into the car. - And he starts talking to us. Like he knows us. - And so I said to him, "Look, I'm sorry, but...."	 
Half the time I'm floating in the Atlantic, trying to keep a roof over our heads, and Peyton is scratching [pr] way through adolescence alone.	La moitié du temps, je navigue sur l'Atlantique, essayant de maintenir un toit sur nos têtes, et Peyton trace son chemin à travers l'adolescence toute seule.	Peyton knows that you love her, Larry. - I know she does. - I just don't want to see her hurt again.	 
All I wanted to see Parris for was to tell [pr] about this letter that Dr. Tower wrote.	Si je tenais à voir Parris, c'était pour lui parler de la lettre que le docteur a laissée.	He left his property, everything he owned to Parris. - He what? - Well, it appears you weren't so lucky as you thought you were.	 
Apparently a half shark, half octopus has been sighted off the coast two miles south of Playa Del Sol.	Apparement un demi requin, demi pieuvre... a été aperçu au large des côtes... à deux miles au sud de la Playa Del Sol.	According to sources, it is armed and dangerous. - Yes, it's half octopus, so it would be eight-armed and dangerous, right? - Well, Stephanie apparently is hitting the tequila a little early today and she's not sharing with her captain.	 
And Blair is transformed into the most advantageous partner.	Et Blair s'est transformée en la plus avantageuse des partenaires.	The press took to her in the wake of the unfortunate incident. - I couldn't have hoped for a more perfect arrangement. - I can't believe you're talking this way on the day of my wedding.	 
Oh, before you chow down on that sandwich, you should probably also know that Peyton was the one that poisoned Aaron.	Avant de croquer dans ce sandwich, vous voudrez sûrement savoir que Peyton est celui qui a empoisonné Aaron.	Yeah, he was working in the prison kitchen the night that Leon Earl Montrose was executed. - No, sir. - Prison goes into lockdown during an execution.	 
I thought if [pr] got caught for roofie-ing Milan that--	Que s'il se faisait prendre pour avoir drogué Milan...	I just-- - I didn't know she would react that way. - I didn't know she would fall.	 
I'm not talking about Jessie lessening [pr] involvement in the crimes.	Je ne dis pas que Jessie minimise son rôle dans les crimes.	I'm saying is it common for the police to simply ignore all those big, obvious problems with his story and assume that everything else he's telling you has got to be correct? - Jessie simply got confused. - That's all. I repeat.	 
Just seeing Sutton's purse and [pr] phone in there-- God, Ethan, it completely freaked me out.	Juste voir le sac de Sutton et son téléphone Mon dieu Ethan sa me fait totalement flippé	I... she's... she had to have been in that car. - Hey, guys. - Wow.	 
- Oh, Jessie. Let me say that Jessie has had the worst men in [pr] life, you know.	Donc, Jessie a connu les pires hommes qui soient.	She's still been victimized by crapular guys. - And then she finds the ultimate epowerment... when she realizes that she doesn't need men. - She doesn't need them, she doesn't want them and she doesn't desire them.	 
Lavon's got nothing on Babakov using Nash as a human shield.	Lavon ne sais rien concernant Babakov utilisant Nash comme bouclier humain.	But he did say, when Babakov was in the Brig, he bragged about having a "get out of jail free card"" - Babakov was gonna cut a deal. - Question is, what information was he going to give up?	 
The soldiers wanted to kill [pr] right away, but Jaime immediately said that one couldn't harm an old woman who had faced, all by herself, with so much courage, the Portuguese army.	Les hommes voulaient la tuer sur-le-champ, mais Jaime leur a dit qu'on ne pouvait maltraiter une vieille qui avait affronté toute seule, si courageusement, l'armée portugaise.	Then he ordered someone to make a crown of lianas and leaves and she enter Mueda, on top of the Unimog as a queen. - That's how Jaime is. - This is another operation.	 
- Dan, was that Blair on the PA?	- C'était Blair au micro ?	- Should have run that past someone. - - Yeah, I'll get to that but before, when Olivia was... - - I guess she was being all Hollywood...	 
Sutton never left [pr] side.	Sutton ne l'a pas quitté.	I really doubt Laurel spilled. - I'm telling you, Thayer, she was really pissed and kind of scared. - Yeah, but she has gotten close to you these last few months.	 
- We're out getting a cake for Riley.	- On achète un gâteau pour Riley.	- Mrs. Lawson, is that you? - Yep, it is, Agent Hotchkiss. - Yes, we're out getting Riley her favorite cake.	 
I know how much you hate her, Peyton.	Je sais combien tu la détestes, Peyton.	I was outside today, watching. - I heard you tell Brooke that she was dead to you. - Now I'm gonna make it official.	 
Hey, hey, hey, hey, hey! We have Peyton Temple.	On a Peyton Temple.	You pull him up, we'll take you to Temple. - He's who you want. - Not us.	 
I... I'd like to speak with general Landry, please.	Je, hum, Je voudrais parler au Général Landry svp.	Yeah, it's a bit of an emergency. - You know, there's a fine line between crazy-brave and crazy-crazy, my friend, and you are walking it. - You realize he took out an entire Sodan village?	 
Well, I mean, I didn't at first because Riley said not to, and...	D'abord, Riley m'avait demandé de ne rien lui dire et...	And then, miaow, cat out of the bag, and I guess I just forgot that he didn't know. - I'll make it up to him when I see him. - Tomorrow. I'm spending today with Riley.	 
Because we're pretty sure Mr. Sutton's death had something to do with horses.	Nous croyons que la mort de M. Sutton a un rapport avec les chevaux.	Excuse me. Cass has to finish his ride. - You can find Mr. Holwell's stables over there to the left. - Teasing a grieving girl.	 
[pr] was transformed into the Lord Krishna.	Il se métamorphosa en Krishna.	She was transformed into the Lady Radha. - The real Radha, who lived thousands and thousands of years ago... was also a country girl. - The love of the god made her a goddess.	 
What Krishna needs is for someone to call upon him. ...Who doesn't respect gods, doesn't trust them, doesn't like them.	Krishna attend quelqu'un qui ne respecte pas les dieux, qui se méfie d'eux, qui ne les aime pas.	...Someone who thinks she doesn't need them. - You want me to pray... - Wait!	 
Now if you still had Blair, things might be different.	Par contre si tu avais toujours eu Blair, ça aurait peut-être été différent.	On that note, I'm going to cut this reunion short and try to find her before the nice guy actually wins. - I'm counting on you not to defile the Bass name and lose her to a family of titled circus performers. - I know what you did, dad.	 
My son was recently kicked out of [pr] Hari Krishna sect for being too much of a hippie, and is currently residing in the Portland subway system.	Mon fils s'est fait jeter des Hare Krishna parce qu'il était trop hippie. Il vit à présent dans le métro de Portland.	The point, Perry, is that the only thing I care less about than my son is your son. Have fun at the Big House. - You guys know that unbelievably handsome new anesthesiologist? Yes... ... - Well, he didn't know I was engaged, so he asked me out to a movie tonight.	 
But the only person I told was Sol!	Mais je ne l'ai dit qu'à Sol !	You don't speak to anyone else! - It's not like I blabbed to Guy and told him that you were over there kissing ex-convicts at 4:00 in the afternoon. - You did what?	 
- Yeah. - Who the hell's Robbie Robbins?	Mais c'est qui ce Robbie Robbins ?	- (Clatter) Robbie Robbins. - The young kid from Riverdale. - He was 18. He went missing.	 
Riley brought an incident to my attention that I think is important for all of us to consider.	Riley m'a rapporté un incident que je pense être important à considérer pour nous toutes.	Okay, so, I was driving home the other night on that empty stretch of the 59, and this cop pulled me over. - I recognized him as the one that was sniffing around here for a little something extra. - Anyway, he told me to get out of my car, and he said that he knew me -- from the spa.	 
With or without your comments, I'm airing a report tomorrow night on Dr. Arthur Arden, a man you hired to run the medical unit at Briarcliff.	Avec ou sans vous, je vais rendre un rapport demain soir sur le docteur Arthur Arden, un homme que vous avez embauché pour diriger l'unité médicale de Briarcliff.	We finally gained access to his files. - Did you know he was conducting human experiments? - We found some very disturbing evidence.	 
Jonathan, when I saw Lady Pole at Harley Street I promised [pr] that I should tell you something.	Quand j'ai vu Lady Pole à Harley Street, je lui ai promis de vous dire quelque chose.	What is it? - She told me that a man from Halifax bought a new rug and he fell asleep beside the fire and when he awoke he saw lots of little people running about upon it. - Lady Pole is not in her wits.	 
I named [pr] "Lennie."	Je l'ai appelé "Lennie".	Oh, and, uh, here's some pencils. - I found a note on his stomach he was supposed to bring some home. - Well, thank you so much. See?	 
O'Reilly took special interest as soon as [pr] walked in the door.	Old Riley s'est occupé de lui dès qu'il a traversé la porte.	You bring him to me. - Now, do you understand? - We're tailing him now.	 
Mr. Campbell doesn't believe we'll beat the Reds.	Vous voyez, M. Campbell ne croit pas qu'on puisse écraser les Rouges.	- He doesn't? - - No, he doesn't. - He criticizes our army and praises the Reds.	 
I didn't know you and Kerry were close enough to be talking about Little Susie.	Je pensais pas que Kerry et toi étiez assez proches pour parler de Susie.	- She told me about calling that code. - - She's irritating as hell, and you know it. - - I'll admit that she has a style--	 
If what you're saying is true and Hagen Pope is the bastard son of John Putnam then the fifth bloodline in the Covenant didn't end in Salem.	Si tu dis vrai, et que Hagen Pope est le fils de John Putnam, la 5e famille du Pacte n'a pas disparu à Salem.	- And Chase is one of us. - - That's crazy. - He can't be.	 
One of the commenters said that Harley gave [pr] the choice between being locked in the bathroom or locked in the basement.	L'un des commentaires disait qu'Harley lui avait donné le choix entre être enfermée dans la salle de bain et être enfermée à la cave.	I remember. - She chose bathroom at least. - Smart choice.	 
Mrs.Campbell came into my dad's hardware store asking about paint removers.	Mme Campbell est venue à la quincaillerie de mon père lui demander s'il vendait du décapant.	To get rid of the graffiti.So what? - So that was two days before her house got vandalized. - Are you saying Mrs.Campbell knew it was gonna happen?	 
You tell Arthur Campbell that the blood's on [pr] hands, not mine.	Tu as dit à Arthur Campbell c'est le sang sur ses mains, pas le mien.	- Whose blood? - - He made promises to me. - He said he'd be there for me.	 
Do you remember that time that Peyton scared Mrs. Smith with that frog from biology class?	SAUCISSE Te souviens-tu quand Peyton a effrayé Mme Smith avec la grenouille de la classe de biologie ?	Yeah, yeah. - I loaned him that frog. - I never got it back.	 
Tell [pr] she has to be different with Jessie.	Dis lui qu'elle doit être différente avec Jessie.	She can't have it happen again. - He wants you to be different with Jessie. - She really needs you.	 
Poor Jessie Mae thinks everybody is crazy... if they don't wanna sit in a beauty parlor all day and drink Coca-Cola.	La pauvre Jessie Mae pense qu'on est fou si on ne passe pas son temps dans un salon de beauté à boire du Coca-Cola.	I think Ludie knows how I feel about getting back to Bountiful because... once when we were talking about something that happened back there in the old days... he burst out crying... and so overcome, he had to leave the room. - That's a pretty hymn. - What's the name of that?	 
Yes. Mr. Harley suffered business reverses... and with nothing to do, he's become so nervous and restless.	M. Harley a subi différents revers commerciaux... et avec rien à faire, il est devenu nerveux et agité.	If at times he seems a little eccentric or rude... - you will understand, won't you? - - Of course I will. - I believe I should pay you now, Mrs. Harley.	 
It's why Arthur Campbell had to step down.	C'est pour ça qu'Arthur Campbell a dû démissionner.	He has a personal connection to Teo Braga. - Teo Braga? - What kind of connection?	 
And once I find proof, all of Salem will, too.	Et quand j'en aurais trouvé la preuve, tout Salem le pensera aussi.	He requested you, yet shows no signs of agitation. - That will change. - Breaking into my home?	 
Mrs. Sutton often gives [pr] house over to charity affairs.	Mme Sutton prête souvent sa maison pour des dîners de charité.	She's a very generous woman. - I have an idea she isn't going to be really pleased to see us on a night like this. - MRS. SUTTON: Idiots, all of you.	 
[pr] knows about me and Sutton, that we're twins, our names, the switches.	Il sait pour Sutton et moi, qu'on est jumelles, nos noms, l'échange.	We suspected that from the beginning. - He told me that I can't trust Sutton, that she's not on our side. - What does that mean?	 
Enrique and Blair can stay here, have the house to themselves.	Enrique et Blair auraient la maison pour eux.	We go, and we all have a romantic getaway. - Your daughter just flew thousands of miles home... with her very sweet future husband... to spend Christmas with us. - I've spent six weeks planning for this vacation.	 
Okay, so now we know how Sutton was getting around town.	Ok,donc maintenant nous savons comment Sutton est revenue en ville	Did you see her car at the cabin? - No. She would have hidden it, probably around back. - Sutton was here first.	 
Landry had [pr] taken down to a contemplation cell.	Landry l'a fait transporter dans une cellule.	No, no, no, I don't want that. - I don't want him to be locked away. - Let him stay with the others.	 
What do you mean? Santana found out about my secret, and [pr] only had one wish.	Santana a découvert mon secret, et elle n'a qu'un seul voeu.	Okay, what was it? - She wished for you to leave the New Directions and join the all-new girls' singing group. - I don't know what to do.	 
Originally from Denmark [pr] was married at 13 to the duke of Milan, Francesco Sforza who died a year later.	Originaire du Danemark, elle fut mariée à 13 ans au duc de Milan, Francesco Sforza, qui mourut un an plus tard.	She is now 16, both a widow and, apparently, still a maid. - She's living in Brussels with the regent, Mary of Hungary. - She is reported to be a great beauty and likes nothing better than hunting and playing cards.	 
If you wanna stick around and help me out with Mrs Riley's pericardiocentisis after work, that'd be great.	SI tu pouvais rester m'aider à faire la péricardiocentèse de Mme Riley, ce soir, ce serait super.	I knew this was his way of reaching out, but still... - - I have plans tonight. - What plans? - Think of something believable.	 
Dear Diary, I think I like/love Robbie Shintzer.	Cher journal, je crois que j'apprécie/j'aime Robbie Shnitzer.	He has smooth muscles and alabaster skin. - P.S. I finally went to the bathroom at school today. - I had difficulty with public restrooms.	 
The tragically supportive Campbell family, here once again to cheer on The Little Engine that Couldn't.	La famille Campbell tragiquement supportive, encore là pour acclamer "Le petit machin qui a échoué".	well, I just hope Richard doesn't embarrass himself too badly tonight. - There is a lot of stake. - there's a child talent agent in the audience.	 
I went back to Milan three days later.	Je revins à Milan 3 jours plus tard.	I called the day before to say we had found the money. - I needed to see her again, the hold her against me, to forget the entire world near her. - But she was not at the station.	 
This is Mrs. Beckwith, Robbie's mom. I've explained the situation.	Voici la mère de Robbie, je lui ai expliqué la situation.	- Is he in a coma? - - No, ma'am, he's just sedated. - Oh, I told him be careful on that thing. To wear a helmet.	 
And suddenly, there [pr] was wearing Armani on Sunday.	Soudain, je l'ai vu portant un complet Armani le dimanche.	Mr. Big. - I admit it was kind of a shock. - Up until that moment, I thought he only believed in the Yankees.	 
If it turns out there is a beef between Elisha and him, this whole case could be tossed for entrapment.	S'il s'avère y avoir une histoire entre Elisha et lui, toute l'affaire pourrait tomber à l'eau pour piégeage.	I called Erin for help because my friend was dying, I wasn't thinking about an investigation. - Elisha was overdosing and Nadia brought her to my apartment. - That's how I got the intel.	 
Apparently, Cara Landry had a roommate moved out not too long ago named Cheryl Brown.	Cara Landry avait une coloc, Cheryl Brown, elle a déménagé récemment.	She works for the school's hospital. - Excuse me. - Are you the guys I'm supposed to be meeting?	 
You don't think John Kerry, in [pr] acceptance speech at the Democratic National Convention,	D'après vous, John Kerry, lors de son discours d'investiture à la Convention nationale démocrate,	- wasn't trying to wrap himself in the flag? - - No, I don't think so. - He was defending the battleground states. .. .. 1 942, the US 1 st Marine Division stormed the shore at Guadalcanal, seizing a nearly complete airfield at Lunga Point, which was renamed Henderson Field, and an anchorage at nearby Tulagi that came to be known as iron Bottom Sound	 
Oh, I'm the one who introduced you to Robbie Arthur.	C'est moi qui t'a présenté à Robbie Arthur.	Right. Yes. - Sorry, he didn't mention you were a cop. - Oh, I got to thank him for that.	 
David Cruz, James Gordon, Lisa Alva... all of them have the necessary experience and the language skills.	David Cruz, James Gordon, Lisa Alva... ils ont tous l'expérience necéssaire et les compétences linguistiques.	They also have spouses and children. - And I'm an unmarried woman in her 50s. - And so, to the State Department, I'm expendable.	 
Meanwhile, Ed Truman here... Who lost [pr] fiancee Marion Reilly...	En attendant, Ed Truman ici... qui a perdu sa fiancée Marion Reilly...	Condolences, Ed... is leaving for the front where he will advise Texas any way he can. - With the Lord's help, Texas will push California into the pacific, where those granola-eating heathens will drown. - Until then, God bless Willoughby, all of Texas, and may God bless the United States of America.	 
Well, just look at what happened with Andrew Campbell.	Regarde ce qui est arrivé avec Andrew Campbell.	He can barely say my name without spitting. - Mom, what are you doing here? - - Have you checked your emails?	 
And Landry Clarke puts an incredible block, and the Panthers have it at the 40, the 30...	Landry Clarke fait un bloc surpuissant, et les Panthers sont aux 40 yards, aux 30...	He could go all the way! - Touchdown, Panthers! - We started right, gentlemen!	 
So this is where Peyton and I hid the day of the shooting.	C'est là où je me suis caché avec Peyton, le jour du meurtre.	She told me she loved me. - I just figured it was because she lost a lot of blood. - But on some level, I knew it was true.	 
Working with Lennie Dale meant working really hard. And learning too.	Pour travailler avec Lennie Dale, il fallait se préparer à en baver.	I never saw nothing like that, nobody dances like him. - One of the most incredible dance numbers I've ever seen! - He wore a little thong, his body covered in glitter, he was bald...	 
Robbie is one of my oldest and dearest friends.	Robbie est un ami de longue date.	I mean I've known him since I was in third grade. - Little kids, babies... - Friends.	 
There are news vans in front of Blair house.	Il y a de nouvelles fourgonnettes devant la Blair House.	The First Lady is in! - You make 'em get her on the phone! - Mr. President...	 
And Kerry Bentivolio is gonna take the seat vacated by Thaddeus McCotter, who came out with my pick for the best resignation statement of all time.	Et Kerry Bentivolio va prendre le siège laissé vacant par Thaddeus McCotter, qui a la meilleure formule de démission de tous les temps.	"The recent event's totalities of calumnies, indignities and deceits have weighed most heavily upon my family. - Thus, acutely aware one cannot rebuild their hearth among the ruins of their US House office, for the sake of my loved ones, I must strike another match, go start anew by embracing the promotion back from public servant to sovereign citizen." - Sounds like he and his friends Rosencrantz and Guildenstern are about to take a journey by sea to ask the Duke of Verona for his most kind blessing.	 
Blair never sacked Gordon Brown, because it was safer having [pr] on the inside of the tent pissing out than on the outside pissing in.	Blair n'a jamais viré Gordon Brown, car il était plus prudent de l'avoir dans la tente pissant vers l'extérieur qu'à l'extérieur pissant à l'intérieur.	He knew the damage he might wreak rampaging on the back benches. - He knew the support he commanded there. - As you do, Aiden.	 
I know you both have your issues. I cat force Blair to want me there.	Je ne peux pas forcer Blair à me vouloir là bas.	But come on. - It's Blair. She might have trouble saying it most of the time, but she loves you as much as she loves anybody. - Of course she wants you there.	 
Landry, honey, did you get to fix that toilet, I really gotta go.	Landry, chéri, tu as réparé les W.C. ? Je dois vraiment y aller.	Yeah, I fixed it, but you all gonna have to start flushing genuinely and tell Mandy to stop putting so much toilet paper in it. - You are so smart, thank you, you angel. - - Isn't he fantastic?	 
I RSVP'd for [pr] to attend a private retirement party at Galatoire's for Councilman Reilly.	Une invitation pour une fête de retraite privée chez Galatoire pour le conseiller Reilly.	Could be the last-known whereabouts before her murder. - Do you know if she actually attended the party? - I don't.	 
Riley owns [pr] own spa.	Riley possède son propre spa.	She works magic. - Might actually help you with your stroke, too. - Yeah, I might help you with your stroke.	 
There is a rule of friendship Kiran that once you put your hand forward... it can never be taken back.	Il y a une condition dans l'amitié Kiran, une fois que tu as tendu la main tu ne peux plus la reprendre.	Please Karan, go from here. - Today I had come here to tell you something Kiran... and I am not going back till I say it. - What did you want to tell her even I would like to hear it.	 
You tell Robbie to give you two of these pills twice a day and if [pr] forgets you call me up so I can give [pr] a what-for.	Dis à Robbie de te donner deux fois deux pilules par jour et s'il oublie, tu m'appelles, que je lui passe un bon savon.	You think he heard me? - - Thank you, Dr. Mooney. - - There you go.	 
Doug Ross and Kerry Weaver told me that.	Doug Ross et Kerry Weaver me l'ont déjà dit.	I get it. - I didn't know you and Kerry were close enough to be talking about Little Susie. - - She told me about calling that code.	 
[pr] got lucky, landed an interview with a local businessman whose parked Cadillac had been struck by Reilly's falling body.	Il a eu de la chance et a pu interroger un homme d'affaires dont la Cadillac avait été heurtée par le corps de Reilly.	When the interview ended Channel 12, as a courtesy to those who might have missed it aired the entire video one last time. - Within minutes, Andrew Kilburn had pulled it off his TiVo and posted it on five different shock-video sites. - From there, Reilly's suicide was public domain.	 
- Who's that ? - That's Bradley and Robbie.	- C'est Bradley et Robbie.	All right, what's the game plan ? - Put him up in the guest quarters till we can find something permanent. - Something more permanent ?	 
