formality	src	src_ctx	trg
neutral	 	Unless both are involved with someone. Then they can. - I amend the earlier rule. - If two people are in relationships, the pressure of possible involvement is lifted. - That doesn't work either. - The person you're with can't see why you need to be friends with the person, like it means something is missing from the relationship.	Then when you say "No, nothing is missing", the person you're with accuses you of being attracted to the person you're just friends with, which you probably are.	Et quand on dit : "Non, il ne manque rien", il croit qu'on est attiré par l'autre, l'ami, et il a raison.
neutral	 	What's the matter? - It's PJ. - "Have to cancel spa date. - Something came up." - Hmm, guess he has to serial-kill someone.	Liam's movie is gonna open huge, and the offers will come rolling in, but, you know, in the meantime, we want to do something that really showcases Liam's real talent. Great.	Le film de Liam va lui faire une pub énorme, et les propositions vont affluer, mais en attendant, on veut faire quelque chose qui met en valeur le vrai talent de Liam.
neutral	 	- Do you know what it is? - - I have no id... - - I don't know. - What the hell is this? - Oh, I framed that for you. - We all look so young.	- Nora, we were young.	- Nora, on était jeunes.
neutral	 	I mean, the point is to be looking, searching, to stay hungry, right? It's true. - I just wish it was a little easier. - How do you mean? - Just to maintain a certain level of passion, you know? - I mean, it used to come so naturally.	I remember when I was younger, me and all my writer friends, we, like... It felt like we were doing something important. This was our time.	Quand j'étais plus jeune, avec mes amis écrivains, on pensait faire quelque chose d'important.
neutral	 	Him... Zimbabwe, and his presidential duties. - I love Lorna. - I'm going to text her, and tell her she's my one and only. - And I want another baby. - Hmm. Smart. Yeah.	Cuckoo, promise me, when we're sober, you and I will still be best friends.	Cuckoo, promet-moi, quand on sera sobre, que toi et moi serons toujours les meilleurs amis.
neutral	 	We have to consider the possibility that we might not make it out of here. - But we have to make sure those serpents don't reach the surface. - Because if they do, everything everywhere could die. - The enemy of my enemy... is my friend. - Let's go find our friend.	How do you say "scared shitless" in Italian?	Comment on dit "flanqué la frousse" en italien?
formal	 	Beautiful Green Sea Emerald. - Well, little by little, I'll get you all back. - Leave her alone! - You fool! - Why, you could have killed her.	You might have broken her neck.	Vous auriez pu lui briser le cou.
formal	 	One cannot shun one's destiny. - His syrup! Don't wait for a fit. - Another son, the King, Charles. - He is King. He is lying ill behind the screen. He disobeys. - I'm very fond of your husband.	Anjou tells me Guise is pestering you.	Anjou me dit que Guise vous importune.
formal	 	I'm Freya. - Welcome to Denmark, Mr. Helm. - You always greet people like this? - I'm Freya Carlson, your Tourist Bureau contact. - These are for you. Street maps, places of interest.	This is for you, too.	Pour vous aussi.
formal	 	My fuckin' horn! - - From whence you came... you shall remain, until you are complete again! - Nooo! - Fuck you, Kage! - And fuck you, Jables.	I'll get you, Tenacious D!	Je vous tuerai, Tenacious D !
formal	 	Can this be the reason to kill people£¿£¡ - He kill Ms Clearance before me - Low your voice£¡ - Hero, you are the eldest son - - Why don't you be more mature£¿	- Why do you want money£¿£¡	- Pourquoi voulez-vous l'argent?
formal	 	Be safe, sir. - Will do. - Excuse me. - How far is it to the dome? - 16 klicks.	But a civilian like you needs an escort	Mais un civil comme vous a besoin d'être escorté
formal	 	- You're his sister, huh? - - Half sister. - We only just discovered each other a few days ago. - Oh, 'cause I've been his secretary for two years... and he never said anything-- - - Nothing.	- Did you look in the drawer?	- Vous avez regardé dans le tiroir ?
formal	 	Who's playing games? - What, I gotta keep reminding you? You owe me. You owe me large. - You think you can hold that over my head forever? - Forever or for as long as we're in this fucking zoo together. - You know what I appreciate about you?	You're a family man.	Vous êtes un homme de famille.
formal	 	- All right, Joe. - - That's what it is. - - l did hear one thing that came out. - - Yeah? - What's that?	I can't say yet. I wouldn't want to persecute your good character.	Je ne peux pas vous le dire. Je ne veux pas persécuter le bon citoyen que vous êtes.
formal	 	I'm trying to keep my son out of more trouble. - I know you're busy but I need you to make one phone call to his bank and find out if he's made withdrawals or used his credit card in the last week. - Retired cop, or just watch a lot of TV? - Military police, retired. Then you should know. - Army has jurisdiction over its own personnel.	Sorry, I hope you find your son.	J'espère que vous le retrouverez.
formal	 	Not guilty. - The prosecution is prepared to prove - - That the removal of Lt. Commander Queeg was not justified. - - And consequently, constituted a mutiny. - We will submit psychiatric testimony establishing without a doubt - - That Lt. Commander Queeg is sane and should not have been relieved. - No statement at this time. - The prosecution would like to call Ensign Willis Stewart Keith.	Were you the officer of the deck on the DMS Caine on July 31?	Etiez-vous officier de quart sur le DMS Caine, le 31 juillet?
formal	 	Come on go. - - Where? - Where ever, but away from here. - Clear the way, police. - Go fast without turning back.	You get down. I am getting afraid now.	Descendez. J'ai peur maintenant.
formal	 	Yeah, so where are they? - Maybe our empty rocket's not so empty. - I think I'm gonna be sick. - Well, we can't exactly pull over, now, can we? - Aha!	There you are, Mr. valve.	Vous voila Mme la valve.
formal	 	You'll understand why. - - Can we keep this picture? - - Of course. - Do you think you'll find her soon? - We begin today.	The time has come to see your new face.	Le moment est venu de voir votre nouveau visage.
formal	 	Where am I gonna live? - What am I gonna do? - How am I going to survive? - Much as I hate to use a cat metaphor, Doctor... - I think you'll land on your feet.	Close the door on your way out.	Fermez la porte derrière vous.
formal	 	They'll keep their eyes peeled, you and I can go back over the evidence from the abduction. - Did you say everything you wanted to say today? - To Moriarty? - That is why you accompanied her to the Fuller residence, is it not? - So you would have a private dialogue with her?	Well, you have been hogging her for the last few months.	Vous l'avez monopolisée, ces derniers mois.
formal	 	It's a peanut jar. - Josh collected fireflies in it. - Do you think that's maybe why he got out of your vehicle, Mr. Learner? - To collect fireflies? - To let them go.	Dwight, your taxi's here to take you to the car rental office.	Dwight, votre taxi pour aller à l'agence de location de voitures est là.
formal	 	That's an important point with my father, actually. - Really? Why? - Because he's a poet and he writes the most beautiful sentences in the Spanish language but he doesn't believe a poet should pollute his words by any other tongue which is... - ...quite a f no, it makes sense, I understand, because of the translation and the things you might lose. - I took some Spanish. Of course, I have no flair for languages. I read it much better than I speak it.	Maybe I could read your father.	D'ailleurs, peut-être que je pourrais lire ce qu'écrit votre père ?
formal	 	Oh, look. This must be a photo of the sap. - Oh, my God. - I'm the sap. - I'm Sydney! - One of my personas has taken on a life of its own.	Roger Smith, Sydney Huffman hired me to kill you.	Roger Smith, Sydney Huffman m'a engagé pour vous tuer.
formal	 	We all felt like we had won the lottery. - We all ended up like this. - Has anyone reported this doctor? Or Madam Rose? - We don't like to involve the police, if you know what I mean. - Some of us aren't legal.	So if it's not BOTOX this quack is peddling... you have any idea what it is?	Si ce n'est pas du BOTOX que ce charlatan injecte, avez-vous une idée de ce que c'est ?
formal	 	Just as you say. - Suppose we just settle that automobile insurance tonight. - Sure.	All we'll need on that is for you to sign the application for renewal.	On a besoin de votre signature sur le formulaire de renouvellement.
formal	 	He was really trying to kill me. - - Your ticket, please. - - Oh, yes. - - Welcome aboard, Miss Debenham. - Thank you. - Bosporus Ferry will shortly depart from Istanbul Sirkeci Station, connecting with the Orient Express.	Well, you'll be able to rest as soon as you get to Stamboul.	Vous pourrez vous reposer à Istanbul.
formal	 	Hands up. - Nathan, it's me. - I have some good news that I wanted to share with you. - Try me later. - What is this place?	So if you're like me-- and we both know you are-- you designed the machine so that a catastrophic crash puts it into a remote debugging protocol-- a God mode that gives the admin full access to all of its data.	Donc, si vous êtes comme moi, et nous savons tous les deux que c'est le cas, vous avez conçu la machine de sorte qu'une collision catastrophique la mette dans un protocole de débogage distant... un "mode Dieu" qui donne à l'administrateur un accès complet
formal	 	Doesn't have to be that way. - I didn't make the rules. - But your crew listens to you. - You want to teach the next generation? - You tell them revenge lands them in prison or a grave.	You're a man of intelligence.	Vous êtes un homme intelligent.
formal	 	Same thing. - Look, I'm sorry that I stared at your tits, but they're really nice. - Oh, I thought you hung up for a second. - Should I have? - What, and miss the opportunity of insulting me?	Oh, you like being insulted?	Vous aimez être insulté ?
formal	 	Okay, sir. - This is Lily Rodriguez, our assistant director. - I'm gonna reach inside your jacket. - And we score. - Department of Veteran Affairs.	Your name is Eli Weinraub?	Votre nom est Eli Weinraub ?
formal	 	She stayed inside a lot, reading, learning music. - How did she feel about going to school? - Objection. - The witness is not a psychiatrist. - I'll rephrase.	Did you talk to Emily about going off to college?	Avez-vous parlé de son départ à l'université ?
formal	 	Flicka's been fretting ever since you brought her to my place. - I reckon she's missing carrie something fierce. - Carrie's the same way. - It's killing me, but what can I do? - The girl's gotta learn.	Yeah. I guess you're right.	Vous avez raison.
formal	 	Mercy. - There was nothing merciful about what you did to my friend. - Your friend was already dead. - All that was left for her is to sit and watch her body decay while her brain atrophied. - She wasn't ready to die.	That was her decision to make, not yours.	C'était à elle de prendre la décision, pas à vous.
formal	 	- She must tell him. - Then it's his choice. - - Isn't it up to Edith? - You say that because after Tony Gillingham had gone, you thought none of your daughters would make a worthy marriage. - Now there's a chance and you can't bring yourself to give it up.	- You haven't got children.	- Vous avez pas les enfants.
formal	 	-I did this for her. - You sure about that? - I think you did it for yourself. - So you wouldn't have to live without her. - But guess what?	She's gonna have to live without you now.	Elle va vivre sans vous maintenant.
formal	 	Rodney we need the shield up in 40 seconds or we're dead! - With only one functioning ZPM, we can't expect to hold on that long. - Are we talking months, weeks? - Days. - - What if they thought we were gone?	- Destroy the city you mean?	- Vous voulez dire détruire la cité?
formal	 	Exceedingly so, sahib. - The answer to your question is... in order for Sahib Brooks to be... reincarnated, he must first be dead. - He's dead. - He is? - Well, isn't he?	I mean, you're supposed to know about those things.	Je veux dire, vous êtes censé le savoir.
formal	 	I can't believe this. - Xenon? - [ Sighs ] Why didn't you send word that you were coming? - And spoil the surprise? - Besides, as a Centaur prince, this treaty's important for Xenon.	Why don't you two go play?	Pourquoi vous n'allez pas jouer ?
formal	 	I can hardly hear you. - You gotta get me out of here. - Well, she should've known better. - Hold a sec. - - Your son is in the Army. - Yes, ma'am.	Then you need to see the military police.	Voyez la police militaire.
formal	 	Can you remember that? - I´m Mitsuko. - I want to start over. - Noriko. - Yuka.	I´m your dad.	Je suis votre père !
formal	 	I'm used to the smell of flowers meaning something completely different. - I'm used to people crying and being exhausted. - People being shattered! - Do not worry. We get funerals too. - I'm so happy. I can't wait to come back tomorrow.	You're not going to be like this every day, though, right?	Vous n'allez pas me faire ça tous les jours, hein ?
formal	 	Come on, close this, Nikki. - Element Weddings. - This is Camilla. - Hey, Camilla. - It's Nikki and Jill.	How are you?	Comment allez--vous ? -
formal	 	I don't see how. - The only access is in the medical centre. - What about your apprentice? - Ike? - He's a little green, but he's a good kid.	Have you always used blue gloves in the medical centre?	Vous utilisez toujours des gants bleus au centre médical ?
formal	 	There are people here from Jane Barrow, Terry Smith, everyone at the DC bureau to Sloan Sabbith, - Elliot Hirsch, everyone on Dayside, these people don't deserve to have a piano strapped to their back. - Their credibility shouldn't-- - When did you arrive here? - I'm stealthy.	I think it's commendable and pretty shocking that you want to do something just because it's the right thing to do, but it's not the right thing to do.	C'est louable et choquant que vous fassiez quelque chose juste parce que c'est la chose à faire, mais ce n'est pas la bonne chose à faire.
formal	 	He might be busy. - After all, he has to move those cars miles away to dump them. So no one can ever find us. - Oh, he's so smart. - Listen to me, okay. - I left my cellphone up on the road.	I could get you out of here.	Je peux vous sortir d'ici.
formal	 	Yeah, that's the sweatshirt he was wearing. - So? - And you don't think it's prejudicial to put only one suspect wearing a Bulls sweatshirt in a photo lineup intended to find a suspect in a Bulls sweatshirt? - I don't know. - It's what he was wearing.	And you found bloodstains on this sweatshirt?	Vous avez trouvé des traces de sang sur le sweat ?
formal	 	No, thank you. - Now go on, Lafayette. - Now go on, get the fuck out of here. - Hey, how we gonna run without a car? - What the hell are you doing?	I'm gonna carry you.	Je vais vous porter.
formal	 	Drew, I didn't break those mirrors. - Really, I didn't. - Of course you didn't break the mirrors. - Mr. Wills' room. Yeah. - Will you hurry it up?	Velma Cruther. You told me to call you if...	Vous m'avez dit de vous appeler si...
formal	 	You blew our cover! - Men! Scatter! - Not so fast! - Look who I got, Sammy. - It's your lion instincts.	Who are you guys?	Qui êtes-vous ?
formal	 	And while it did cost a pretty penny, we trust that this new exhibit will bring thousands of visitors from around the globe. - Behold. - Mahadevi Patel. - The smallest woman in the world. - Ladies and gentlemen, welcome to the American Morbidity Museum's	Night of Discovery. It is your insatiable curiosity, your unquenchable quest for knowledge, and of course your generous donations that have made this evening possible.	Ce sont votre insatiable curiosité, votre inextinguible quête de savoir, et, bien entendu, vos généreuses donations qui ont permis à cette soirée d'avoir lieu.
formal	 	Mr. Proxy tries to defend himself against two men and you call him a coward? - I was holding Manny's arms, he couldn't fight back. - Why doesn't Manny come to confirm this? - I didn't think it was necessary to involve him, sir. - Why? If your story is true, what does he have to fear?	- Unless of course you're lying.	- À moins que vous mentiez.
formal	 	- We never did ID his body. - Terrible thing accident like that. - Could happen to anyone. - Tell me Kyle, what did Darius Stone say to you? - - I'm sorry, what do you mean?	- You were the last to talk to him before he got away.	Vous êtes le dernier à lui avoir parlé... avant qu'il ne s'échappe.
formal	 	I go to whole foods with Mrs. Phillips after she come home from yoga. - Every monday? - And is anyone else at the Phillips' house? - Is Alejandro working in the yard? No. - Alejandro, he work twice a week, tuesday and fridays.	So who else knows what you do on monday besides the Phillips family and Alejandro?	Qui d'autre sait ce que vous faites le lundi ? À part la famille Phillips et Alejandro ?
formal	 	But we can do more to improve our drinking supply. - Sweetums is excited to propose an alternative to boring municipal water. - We call it "Drink-ems"! - Whoo! Sweetums is prepared to take over the management of Pawnee's water. - This is gonna save this town beaucoup bucks.	Take a sip of this delicious water and imagine it coming out of your faucets at home.	Buvez un peu de cette eau délicieuse et imaginez-la sortir directement de vos robinets.
formal	 	I'm proud of it! - Sit down! - What did you intend to do? - Tell me. - Come on. Tell me.	You know why, Father.	Vous le savez, père.
formal	 	I take that as a "no." - Yes, that's a "no." - Something I can do for you, Mr. Callen? - Is there something you want to tell me? - We're on the same page here, right?	What would make you think otherwise?	Qu'est-ce qui vous ferait penser autrement ?
formal	 	I'm getting kinda bored. - Just one more. - Anya is a wonderful former vengeance demon. - I'm sure you'll spend many years of... non-hell-dimensional bliss. - Is she moving in with you?	With your combined incomes, you might think about a down payment on a house.	Avec vos deux revenus, vous pourriez emprunter pour acheter une maison.
formal	 	Open up! - - Chase? - - Sergeant Moran? - - Yes. - You need to come with us.	You're under arrest. What are you talking about?	De quoi parlez-vous ?
formal	 	It is dangerous because that society is becoming more free and heading toward democracy. - Analysts say a broader strategy is at work one that began with the offensive in the Sunni Triangle city of Samarra earlier this month. - You sure that thing's gonna fit? - You gotta trust somebody sometime, Hank. - - Anyone call?	Fort Rudd, how may I direct your call?	Fort Rudd, qui demandez-vous?
formal	 	Butch ? - - Chuck. - - Chuck. Oh, I knew it was something unladylike. - My point was that I have made peace with Johnny's death. - It wasn't easy at first, but knowing that it was an accident, and that you've stayed single and that all the rest of them are drunks, it made it a little easier.	How do you know I'm still single ?	Comment savez-vous que je suis célibataire ?
formal	 	Nice colour. - I'll see ya. - I'm totally gonna need that lipstick back. - Councilman Rose! - - Yes?	- Can I speak to you for a moment?	- Puis-je vous parler un instant ?
formal	 	They stay healthy. - I cannot guarantee health. - Mine or yours. - But i would bet on mine. - I have one of those.	What do you use it for?	- Vous l'utilisez contre quoi ?
formal	 	In town an hour and already you're keeping bad company. - Please. I was merely showing her some egyptian slave bracelets. - She's seen enough. - Get her out of that thing. - If you like these, i'm sure i can make you a very good price.	Tell you what. I'll give them to you at half cost. Half price.	Je peux même vous les laisser à moitié prix.
formal	 	! Okay, we take care of everything. - You know, uh, hospital bills and maternity clothes and Lamaze classes. - And, of course, you wouldn't have to do any work. - Well, uh, maybe just a little light dusting. Nothing major. - No!	No, Xiao-Mei, you don't have a choice.	- Non, Xiao-Mei, vous n'avez pas le choix
formal	 	Ar rhe rime, I enrerrained ambirions of a musical career. - I'd gone ro Vienna and was forrunare enough ro be raken by Schuppanzigh as a pupil. - He and George Bridgerower, rhe virruoso from Africa were abour ro premiere rhis new Beerhoven sonara ar Counr Razumovsky's rhar evening. - And I was allowed ro arrend rhe rehearsal. - Ir was rhere rhar rhe seed of a mysrery was planred rhar haunrs me ro rhis day.	Do you like it?	Cela vous plaît ?
formal	 	Miss Teeger. You must be his muse. - It would explain everything. - Leland Stottlemeyer and Randy Disher. - Petya Lovak. - Gentlemen.	I hope you're not here to outbid me.	J'espère que vous n'êtes pas ici pour surenchérir.
formal	 	Will you tell me something? Of course. - What were you doing, you and my father and the professor, in the cemetery to Mina? - I can't... I can't... - You say you love me, but you don't trust me. - I would trust you with my life, my soul.	Then tell me, what were you doing? You and the professor at Carfax.	Alors, dis-moi ce que vous faisiez, le professeur et toi, à Carfax.
formal	 	But I told you, I don't want to go. - But you have an engagement, and I don't want people to talk. - Talk? - About me? About us? - Afraid I'm ruining your reputation, Monsieur La Valle? - Monsieur La Valle, I have a confession to make to you.	You like me. In fact, you're crazy about me.	Vous êtes fou de moi.
formal	 	Well, can you give me a number? - Is she an eight, a nine? - Well, how's her body? - Does she have a good pair of tits? - You want the truth?	She's got to be at least 10, 15 years older than you.	Elle a au moins 10 à 15 ans de plus que vous.
formal	 	And my countrymen are accustomed to the show of war- - Oh lord! - My husband has been absent all of a week now. - You said he went to Ostia. - Are there not women in Ostia?	You say that so bluntly, Cesare Borgia.	Vous le dites si crûment, César Borgia.
formal	 	She already does. - There is no cure for elyse's condition. - I've tried everything. - Everything you know. - But you see, we have abilities here that are beyond your wildest imagination.	I know what you're trying to do, but i won't turn elyse over to you.	Je sais ce que vous essayez de faire. Je ne vous la livrerai pas.
formal	 	They can drown for all I care, so long as they pay. - And pay they will, Nucky, through their pug Irish noses. - ♪ Oh, Nucky boy, the cash is coming ♪ ♪ right from their hands into your bank account. ♪ - None of us was so naive as to believe that prohibition would end all drinking. - Mrs. Schroeder, how nice to see you again.	I was beginning to think you were ill. No.	Je vous pensais malade.
formal	 	Thanks. - I hardly recognize you, sport. - Seriously, don't call me "sport. " - Where are they? - I told you, I don't know.	That's convenient that they managed to escape right after you were here.	C'est un heureux hasard, qu'ils aient fui après votre passage.
formal	 	All right. Sam Briggs, reporting for duty. - Angela, how can i service you? - Be of service to you? - Actually, you know what? - I could use some folding chairs from the basement.	Folding chairs you shall have. Mom, where are those vegetables?	- Vous aurez des chaises pliables.
formal	 	Oh, that? - Got it working at a lumberyard. - Families aren't exactly clamoring to hire me, with a restraining order on my record. - I assume you knew about the tro the lamberts filed against me. - Yeah, we do.	We also know that vanessa's the reason that you got slapped with it.	On sait aussi que c'est à cause de Vanessa que vous avez été viré.
formal	 	You know, we were young. - Young to be grandparents. - I was gonna do nothing but travel and spoil my granddaughters. - Then those monsters flew over here from across the world and rearranged my dance card. - -Sorry.	-Of course you are.	-Bien sûr que vous l'êtes.
formal	 	- Oh, Vicky, Mr Bergen. - Bergen, Vicky. - - How do you do? - - How do you do? - - Ventriloquism has always fascinated me.	- It has? I'll be glad to explain it for you.	Je me ferai un plaisir de vous l'expliquer.
formal	 	Katherine... - Will you allow me to speak while it is all clear to me and I have the resolve? - I am a mother now. - I have the responsibility of a child. - I can't bear to think that my actions might cause fear for that dear girl.	Do you see?	Vous comprenez ?
formal	 	If you refuse to obey me ... - What did she want? - - She worried for my oil. - At this hour? - You are right here, you in this same time.	You are tired?	Vous etes fatigué?
formal	 	Where be your gibes now? - Your merriment that would set the table on a roar? - Interesting people usually make me feel like I have to be interesting. - Am I interesting? - When I'm around you, I find myself showing off, which is the idiot's version of being interesting.	Are you seeing anyone now?	Vous voyez quelqu'un en ce moment ?
formal	 	I... - I did take a swing at the coach. - Where were you this morning, Charlie? - Um... got up early, 5:00 a.m. - Went to the stadium, ran steps.	Can anyone verify your whereabouts?	Quelqu'un peut-il confirmer que vous y étiez?
formal	 	This just really startled him. - The important thing is not to be going out during the night... looking for anymore frogs and toads. - I'm already afraid to, father. - Thank you so much, father... - If there's nothing else then we'll be leaving now.	I give you my blessing.	Je vous donne ma bénédiction.
formal	 	You cannot speak to your children, you'll never speak to them. - I'm sorry. - What did you expect to get from it? - Food. - Come.	They wanted to flog you.	Ils voulaient vous fouetter.
formal	 	He gave me his precious bird. - - Well, surely that is a good sign. - - I know! - I know! - Feel my heart, how it beats.	What are you playing at with the little governess?	À quoi jouez-vous avec la petite gouvernante ?
formal	 	Sit back down. - By what right did you punish him? - Sorry, but I don't allow disrespect. - He disrespected you? - Pull down your skirt.	You'll catch cold.	Vous allez prendre froid.
formal	 	Your boss sent me. - So, what's it gonna be? - Err... milk. - Of course. - A glass of milk, please.	You are Japanese.	Vous êtes japonais ?
formal	 	Pardon? - Oh, thank you. - You'll wait for me, right? - Yes? - I'm here to see the manager.	How can I help you?	Comment puis-je vous aider?
formal	 	Oh, good, well, then we just need a short recess. - Ten minutes. - I know I said tomorrow, sir, but this could be a matter of life and death... - What time do you think you'll be back from Baltimore? - Call me back with an ETA.	Can you please have him call me back as soon as he gets this message?	Vous pouvez lui dire de m'appeler dès qu'il aura le message ?
formal	 	The three ingredients to make lava flow. - In fifth grade, I built one of these as my science fair project. - It was awesome. - First place should've been mine. - But they ended up giving it to this kid with some lame red ant colony.	That was you.	C'était vous!
formal	 	Yeah, that's fine. - Okay, we're rolling. - The taping mechanism is all self-contained. - You don't have to do anything now but hallucinate. - I'll come back for you later.	You'll forgive me if I don't stay around to watch.	Pardonnez-moi si je ne reste pas là à regarder.
formal	 	That's it. - Pull your car right up there. - Stay in your car, please. - There's nothing to look at. - We'll have it cleaned up in a couple minutes.	Get back in your car, sir.	Rentrez dans votre voiture.
formal	 	Eleutheria is the noblest word in the Greek language. - It means "freedom." - The Greek for "traitor" is prodotis. - Herr Bürgermeister, I wish certain information... from the leader of these murderers. - And he's being obstinate.	You, as mayor, will order him to speak.	Vous, en tant que maire, devez lui ordonner de parler.
formal	 	As a bodyguard I protected three Vice Presidents, - Bobby Brown, Sylvester Stallone... - Not as tough as he looks. - So what's the story? - Who do you guys need protection from?	It should be easy for you. Just a high school bully.	Ce devrait être facile pour vous, ce n'est qu'un petit dur du secondaire.
formal	 	- Leaving doesn't mean giving up. - It does! - The patients always ask for you. - Before going to see the professor, they'd ask for you. - They went to you to get things off their chests, their problems, and not only physical problems. They got the pressure off their souls with you.	You'd just say a few words and they'd feel better.	alors vous disiez quelques mots, et ils se sentaient déjà mieux.
formal	 	After all, there is nothing real... outside our perception of reality, is there? - You can see that, can't you? - - [Man] Max Renn? - - Yes. - - Who is this?	- Barry Convex would like to talk to you about Videodrome.	Barry Convex voudrait vous parler au sujet de Vidéodrome.
formal	 	The cameras and the crew all disappeared before you came. - It was shot with a telephoto lens. - It's weird. - It's what I keep on feeling. - He's some kind of voyeur, and we're his puppets... his toys.	You are frightened.	Vous semblez effrayée.
formal	 	Richard. You of all people, you've worked with me. You know how we believe that mind could talk to mind. - Well, now I know that there is a way for the dead to talk to the living. - My wife has passed through a change that we call death. But the impulse that spoke from her living brain that you saw me record on that chart, did not die. - If Helen could send me that message, and she did send it then there must be a way to establish controlled and scientific... Do you really believe what you say? - Do you think I would invent a story like that about my wife?	How do you propose to go about establishing this communication?	Comment pensez-vous réussir à établir la communication ?
formal	 	But you can never get away. - Well, as a matter of fact, I think I could. - At night. - Not for long, but- - - Long enough?	- Mr. Urfe, are you asking me to commit-	- Que me demandez-vous de commettre
formal	 	Oh, the long life of Vincent Van Gogh. - There'll be hundreds of new paintings. I'm not sure there will. - Come on! - We have here the last work of Vincent Van Gogh, who committed suicide at only 37. - He is now acknowledged to be one of the foremost artists of all time.	If you follow me now...	Si vous voulez bien me suivre...
formal	 	I've made some enemies. - Yeah. - Scared? - Men... Okay. - Um... here's what I think.	I think you are scared.	Je pense que vous êtes apeuré.
formal	 	Do you think you'll be able to rekindle your friendship with him? - Master, Senator Clovis is a very dangerous man. - If he realizes she's trying to trick him... - I'm aware of the risks, Master Jedi, but I know I can regain Clovis' trust. - Good.	The closer you can get to him, the better.	Plus vous serez proche de lui, mieux ça sera.
formal	 	What happened to my darling little brother. - Tell me please, who lives in that castle over there? - A young prince. - He's a bad man, unreasonable. - And his loyal servant rules everything here.	Listen to my advice, girl, you better get out of here.	Écoutez mon conseil, jeune fille, il vaudrait mieux vous éloigner d'ici.
formal	 	You must go back. - You are now ready to go back. - It's not necessary to leave the world, my son but rather to live in the world and to love the objects of the world not for themselves alone, but for what there is in them of God. - Your place is with your own people. - You, my son, are one of the fortunate ones.	By the grace of God, it's been given you to see the infinite beauty of the world which is only the reflection seen through a glass darkly of the beauty of God.	Dieu vous a permis de voir la beauté infinie du monde qui n'est que le reflet de la beauté de Dieu.
formal	 	- Oool! - With everyone going crazy looking for us! - It's Monica. - If you want, I'll tell her I'm not going. - Do as you like.	Oome on, Vale, you come too.	Allez, Vale, Viens avec nous.
formal	 	- Here! - - What's this? - Just a little gift, so you'll help me No, take it. - From where I take it, nobody can tell... - To Fane, when he was in prison, I would bring from the same place.	Fane, my brother, who had the honor of doing time with you.	Fane, mon frère, qui a eu l'honneur d'être en prison avec vous...
formal	 	I am personally repulsed by such a concept. - - Where is he? - - I do not know. - (gunshots) No more pushing me around! - Get up!	You're trapped, both of you.	Vous êtes piégés.
formal	 	Made a rather good job of it, don't you think? - Yes, yes. It's very nice. Marvellous. - Changed our lives, really. - Used to have to do the 100 yards through there and back again, but now we can just sort of open it and... - It isn't working as well as it usually does.	You can go right in. Just like that.	Vous pouvez entrer.
formal	 	You said I'm keeping things from you. - And that's something you know just as much as I do. - I've been telling the truth this whole time and I haven't left out a goddamn word. - Okay, Harvey, if that's how you wanna play it. - I do know you better than you know yourself.	I had you pegged about four seconds after you walked in my door, which is why I know you weren't just washing your face when Jessica walked in.	Je vous ai compris quatre secondes après votre entrée dans mon cabinet, ce qui explique pourquoi je sais que vous n'étiez pas juste en train de vous laver le visage quand Jessica est entrée.
formal	 	Can't you leave me-? Please! - Let me go! - I can't breathe. - Mrs. Katherine Moresby? - I'm from the American Embassy.	You must be absolutely exhausted.	Vous devez être épuisée.
formal	 	- No one. - - Then why do you look like that? - I used all my calcium to present myself in this way. - - Why? - - So...	You...you...	Vous... Vous... Vous...
formal	 	What is it, sister Angelique? - A lady to see you, Reverend Mother. - She sends you this little book. - Sit down, Marguerite. - It's a long time.	You've read it?	Vous l'avez lu ?
formal	 	I don't know anything because you won't tell me where you're getting your information. - When the towers came down, you were in a hotel in Mexico. - I was here. - I was working. - Didn't know about the attacks until that evening.	You see, Mr. Reese, until that day, I had spent the better part of my life making myself very rich.	Vous voyez, jusqu'à ce fameux jour, j'avais passé presque toute ma vie à devenir très riche.
formal	 	Any questions? - Then those that are done, line up for your pay. - Back in town. - Turns out they let you go if you ask polite. - I'll tell Mr. Thompson you're situated.	You're the golden boy now, huh?	Vous êtes l'enfant chéri maintenant, hein ?
formal	 	You weren't here before. - - Oh, Sire, who is he? - - He's a friend of Anton Shpak's. - What a fool! - The tsar says that I'm Prince Miloslavsky.	Are you satisfied?	Ça vous convient ?
formal	 	The same casing they used to shoot chapel with. - Hey, these shooters are connected. - We should get a list of Sharpley's cases. - Cross-reference them with any Chapel was involved in. - Might give us a suspect.	If you're here to shake me down again, Carter, now's not the time.	Si vous êtes là pour me prendre la tête, Carter, c'est pas le moment.
formal	 	Tell me all. - I'm afraid to tell you. - Every word you speak is a profound secret. - Your story... it is amazing. - And in no good way.	Do you believe, sir, in justice, as you said?	Monsieur, croyez-vous en la justice, comme vous l'avez dit ?
formal	 	She might have at least called you up? - No. - And you? - No. - 'Hello, Ria..'	'..are you listening?	'.. Écoutez-vous ?
formal	 	I do not understand.	I am your soldier.	Je suis à vos ordres.
formal	 	Our Lady protects us, not luck. - Here, Vogel, eat. - Then tell us about the Holy City. - Father, Vogel was there when he was young. - Once, he saw a real pope and the whole city's gold and the cathedral.	Your pardon, Meister Hoffman.	Excusez-moi, Meister Hoffman.
