formality	src	src_ctx	trg
formal	 	Tammy One. - She's in your office. - ♪ so much better than one ♪ would I have to quit my job? - Look, that's a long way off. - - Of course.	- But listen. When you run, even in a local election, your life becomes an open book.	- Pero, escuche cuando se postula, incluso en una elección local, su vida se vuelve pública.
formal	 	There are many things to tell you. - There are many things I need to tell you. - There are many things to tell you. - There are many things I need to tell you. - Whenever you meet me alone.	Whenever you meet me alone.	Siempre que usted me encuentre sola.
formal	 	No, I said watch the boxes. - Really? What for? They're not doing anything. - We're not gonna apologize for trying to save you. - You haven't seen or been through what we have... yet. - Oh. Yet.	OK, so who's next in this theory you have, me or lan?	¿Quién sigue en su teoría, yo o lan?
formal	 	Had supper? - I seem to have been skipping supper lately. - Go on. - Take a seat. - Not here, over there.	You've prepared this very nicely.	Usted ha preparado esta muy bien .
formal	 	- You got it, Coach! - Um, listen. I'm real sorry about you getting tagged. - But this practice is private. - You gentlemen here for a reason? - We're journalists.	We're interested in doing a story about your league.	Queremos escribir sobre su liga.
formal	 	But don't forget the number of universities in Hong Kong, now is only 5% of Taiwan's. - Hong Kong Government sees education as a social investment. - Although the decision has been made to axe university funding, - I can assure you that it won't affect the quality of education. - Are you out of your fucking mind?	You talked shit!	Usted habló de mierda!
formal	 	He's waiting here. - - Is Maurice Passworthy there? - - He's on his way. - Good. - - You want to talk to me?	- Forgive me, sir. I came straight to you.	- Perdóneme por acudir a usted.
formal	 	What's going on with Sean? - I'm Detective Swarek. - This is Officer McNally. - Um, we just have a couple questions. - Okay.	Does anyone else have access to your husband's car, anybody that fits your husband's description?	¿Alguien más tiene acceso al coche de su marido, alguien con la descripción de su marido?
formal	 	Excuse me. Telephone. Who is it? - - Baron Kurtz. - - Must be some mistake. Yes? - I was a friend of Harry Lime. - I'd very much like to meet you, Baron. Come around.	Austrians aren't allowed in your hotel.	A los austriacos no nos permiten entrar en su hotel.
formal	 	I have exciting news. - - You and Dad are back together? - - No, I'm going to Thailand... and India, China, Japan, maybe even Tahiti. - - Oh, let's grab this table. - - But Dad hates to fly.	- Oh, I'm not going with your father.	No iré con su padre.
formal	 	Sit - Since you're my only child I've given you a lot of freedom - You've been brought up more like a son than a daughter - Normally a mother explains a daughter's duties to her - But since I think of you as my son, I myself shall do the honours	You're aware... that your grandfather was one of the most respected politicians of Pakistan	Usted está enterada... que su abuelo era uno de los políticos respetados de Paquistán
formal	 	[ Cellphone beeps ] - Mr. Barnes... - This is Roy Vickers. - Mr. Ryland said to call you if something came up. - We got a problem, sir.	Your daughter is on the rig.	Su hija está en la plataforma.
formal	 	Mind if I go with you? - - What for? - - Murder is my favorite crime. - I write about it regularly... and I know you'll have to visit everyone on your list of suspects. - I'd like to study their reactions.	- You're on the list yourself, you know.	- Usted también está en la lista. - Bien.
formal	 	Try someone else - Don't be that way What'll become of him? - Ueno Station - This is the last stop on this train - It's been a long ride	Please don't forget your belongings on the train	Por favor, no olviden sus pertenencias.
formal	 	Yes, ma'am. - Lieutenant Roth killed himself this morning. - That's quite a shock. - You have any idea why? - No.	That's why we wanted to talk to you.	Por eso queríamos hablar con usted.
formal	 	He got the idea of making enemies with the local witchdoctor. - I heard he was found dead in his tent after much suffering. - The autopsy revealed short cat whiskers, like little needles, embedded in his stomach wall. - He had evidently ingested them but no one knows how. - That's a rather uneventful example of black magic.	A university professor like you can't believe such things.	Un profesor de universidad como usted no puede creer tales cosas.
formal	 	Thank you, Pepita. - I'm sure the Archbishop has no call to command your curtsy. - Such courtesies only serve to demean the won'th of women. - As ever, I count the cessation of these meetings as one of the compensations of dying. - Good night, Abbess.	The Archbishop has found positions for you both about the town, that you may better consider your calling.	El Arzobispo les ha encontrado unos puestos en la ciudad y será mejor que los consideren su vocación.
formal	 	- You'll never be faithful to your woman. - If you are faithful to a woman, it means you're unfaithful to all the others. - Tell me, what's the harm, being unfaithful to the others if they don't know? - The same may be true for women, then. - Sure, I'm all for sexual equality.	Well then, if you and I make love and one day you find me in bed with another man, you wouldn't care?	Entonces, si usted y yo hacemos el amor y un buen día me encuentra en la cama con otro hombre, ¿no le importaría?
formal	 	- Rudolf? - No! - [ Laughs ] - Dr. Lewis Newburn. - And his name is Ronnie, by the way. - And his mother was living with himI	[ Mac ] Dr. Newburn, where is your office located?	Dr. Newburn, ¿dónde queda su oficina?
formal	 	What is it? - I don't know. - I was on my way to Walter when I triggered the ambering device. - So where did they take Walter? - We're working on that.	We have been looking for you... and your friends.	Le hemos estado buscando a usted... y a sus amigos.
formal	 	Don't tell me how to do my job. - Any blood spilled will be on your hands. - You know what, Dr. Skouras, I don't get that. - I didn't come up with this program. - I didn't find Bo or develop her.	You did.	Usted lo hizo.
formal	 	Who wants jazz? - Okay. What the hell is going on here? - You were supposed to play gin rummy with him in the backroom all day. - Nah, he wouldn't stay put. - That old man's got so much energy and charisma.	Now you can learn a thing or two from him.	Ahora usted puede aprender una cosa o dos de él.
formal	 	I thinkyou're still on top ofit. - [Thudding] - Oh, my God! I hit Francine! - We should probably leave a note. - Hello, I'm Doctor Gupta.	Yes, I'm a woman. I supposeyou have a problem with that.	Supongo que usted tiene un problema con eso.
formal	 	Hello. - Are you here? - Tom Rule? - Oh, Mr. Rule, we're the Holdens, you know, the ones you contacted about spending the night at the House of Bones? - Well, well, well, I didn't think you guys were going to make it.	I remodeled the upstairs especially for you.	El piso de arriba está listo para usted.
formal	 	Hello. - Yes, this is Mr. Wagner. - Verify what signature? - What receipt? - Just a moment.	Did you sign my name to a receipt today?	¿Usted firmó un recibo a mi nombre?
formal	 	Move along, everybody. - No, sir, you can't go in there. - Go away. - - Once they've operated, hide him. - - Alright.	Chairman Cavalier is waiting for you at his office.	El presidente Cavalier le espera en su oficina.
formal	 	You've made progress. Yes. - This singing contest is maybe the biggest thing that's happened to her. - Maybe me, too. - I've decided not to withdraw. - Have you?	If you choose to fire me, that's your right.	Si elige despedirme, está en su derecho.
formal	 	She said you never left town, you love to swim. - She said Dad was gonna die. - No, she thought you were gonna die. - She said 10 things that were wrong, and you picked one that was almost right. - Jessie, she didn't predict your dad's death.	She thought she saw your death, and she was wrong about everything.	Ella pensó que ella vio su muerte, y ella estaba equivocado acerca de todo.
formal	 	- Glory to her. - Crown princess Yashodhara. - - Glory to her. - The prince.. - The way you supported me in front of Britain's queen after the prince's demise..	You fulfilled your duty by saving..	Usted cumplió con su deber al salvar..
formal	 	So now a dog goes there. Does he read the sign and leave? - I would've put dogs first. - A dog can take a piss. You're walking barefoot. - A Jew's not gonna lift his leg and pee on the wall. - You know, I've never seen a colored person swim or sunbathe, period.	Did you?	¿Y ustedes?
formal	 	- I'm not. - I'll be hanged if I am. - Oh, don't be so annoying, Waldo! - Did you give Mr. Carpenter money? - - What do you mean?	- A couple of checks went through your account endorsed by him.	Se han cobrado un par de cheques en su cuenta, firmados por él.
formal	 	Sorry to meet you guys. - Long as you're here, why don't you sit down? - This is Gloria. - A lot of money, which Gloria knows, as she's one of us, has been jeopardized. - Let me tell you about this kid.	I know you all approve of mothers.	Sé que ustedes tienen un buen concepto de las madres.
formal	 	Easy! - - Here, here, here. - Look at me, you will be okay. - It's water. Easy now. - Okay. All right. - What the hell is going on?	You people know each other?	¿Ustedes se conocen?
formal	 	Let's practice. - Hold on, Quero-Quero. - Hold on, hold on. - Get up, Besouro. - What's going on?	You must learn something. Alone, you can be strong and brave, but two are stronger.	Ustedes deben aprender una cosa, uno puede ser fuerte, puede ser valiente, pero dos son más fuertes.
formal	 	Secretary KIM. - After everything I did! - How can you do this! - Still, you took the money.	You gave it to me!	¡Usted me lo dio!
formal	 	Yeah, so did his, apparently. (MOBILE RINGS) So, we got one in Holloway Road, - One in Paxton Hall and - Wenborn. - Where is she? - OK. - Hi, excuse me.	I'm looking for a family called Stewart. I was just wondering if you knew the number of their flat.	Me preguntaba si sabía el número de su piso.
formal	 	Murder of a superior officer, of course, as well as collective desertion - "Collective" implies a group - But all it says in the military records is "desertion" - Some kind of error, perhaps a clerical error or some such - Were the operations of the former Imperial Army really that sloppy!	I understand how you must feel and I do feel sorry for you But there's nothing to be done He violated the law	Entiendo cómo se siente y siento pena por usted, pero no se puede hacer nada, el violó la ley.
formal	 	Anyway... - I'm not going to have anybody there. - The only family I have is Mitch. - I went to his apartment a couple of days ago and told him that Pamela would like him to say a few words at the wedding and that wasn't true. - Truth of the matter is, I would like him to say a few words, if he could find it in his heart to do so.	I don't know why you don't tell him yourself.	No se por qué no se lo dice usted mismo.
formal	 	Salute. - What are you doing here so early in the morning? - I came from the military service office. - The service office? - The applications your 3 sons sent by email were well received.	From the test results, we have determined your sons are all healthy to be enlisted.	Por los resultados del examen, sus hijos están sanos para ser enlistados.
formal	 	So I know that the minute you got this news... you resigned knowing fully well that you will never be able to rejoin - Then without telling anyone you left for Lahore... not knowing the outcome of the journey. Would you reach on time? - Would you meet Zaara? - Would Zaara come back with you? - Or would you yourself be able to return ...you didn't know anything	But you still left?	¿Pero usted todavía se fue?
formal	 	- [Telephone beeps] - - Yeah. - Woman: - Mark Johnson on two. - Mark, we have some outstanding news for you.	You don't have to pay the fine and the misdemeanor charge was dropped.	Usted no tiene que pagar la multa Y el cargo de delito menor se abandonó.
formal	 	So, anyway, I called Ben. - I said, "What better tribute to Olivia than to capture all the tragic consequences of this... senseless crime?" - Are we coming to a close yet, Tom? - We decided to buy the rights to Angelica's story. - Now, okay, a hundred grand was pretty steep, but...	What about your recent contact with Angelica?	¿Y qué puede decir de su reciente contacto con Angélica?
formal	 	We understand that your position is not an enviable one. - Mr. Brtko happens to be a very good man... - He knows our organization's financial difficulties. - We have voted on paying you a certain sum not as a gift... - but a regular income.	Do trust us as we trust you, because it was the Lord's will to choose you as benefactor of the old widow Lautmann.	Confíe en nosotros como nosotros confiamos en usted, porque fue la voluntad de Dios elegirlo benefactor de la viuda de Lautmann.
formal	 	My father says that happiness is difficult to gain, that you have to grab it before others notice, otherwise they won't allow you to achieve it. - That's why we'd steal the tree. - You know something? - I feel that... yes... - I like being with you very much.	You know that I'm not the girl for you, right?	Usted sabe que yo no soy la chica para ti, ¿verdad?
formal	 	- Yes. - You"re better off in your own country. - - Are you going by plane or by land? - By land. - It "s very dangerous to go by land. - No, it "s not dangerous.	- L"II give the money to you? - Yes. - It "s in Dollars and Rupees.	- ¿Le doy el dinero a usted?
formal	 	Looking for who? - For me. - You're gonna get a tat? - I didn't say I was gonna actually... - Look, don't take this the wrong way...	I think I just did. But there are tat people, and then there's, well... you.	Sin embargo, hay personas tat , y luego no , bueno ... usted.
formal	 	Yeah. Can you at least tell us what kind of restaurant you're taking us to? - Patience, Dad. - Roz'll be here in a few minutes, then we'll be off and all will be revealed. - So, how did it go with the doctor? - Judging by that smile on your face,	I'm guessing your cholesterol's down.	Supongo su nivel de colesterol está abajo.
formal	 	Young man, you've had what we call a "cardiac episode." - Worst episode ever. - Oh, not even close. - If these boys hadn't called 911, I'd be wearing that watch right now. - I'm just kidding.	But you would be dead.	Pero usted estaría muerto.
formal	 	Where are the officers? - Drop that, soldier. - Get a message to Couch, to Hancock. - This will not be tolerated! - This is an army, not a rabble!	General Longstreet, show us where your troops are positioned.	General, enséñenos dónde están sus tropas.
formal	 	Neera... the girl you planted in the cocoon for us to rescue after you let us escape. - The one that was supposed to get information from me. - It's never gonna happen. - We drop out of hyperspace directly behind the planet... use it to shield us from the hive ship and we can attempt radio contact with Colonel Sheppard. - But we won't be able to make radio contact from behind the planet.	This is why you and Major Lorne will take a cloaked Puddle Jumper to get close enough to determine if Colonel Sheppard and his team are still aboard the ship.	Por eso usted y el Mayor Lorne tomarán un Saltacharcos camuflado y se acercarán lo bastante para determinar si el Coronel y su equipo siguen a bordo de la nave.
formal	 	Yes, of course you can. - Excuse me, what's this? - - Oh, nothing. - Nothing. - No, no, no. - Just sign at the bottom there. "Dear Queen, I'm writing on behalf of my dear friend Moses Beacon.	"His charity WishWings, if you'll pardon the pun..."	'Su caridad Deseos con Alas, si me disculpa el doble sentido...'
formal	 	Then we'll get the blueprints and build our own ship in less time for half the cost. - Once again, I apologise, gentlemen. lt seems a politician's work is never done. - You could have the same deal. (speaks Russian) - Now, where were we? - Gentlemen, I realise we're in no position to make demands here.	We're trying to reach a consensus. But before you go to your leaders and make recommendations, I want you to consider something. Whoever runs the Stargate will represent this planet throughout the galaxy.	Intentamos alcanzar un consenso pero antes de que vuelvan junto a sus líderes y hagan sus recomendaciones quiero que consideren algo sea quien sea quien opere el Stargate como representante de este planeta por toda la galaxia.
formal	 	We don't really know. - He has practised already, he will with the help of the assistants... - And... it won't be too difficult. - So you don't only attempt shooting, but also walking? - You could say so.	Excuse me, but I find your laughter quite cynical.	Discúlpeme, pero su risa me parece cínica en este momento.
formal	 	There he is! - Wait! Wait! - You're making a big mistake! - In the name of the people of France-- - Frawnce.	We place you, King Louis, under arrest.	Rey Luis, está usted bajo arresto.
formal	 	"l know, but what can I say? - That I'm sorry? - Yes, I am sorry. So what? - Please forgive my lack of tact, but that's how I am. - I smoke too much, I drink too much, I eat too much.	So it may be that I'll go before you all do."	Por lo tanto, puede ser que me voy antes de que todos ustedes lo hagan.
formal	 	So things were going to get harder. - But at least I still had my job. - Yes, he did. - They go in this box. - They go on a little pencil vacation.	And what did you say about having Timothy with you that day?	¿Y qué dijeron sobre tener a Timothy con ustedes, ese día?
formal	 	It's meant to hold aircraft. - It's all right there in the name. - Yep, this was going perfectly. - But what happened next would really rock my world. - I... gotta go.	Thank you for your time!	Gracias por su tiempo!
formal	 	He wouldn't end it, so you decided to end it for him. - You took the condom out of Sophia's bag. - Added nicotine and insecticide. - We found your fingerprints on the bottle in your gardener's truck. - And after the party, you let Noel come to you one last time.	You knew he couldn't resist.	Usted sabía que él no podía resistir.
formal	 	- Right? - - Yeah. - - Fresh meat, huh? - - Yeah, Jeff Winger, law. - Buzz Hickey, criminology.	You can have that half of the office, but come spring, that corner is stacked to the rafters with fetal pigs.	Usted puede tener que la mitad de la oficina Pero cuando llegue la primavera, que esquina se apilan hasta el techo de cerdos fetales.
formal	 	We've decided, that whatever may happen we will be moving out in the next few days. - Now give your advice on how to do that most safely. - We are therefore waiting for Mr. Czarniecki's counsel. - The enemy has occupied all the roads so we must distract the Swedes. - I will take three hundred dragoons, a few carriages and I'll announce I'm escorting the King.	Your Majesty can leave later with a small detachment while the enemy directs all his forces at me.	Su Majestad puede partir más tarde con un pequeño destacamento mientras el enemigo dirige todas sus fuerzas contra mí.
formal	 	She is the most moral person i know! - I have no idea. - Now if you'll please excuse me. - Would a moral person lead a man on - And then humiliate him?	I don't care what she did to you.	- No me importa lo que le hizo a usted.
formal	 	Chief Two Bears asks, if no one will listen to Bridger, will they listen to anyone else? - The purpose of this conference is to reach an agreement. - Tell him we're here in all good faith to... - In all good faith? - That the American Cavalry's been ordered to build a fort above the Powder River?	Are Col. Carrington and his men here to prove your good faith?	Carrjngton vjene a demostrar su buena fe?
formal	 	Where are they getting their funding? - Nate, put together whatever you can about this Ala a Din Keshwar and keep Director Vance in the loop. - - Got it. - What about Dom's parents? - What about them? - Shouldn't we contact them?	To tell them what... "Your son's not dead, but he's about to be executed"?	¿Y decirles qué: "Su hijo no está muerto, pero le van a ejecutar"?
formal	 	I mean, it's so much faster. - - What? - - Yeah. - Th can't force my client to help make their case. - I agree.	You'll have to prove infidelity some other way.	Usted tendrá que probar La infidelidad alguna otra forma.
formal	 	Half a bale of worsted 75-69 - Half a bale of worsted 75-98 - Just yesterday my wife said to me that this door was unbreakable. - And they came through the roof! - They took excellent english goods!	Well, you sirs show no patriotism.	Ustedes señores, no muestran ningún patriotismo.
formal	 	- Wow! - Whether it is the love between Laila and Majnu. - Or the love between Shirin and Farhad. - Whether it is the love between Laila and Majnu. - Or the love between Shirin and Farhad.	If you show a little bit of bravery.	Si usted muestra un poco de valentía.
formal	 	He was on the border of, I think, suicide. - He was trying to kill himself with food. - When Joe got a hold of him, it struck a responsive chord in him, and I think it's great. - Now you know you can get me on the phone. - Yes.	Give me a call, you know, it's gonna be tough but I know you can do it.	Llámeme, usted sabe, Será difícil pero sé que puede hacerlo.
formal	 	A big kiss, darling. - Merry Christmas to you and Alexandre. - - Merry Christmas to you all. - - Ok, bye. - - Hi, mom.	- Hello, sweetie. How are you?	- Hola, mi amor, ustedes estan bien?
formal	 	You beg, just as I begged in my chambers. Do you recall? - I begged you to try the new treatment on me and you refused. - Krull, you may begin. - Master. - Yes?	I have done many things for you.	He hecho muchas cosas por usted.
formal	 	They both have business with those who have passed on. - Something the news media would not understand. - But would love to hear about, I should think. - All right, young lady, I think that- - Carol Littleton.	Perhaps we can arrange for you to meet with Matthew... and the spirit of your late husband.	Tal vez pueda arreglar que usted vea a Matthew... y el espíritu de su difunto esposo.
formal	 	She's mean. - Whoa. Okay, well, there's your evidence of strength. - That's how you perform a lift. - What do you want? - I'm trying to bring a little beauty to the world, if that's okay with you.	We just have a few questions about one of your former students.	Sobre uno de sus ex estudiantes
formal	 	It's my rental. - My car is getting worked on. Why? - Kerry was being followed by a blue car just before the accident. - Are you a big fan of the Hotel Clarise in Brickell? - Never been.	You bought a bottle of Bordeaux on your credit card at that hotel last week... the same hotel where Marty was murdered.	Usted compró una botella de Burdeos en su tarjeta de crédito en ese hotel la semana pasada ... el mismo hotel donde fue asesinado Marty.
formal	 	Get him up. - Drake, you leave it where it lies. - I said, leave it! - Mr Reid, you must come now, sir! - H Division!	Life, Mr Reid, is offended by you and me.	La vida, Sr. Reid, se ofende con usted y conmigo.
formal	 	Oh, right. - It's not like anybody... was outside! - - We're ten feet from the front door! - Get back. - You ready? - Let's go.	We are standing in front of the couch, and you two thugs are menacing me.	Estamos frente al sofá y ustedes matones me están amenazando.
formal	 	Me? - Clyde Belasco? - I'd like to see you prove it, sir. - All right, have it your way, professor. - We will see you at the sentencing hearing.	You can do your TV show from prison.	Puede hacer su programa de televisión desde prisión.
formal	 	Here Shabbo, you put it. - This girl is going to drive me mad - There's a man across the border who will give his life for you" - But I know someone who will willingly give up his life for me - A person whose eyes are honest and whose words have honour... a man who can forsake everything for a womars love... a person to whom it makes no difference that I'm a Pakistani and he's an Indian	Who're you talking about?	¿ Qué usted habla?
formal	 	Ben Diamond. - His plan is, the vote goes down this summer, early fall, the latest. - We open for a killer holiday season. - "We"? - I guess I'm your new partner.	Your brains and my looks, huh?	¿Su cerebro y mi apariencia, no?
formal	 	I seem to recall a blessing: - "Blessed are the meek, for they shall inherit the earth." - I wonder how meek they'll be when they do, sir. - Are you finished here, Mr Greene? - Yes, sir.	Then I suggest you sneak back to your room.	Sugiero que vuelva a su habitación.
formal	 	Who's Larry? - He didn't tell you about Larry? - No, he didn't tell us about Larry. - They're blood brothers or something 'cause they grew up in the same group home. - Far as I can tell, it means they watch football together and Larry stays in our basement whenever he's out of prison.	He's staying in your basement right now, and he just got out of prison?	Se está quedado en su sótano ahora mismo, ¿y acaba de salir de la cárcel?
formal	 	He's alive. - Yermokhin! - A fine friend you are! - Sidorov, my dear buddy, I didn't mean to. - Come on, come on.	Why aren't you afraid of drunks?	¿Por qué usted no teme a los borrachos?
formal	 	An Indian Air Force Pilot is not permitted to come to Pakistan - So I know that the minute you got this news... you resigned knowing fully well that you will never be able to rejoin - Then without telling anyone you left for Lahore... not knowing the outcome of the journey. Would you reach on time? - Would you meet Zaara? - Would Zaara come back with you?	Or would you yourself be able to return ...you didn't know anything	O usted mismo podría volverle... usted mismo ni si quiera lo sabía
formal	 	..I cannot be ended. - Sergeant Artherton? - Mr Drake - he has fought Inspector Shine. - He has. - Did he... win, Sir?	Councillor Cobden? A word with you, if I might?	Concejal Cobden, ¿me permite unas palabras con usted?
formal	 	I did the right thing. - My sister's out there waiting. - Since I confessed, can I at least go out and talk to her? - Explain why I did it. - Why don't I do that for you.	Ms. Moyer... your brother confessed to killing Hayden.	Señorita Moyer su hermano confesó haber asesinado a Hayden.
formal	 	You got a bonus. - What do you mean? - Our name's on the mailbox. - I got a call last night from Mr. Kringle, who said you And your husband were looking for a house. - He was quite insistent.	Did you get married?	Ustedes se casaron?
formal	 	If you go giddy, you should suck on it. - I never touched that fruit. - Here. - Better? - It's a bit soft.	I shouldn't think your wife would like me eating this.	No creo que su esposa le gustara que yo esté comiendo esto.
formal	 	Tragic, what happened. - You know, he really did love Josie. - Didn't we all? - They're going to be buried side by side. - So they can keep an eye on each other.	I guess you have your reasons to be bitter.	Supongo que tiene sus razones para estar resentida.
formal	 	Your boss got you a valid visa. So I no longer have any reason to keep you in custody. - You can go. If you think you can do better for your family. It's up to you, it's your choice - No. - What about my daughter? - It can have her on a plane within 48 hours	If I started talking before my Ivanka was here. you realize I would be placing my baby's life in your hands?	Si empezara a hablar antes de que mi Ivanka estuviera aquí, estaría poniendo la vida de mi pequeña en sus manos.
formal	 	Open your mouth. - Yes, open your mouth! - Open it! - More! - More, more!	Friend, you also have measles.	Amigo, usted también tiene el sarampión.
formal	 	Robert Levallois. - That'd be it. - You can't do this! - Are you crazy? - Stop it!	I will complain about your actions by the commissary!	me quejaré de su actuación ante el comisario.
formal	 	Oh,great. - So he doesn't have a lot of colorful clothing. - That narrows it down.What else? - Why would a guy like this pop up in grandview? - I don't know,but I wanna find out.	Maybe you guys were meant to find each other for some reason.	Quizás ustedes estaban destinados a encontrarse por alguna razón.
formal	 	- What is that? - - Very competitive. - ? All right - To the left? - Yeah, you'll see it right through there.	So, you went to the Hotel Clarise without me, huh?	Por lo tanto, usted fue al Hotel Clarise sin mí, ¿eh?
formal	 	- Can I help you? - - NYPD. - All payroll inquiries must be submitted by fax or regular mail. - It's not about payroll. - Okay, well, then, maybe my supervisor can help you.	I don't think you want your supervisor involved.	No creo que quiera involucrar a su supervisor.
formal	 	Why? - Who is he? - His name's Kevin Neyers. - He was killed last night in the tenderloin. - We found an iPad in his apartment.	His last email was sent to you.	Su carga lo envía correo electrónico a usted.
formal	 	What is that? - Looks like cocaine to me. - That's not mine. - Step away from the vehicle. - Look, I'm telling you, I don't know how that got in my car!	Put your hands on the glass.	Ponga sus manos sobre el vidrio.
formal	 	Alright. Let's go. - Wait. - I return you your shoes. - I'm afraid of making them bigger. - Ah yes.	You are damaging them...	Usted los está dañando.
formal	 	- Go, you guys, go! - Stay with me. - Stay with me. - Stay with me. - You gotta keep your eyes open.	Keep your eyes open.	Mantenga sus ojos abiertos.
formal	 	Well, I can't stop you from doing what you want to do. - You have no idea how boring it is around here. - Really? - I would think one hour on the Sterling Cooper switchboard would be a Russian novel. - They told me it would happen, but the truth is you really just stop listening.	And put ice on your wrists.	Y pongan hielo en sus muñecas.
formal	 	But she's alive? - Goddamn it, I asked you a question. - is she alive? - Yes, she's alive. - Look, I know about you.	I know your story.	Conozco su historia.
formal	 	I'll be here. - Faites vos jeux. - Place your bets ladies and gentlemen. - Senhor, I'm very frightened. - Manuel, I promised you that no one will ever know you've said anything at all.	You don't even know their names.	Usted nunca conocerá sus nombres.
formal	 	The right fibula is riddled with cloacae. - Osteomyelitis. - Based on the amount of sequestra on the bone, he suffered from this infection for quite some time. - "Suffered" is right. - He must have been in a lot of pain.	How does your arm feel?	¿Cómo está su brazo?
formal	 	You are to wait for me here for 12 hours. - If this man is telling the truth I will send you a rider and you are to move the company to my location. - If we're dealing with a trap, or I haven't returned within 12 hours you will take the company back to base and file a report detailing what has happened. - What, you're not taking your soldiers with you? - - 5 volunteers.	- Me. - I will come with you, Captain, Sir.	Voy con usted, capitán.
formal	 	"You?" The foreigners? - The foreigners want to make you cry? - It's a waste of time. - What can you tell me that may evoke a different emotion in me? - It's like the play I heard on the radio...	The theater can't touch you.	El teatro no puede tocarlo a usted.
formal	 	That's it. - Her boyfriend. - Yeah, scruffy kid. - Artsy type. But he may have been around for months. - What's his name?	You and Allison were close, and you never talked about her boyfriend?	¿Usted y Allison estaban cerca y ella nunca le habló de su novio?
formal	 	I just think the program... It's designed to develop your abilities slowly and that we may be moving a bit fast. - But we can discuss this tomorrow. - Good night, Dani. - You know, I didn't tell them everything I read in Channing's head. - I left out the most important thing... That there's a traitor at Orchestra.	You.	Usted.
formal	 	- I bet he's thinking of a way now! - - Excuse me, sir. - Your watch list. - What about that, Mueller? - You're chummy with him.	I don't know what you're talking about, Mr Cartwright. Do you, sir?	No sé de qué está hablando, señor Cartwright. ¿Lo sabe usted, señor?
formal	 	We need someone like you	You'II come and live here and bring your family	Vendría y viviría aca y traería a su familia?
formal	 	Four, to take away. - Twenty. - What is this? ! - Oh. - I am very sorry, sir.	You know, I have such a shitty staff.	Usted sabe, tengo un personal de mierda.
formal	 	I can do anything for him - And would Papa give up his life for you? - What kind of a question is that! - Pray to God... such an occasion does not arise - But if such an occasion were to arise?	Then can you say for sure that Papa would give up his life for you?	¿Entonces puede usted decir segura que papa daría su vida para usted?
formal	 	I didn't account for the action of the return stroke. - You know, I'm really not feeling good about doing this. - Ms. Lane's right, and Superman was right all along. - I've been greedy. - I've been selfish.	I just don't think that you and I are superhero material.	No creo que usted y yo seamos adecuados para ser superhéroes.
formal	 	I'm sorry, your honor. - I was going for ridicule. - Is it your testimony that Angela Scott was the only doctor seen removing fentanyl from the pyxis machine on the three nights in question? - In point of fact, no one actually witnessed the fentanyl being removed sounds like an ironclad case. - That was sarcasm, your honor.	Your next witness, miss Jarrells.	Su próximo testigo, Sra. Jarrells.
formal	 	It could've snapped... ..at any time. - tell me, would you call yourself an opera lover, Mr Henderson? - well, no. - - I'm a metallurgist. - - I see.	Do you listen to opera at all?	Escucha usted opera?
formal	 	I think it's right over there. - Leachman: No, it's back there. - We're just going in circles. - We only had four minutes to get to the Emmys, so I took a risk and made a shortcut. - [ Metal scraping ] Oh!	- Did you hear that?	¿ - Oyó usted eso? !
formal	 	You spent the last four months telling me I have to raise the baby myself. - And now you're giving me money and saying I don't have to? - I found a couple in Los Angeles who are very eager to adopt. - The baby will be safe in their care. - - Now, I've foreseen --	- You've foreseen.	Usted ha predicho!
formal	 	- I don't think we'll have anymore trouble. - Chief, it wouldn't surprise you, in view of what's occurred, if I put off tonight's concert. - No, sir, it would teach them a lesson. - Perhaps, but I have decided against it. - The concert will take place, and we'll have our Sports Day.	Chief, I hope that you and the staff know me well enough to believe that the last thing I'd do would be to make your work here anymore difficult by, in any way, undermining discipline.	Espero que me conozcan como para saber que lo último que querría sería dificultar su trabajo aquí - socavando la disciplina.
formal	 	Yeah. - These were in your pocket, sir. - Baker Street Pavilion, May 2. Oh, my, well, uh... I didn't realize they were there. - You know, if I'd have known that, she'd be alive here today. - We've spoken to some witnesses.	They said that you looked for the tickets. They said that you checked your pockets.	Dicen que ud. buscó las entradas, dicen que miró en sus bolsillos...
formal	 	Who are you? - Quiet! - Get inside! - Move! - Are you Zaheer? - Yes... - You slapped Brother?	- Who are you?	- ¿Quiénes son ustedes?
formal	 	Wort you have some tea, please? - About the letter to the State Department, sir. - Oh, triviality. - Consider it forgotten. - But, please, you were talking about the car.	Yes, sir. You have the Legation staff cars serviced at a gasoline station three blocks from here.	Sí, usted le hacía el mantenimiento a los coches de la legación en una estación de servicio ubicada a tres cuadras de aquí.
formal	 	"That strange genius, "the Abbess Madre Maria del Pilar, has fallen in love with an idea "against the obstinacy of ourworld, in herdesire to attach a little dignity to the lives of women." - Evening prayers. - Forgive me. - So... - Archbishop.	To what, at such an hour as this, do we owe the pleasure of your visit?	A qué debemos el placer de su visita a estas horas?
formal	 	Mike, time to go to work. - - You know what time we go to work. - - Shore store employee. - - I work there. - I'm a new employee.	- You work there?	- - Usted trabaja allí?
formal	 	- How do you do? - How do you do? - Mr Baker just made the list for the Pulitzer Prize. - Really? - - Yes, really. - - Well, congratulations.	- Congratulations yourself.	- Enhorabuena a usted.
