formality	src	src_ctx	trg
formal	 	Devil's food? - - Yes sir. - - Thank you. - I'll kill that prick myself, Mr. Rothstein. We'll bring you his head if you want. - Your grandstanding is commendable, but I have to say I'm less than convinced.	We had bad information, like you said.	Wir waren schlecht informiert, wie Sie sagten.
formal	 	Not really. - Just as someone who's on the tram every night. - Did you like her? - Well, she was really pretty. - So you liked her!	- I told you, she was pretty, I'm not saying...	- Sie war hübsch, ich meine aber nicht, dass...
formal	 	Your parents. Before you showed up and shit all over their dreams. - No, nothing shits on my mom's dreams. Least of all me. - And my dad's dead, but nice try. - Get in, we'll settle up and I'll give you a ride home. - To be you!	Why can't you just walk away?	Warum können Sie nicht einfach verschwinden?
formal	 	The war. - It is far from hopeless. - When a woman of your rank will blow up her castle for the Reich. - Even if an American general and his staff make their headquarters here and I do blow them up, we have gained nothing. - We will still lose the war.	You are wrong.	Da täuschen Sie sich.
formal	 	What's lasted for 3 years can'tjust break in 3 days. - You think so? - I'm sure of that. - So, what do you think of that? - It's nice, but I understand nothing.	You don't like modern painting...	Aber ich verstehe nichts davon. Sie mögen die moderne Malerei nicht.
formal	 	Trust me? - Esmé. - I was getting worried. - Well, that's a good sign. - Means you sensed it, too.	Niko's betrayed you, to the police.	- Niko hat Sie verraten, an die Polizei.
formal	 	For trying to unfuck Hitman when he's about to drop arty on his own fucking company? - That's brilliant. - Sir, your leadership is the only thing I have absolute confidence in. - {\I'm assured that }I'll have the right to address any allegations before anything is formalized. - I'm assured of this.	Sir, to highlight my growing lack of confidence in the strategic plan, can you explain why we are strong-pointing this hostile city in tin-plated Humvees while M-1 tanks,	Sir, um meinen wachsenden Vertrauensmangel beim strategischem Plan hervorzuheben... Können Sie mir erklären, warum wir in verzinnten Humvees diese feindliche Stadt belagern sollen, während M-1 Panzer,
formal	 	You really know How to kick a girl in the ego, don't you? - I'm--I'm sorry. - We don't get a lot of time to read around here. - Uh, what about your family? - I-I mean, I'm--I'm sure that they wouldn't want--	Do you see any family sitting with me, dr. Grey?	Sehen Sie hier eine Familie mit mir sitzen, Dr. Grey?
formal	 	Run along, now. I'm not going anywhere. Not until you return my First Officer and give me a damn good explanation for what you're doing in our galaxy. - I've targeted your re-creation with Borg nanoprobes. - And we're willing to use them if you force us to. - Don't try to rattle my cage. - I'll disable your tactical systems before you... The last time our species engaged in battle, you suffered heavy casualties.	Are you willing to take that chance again?	Wollen Sie das noch mal riskieren?
formal	 	He's so ugly ! - - Xavier you look so fresh ! - This is the fresh air of America! - Did you know Xavier worked in a bank in Washington? - For a pension.. - Better than a bank!	People like you are leading the world!	Leute wie Sie dirigieren die Welt.
formal	 	What is your name? - Schroeder. - Schroeder. - Schroeder. - You can come out of this war alive.	If I shoot you.	Wenn ich auf Sie schieße.
formal	 	So it is. - Goes on great. - (he sniffs) Oh, I need a shower. - You find it all funny here, it isn't? - We had a resident who wanted to go to the South Pole.	What do you think, how far has she come?	Was glauben Sie, wie weit die gekommen ist?
formal	 	We hope you don't mind. - No, we don't mind. - Use it. We'll see you both very soon. - Excuse me, miss, have we met before? - No, I don't think so.	Are you wearing Shalimar perfume?	Tragen Sie das Parfum Shalimar?
formal	 	Even if this guy is obsessed with you, you have nothing to be afraid of. - You saw how he was chained up. - And he lives behind 20-foot concrete walls. - You're right. - I'm probably just being silly.	Sweetie, you have nothing to worry about.	Süße, Sie müssen sich wegen gar nichts Sorgen machen.
formal	 	I'm sorry. - I shouldn't have let her go but there was so much I had to do. - This has taken years of planning. - What about your writing? - Dax, try boosting the carrier amplitude. Maybe you can...	Jake, what's happened to you?	Vielleicht können Sie... Jake, was ist mir dir passiert?
formal	 	All praise to Buddha... - Hello. - Sorry for just leaving. - I had a lot to do. - -Sorry for the trouble.	-Where have you been?	Wo waren Sie?
formal	 	You should have let him. - Nelson. - I had to go myself, sir. - It's almost four hours' drive to Manhattan. - I'd had several cups of coffee. I stopped the car, relieved myself, then unlocked Winslow's handcuffs.	In other words, you dispensed with protocol.	Mit anderen Worten haben Sie die Vorschriften missachtet.
formal	 	- You're a born healer. - You get me. - She missed the fucking appendicitis. - - I vote she stays. - - Opposed? - I'm sorry, Dr. Roman.	We are dismissing you from All Saints.	Wir kündigen Sie aus dem All Saints.
formal	 	I'm so pleased to finally see you. - I'm the Doctor and I will be your victim this evening. Are you my mummy? - But you can't hurt me until my time is up. I think. - So are there magic words? - Is there a way to stop you in your tracks?	Oh, you really didn't like your gran, did you?	Oh, Sie mochten Ihre Oma wirklich nicht, was?
formal	 	Josh! - You don't want to do this. Sam? - ! - What the hell are you doing here? - - I'm here to help. Just put that down.	- Who are you?	- Wer sind Sie?
formal	 	Defense noted. - Yeah! - Anderson. Victims first. Let the perps lay where they lie? - Your assessment's now over. - Sir.	When I heard you'd called in a 10-24, I thought I'd better check it out.	Als ich hörte, dass Sie einem 10-24 gemeldet haben, wollte ich das lieber mal überprüfen.
formal	 	It's not a story. - You heard the recording. - Joe was working with the fbi. - This is his pin. - Joe was a Blue Templar, but he learned that some of the Templar's were doing very illegal things.	We need you to help us catch them.	Wir brauchen Sie um diese zu fangen.
formal	 	Perhaps... - Perhaps it's better this way. - I have dreamed my own death for 20 years now, you know. - Perhaps it's better if I die now. - If only to spite fate.	Do you want to live?	wollen Sie leben?
formal	 	Good to see you again. - Dr Gavin is a psychologist who specialises in the causes and treatment of violence in the workplace. - Her work's been published in the National Review of Psychiatry and in her two best-selling works of non-fiction. - Ladies and gentlemen, Dr Katrina Gavin. - Good afternoon.	Today I'll examine situations common to your company and others in the changing workplace.	Heute untersuche ich Situationen, die in Ihrer und anderen Firmen als Folge des sich wandelnden Arbeitsplatzes passieren.
formal	 	A weak world economy and we all go down together. - And poor countries can recover. - Take a look at China these last five years. - Through the operation of a vigorous and traditional trade... - China has become the fastest-growing economy in the world.	Lawrence, over to you.	Lawrence, Sie sind dran.
formal	 	You want me to do it. - We want you to do what you do so well: whip the votes. - I can't abandon the president. - If the party rescues him, we'll lose 50 seats in the House in the midterms. - You will lose your position in the leadership and it will take us a decade to regain the trust of the electorate.	All we're asking is that you have an open mind.	Wir bitten Sie nur, unvoreingenommen zu sein.
formal	 	He's the janitor, he has the power to throw us out and he's planning to. - If he stops throwing his weight around because we know the score ... - We can get him on board! - - That's the plan! - Now we know he's just a schmuck like us ...	I'm not a schmuck, you're the schmucks.	Ich bin keine Wurst. Ihr seid die Würste.
formal	 	Wait, wait, wait. - When did you send my mom notes on a paper? - August 16. - Right after her carpal tunnel surgery. - - Oh, did I thank you for the flowers?	- You did.	- Haben Sie.
formal	 	Space. - Ah, competition for that's gonna be fierce. - Yeah, Fargo has us looking at some new high-tech security thing. - It has to be seen to be believed, so... - Morning, Zane.	I'm detecting a change in your electrolytes since you arrived last night.	- Guten Morgen, S.A.R.A.H. Ich erkenne eine Veränderung bei Ihren Elektrolyten seit Sie gestern Abend eingetroffen sind.
formal	 	So I'm dead, and my book's not finished. - I can't do that to my readers. - I just need to find a way to get kate to the bridge Where she's supposed to meet nathan Before she's pulled back in time. - - After that, I'm all yours. - - Justine...	Yeah, between your voice and my leaky aneurysm, I'm having a bitch of a time focusing, so... Could you...	Yeah, zwischen Ihrer Stimme und meinem undichten Aneurysma... liegt eine verdammte Menge Zeit in der ich mich konzentrieren muss,... könnten Sie... bitte?
formal	 	Pink lady, pink case, pink phone. - There was a lot of pink. - Did you like it? - - Um... no. - - Why not?	I thought you'd be flattered.	Ich dachte, Sie wären geschmeichelt.
formal	 	I don't apologize more than once. - Look, I can help you with what you're looking for. - I just need to know what it is that you're looking for. - I'm sorry. - Help me with... what?	Do you know what this is?	Wissen Sie, was das ist?
formal	 	Please! That is a torpedo launch initiator and it's... - It is Worf, madam, not Woof. - There you are, my dear! - Where have you been? - I've been waiting.	- So nice to see you again so soon.	- Ich freue mich, Sie wiederzusehen.
formal	 	"Public Enemy," he calls me! - Me, who gave him his public all wrapped up with a fancy bow on it! - Angel, lay my clothes out. - - What suit? - Some little wildcat.	I knew one like you a long time ago.	Ich kannte eine wie Sie.
formal	 	Karly, you need my help - Alex, this is my job. - How come women never listen to me? - What? - Stay sharp, boys.	Now, if you come across a hide or lair, your first priority is to drop the thermite pack and fall back immediately	Also, wenn Ihr auf ein Versteck oder eine Höhle stoßt, hat das Ablegen des Thermitpakets oberste Priorität. Zieht euch dann zurück.
formal	 	Did Machiavelli have a point of view on revenge? - Find out. - Now, access needed to STAR Labs. - Must find space to stash hallucination generator. - Send front page of Daily Planet out for framing.	Wolcott, are you getting all this?	Wolcott, haben Sie das alles?
formal	 	In a hostage crisis, first contact with the police is critical. - One wrong word from a hostage-taker can be the difference between the start of negotiations or the start of an armed assault. - - Pick up the phone! - - Stop! - He said I should... - - Leave it.	You sound like you're gonna jump off a bridge.	- Lassen Sie es. Sie klingen so, als wollten Sie von einer Brücke springen.
formal	 	- This is important. - Look. - - Brilliant. - - The other one. Yep. - As mass-produced poster slogans go, that's good.	Dr. Pincus, at some point in your life, you're gonna have to stop, and ask yourself the ultimate question.	Irgendwann in lhrem Leben müssen Sie sich die entscheidende Frage stellen:
formal	 	That's a big commitment, Mr. Sosa. - Something like that... - Too bad Frank's not here. You should talk to him. - - It would've been nice if he'd come. - - He would like to come but with his trial coming up, it's hard for him to get out of the country.	- So he sent you instead?	-Also schickte er Sie?
formal	 	Hey! - If Lotte could see you now, she'd give you a few whacks! - For 15,000 dollars, I'll gladly take a few days off. - I have to go. - I'm Colonel Kr.ger	I'm sure your wife told you about me.	Ihre Frau hat sicher von mir erzählt. Setzen Sie sich bitte.
formal	 	It's almost criminal. - You wouldn't know a real criminal if one popped out the toilet and bit your ass. - I don't think there's any point in going on with this.	You sit down, you get smart, and you listen to me.	Setzen Sie sich, beherrschen Sie sich und hören Sie mir zu.
formal	 	Oh. why? - because one of us devotes every minute to this place While the other travels around the world To attend to his little billion-dollar empire. - Oh. that's funny. - I just... - -I just always thought it was alphabetical. -yeah, alph--	-Okay, you know what?	- Okay, wissen Sie was?
formal	 	Why? - Why are you fuckin' up yourself chasing Avon Barksdale? - A week after trial ends, Major comes to me... asks me where I want to go. - I tell him, I don't care, I like to be outside, you know? - Give me a goddamn foot-post...	I'll still make my money, you know... send my ass up to Edmondson Avenue, I don't give a shit.	Ich werde mein Geld so oder so verdienen,... schicken Sie mich in die Edmondson Avenue, ist mir scheißegal.
formal	 	- Yeah. - OK, here goes. - I'm off again! - What a surprise! - You're concerned about the polar bears as well?	- What are you doing here?	- Was machen Sie hier?
formal	 	I don't want to die. - Then turn around. - No. - Turn around. - I can't.	Don't you understand?	Verstehen Sie nicht?
formal	 	All right, on my command. - Open fire! - My truck! - You son of a bitch! Alex, don't! - Are you insane? What were you thinking?	Hey, did you miss me?	- Haben Sie mich vermisst?
formal	 	Two hundred dollars! - I'll do it. For five. What? - I'll pay you two hundred and fifty dollars. - Now, I ain't cheap, but I can be had. - My minimum price for taking a stranded woman... to a telephone is four hundred dollars.	Will you take three hundred seventy-five in traveler's checks?	- Nehmen Sie 375 Dollar in Reiseschecks? - American Express?
formal	 	Cleo. - All right, all right. - I understand there was someone else involved in this little incident. - - Is that right? - - That's right.	It is against regulations, you know.	Das ist gegen die Bestimmungen, wie Sie wissen.
formal	 	Bad for the public image, right, Mr. Key-to-the-City? - What did you do to her? - I did what you failed to do. - I was there for her. - Mary Jane and I, we understand each other.	- She doesn't know what you are.	- Sie kennt dich nicht.
formal	 	If there's any problem, come back and see me. - - She's parked down there. - - Thank you. - Good evening. - Remember me?	- Did you find the person from Béziers?	- Haben Sie die Person gefunden?
formal	 	Here. - Oh, sorry. - - Either way... There's nothing left to do. - - Matthew Anderson. - - No more studying, no more preparing...	- Nice to meet you.	- Schön Sie kennen zu lernen.
formal	 	Success breeds enemies, which you'll discover soon enough after women win the vote. - Stock prices over the ticker, racing results by wire. - Soon radio, I'm told, will transmit news stories within minutes of their occurrence. - It's the age of information. - And a businessman lives and sometimes dies on its value.	Do you know why I'm a successful gambler, Mr. Doyle?	Wissen Sie, warum ich ein erfolgreicher Spieler bin, Mr. Doyle?
formal	 	And she's finally doing the right thing. - What? - Have none of you ever done anything bad that you need a lawyer for? - Sometimes your client wants to plead guilty. - And it doesn't happen often, but when it does, you have to make sure you get them the best plea deal possible.	What are you looking for?	Was wollen Sie?
formal	 	Thank God, a cluster of people who speak English. - - Dearest Ruth. - - William. - Chancellor, this is Gina. - Yes, I remember.	How are you enjoying yourself, Gina?	Amüsieren Sie sich gut, Gina?
formal	 	Ah, gladiators! - I've supplied Rome with many of it's finest champions. - Sadly with the arena in Capua gone, there's less interest in be men of such talents. - Fortunate for my cause then. - Come.	Let us see how you can further aid it...	Sehen wir, wie Ihr uns weiterhelfen könnt...
formal	 	Authenticate identity with recognition codes immediately. - Sir. - I'm receiving Colonial recognition codes. - They're authentic. - Galactica, this is Pegasus actual.	Adama, is that you?	Adama, sind Sie das?
formal	 	Because I want my life back and you don't have the right. - Not only do I have the right. - It's my duty. - Your life. - You have no life.	I've been your life!	Ich bin Ihr Leben gewesen!
formal	 	You missed seeing the ballet. - We will do it again two nights from now, and you will see it then. - - But I did see the ballet. - You did? - - Yes. - - How?	- I thought you were...	- Sie waren doch...
formal	 	Have you ordered? - I'm told the Chilla pancakes here are not to be missed. - You're probably wondering why I requested this meeting. - I presume it's to tell me my services are no longer required. - Why would you think that?	Well, I've loved buying fabrics and textiles for you.	Ich habe sehr gerne Stoffe und Textilien für Sie gekauft.
formal	 	I'll handle it. - Sorry again about last night. - Forget about it. - Emily. - I'm so happy you've decided to join our weekly lunch.	Ashley has continually alerted me of your interest in all my causes.	Ashley weist mich ständig auf Ihr Interesse an meinen Initiativen hin.
formal	 	That job could... ..change a man. - Yes, it does. - Frequently. - Well, I won't keep you. - Goodbye, Perkins.	Good to meet you.	- War schön Sie kennenzulernen.
formal	 	What am I gonna do? - You will not run out and leave her here. - Yeah, all right. - Joey's gonna be right back. - Right back?	Meanwhile, let's talk about you.	In der Zwischenzeit lassen Sie uns über Sie reden.
formal	 	It's a very big scream. - My ankle bit. - See, I stand up and I walk around on my ankles. - Now stand up, sir, and let me show you how to do it. - - Now you gotta turn your ankles...	- Mr. Berle, Mr. Berle, I am not your pupil.	- Mr. Berle, ich bin nicht Ihr Schüler.
formal	 	You're the agent in command, Lana. You should focus on keeping my morale-- - Hi. Excuse me. - Could you go ahead and shoot one or both of us now? - Uh, also a good leader is never sarcastic. - Oh, we don't shoot you.	After mission finish we take you back to glorious Democratic People's Republic of Korea.	Nach Abschluß der Mission nehmen wir Sie mit zurück in die glorreiche demokratische Volksrepublik Korea!
formal	 	You know the Ancients? - Hold on. - What are the Ancients? - What the hell is this guy? - If you discharge that weapon in my direction, I shall come over there and tear you in half.	I see you've been hunting the Master for some time.	Ich verstehe, dass Sie den Meister eine Zeit lang gejagt haben.
formal	 	OK. - Do you mind keeping it down? - Do I have to ask you again? - You know what? - Just back off, OK? !	You're asking me what I "do" the other day?	! Sie fragen mich, was ich den ganzen Tag mache?
formal	 	But it is true! - You never thought your little girl would take that watch to school and trade it for a bike, did you? - Bet your partner in crime's really pissed at you right now. - I swear to God, I have absolutely no idea what you guys are talking about. - We're talking about a woman who's killed at least eight people, and that Rolex connects you to her.	Now, we know it's not your wife.	Wir wissen, es nicht Ihre Frau.
formal	 	'Immediate evacuation.' - Come on! - 'Toxic fumigation is about to commence.' - No questions, just get in! - And yes, I know it's big!	Ambrose, sickbay up the stairs, left, then left again... get yourself fixed up.	Ambrose, das Lazarett, die Treppe hoch, links, dann wieder links... versorgen Sie sich selbst.
formal	 	Saturday is the field trip to Babylonia. And very important: Do not do your homework without wearing headphones... - De Nomolos. - My old teacher. - Rufus. - My favorite pupil.	- I thought you were...	- Ich dachte, Sie wären...
formal	 	- Then let the Boche pay for it. - And who was the Boche shooting at when they made those holes? - Does that make us responsible? - Who else? - Certainly they were not shooting at me.	They were shooting at us while we were helping liberate you.	Sie schossen auf uns, weil wir Sie befreiten.
formal	 	What are you doing, Peter? - Show this to your editor. - Tell him to check his source next time. - It's a fake. - Empire State Photographic Department confirms it.	Pack your things. Get out of my building.	Packen Sie Ihre Sachen und raus.
formal	 	My son is not a killer. - - Aha, you are the mother. - Your bloody son tried to kill me. - Take it easy, sir. - - You cow, you.	What have you got to say?	Was haben Sie zu sagen?
formal	 	Well, you should know, you've won a lot of respect here with the operation to take out the Langley bombers. - Maybe I should've brought their heads back on a spike. - Hello, everyone. Sorry I'm late. - - Mike. - - Hey!	Hope the White House can survive without you for one day.	Das Weiße Haus überlebt hoffentlich einen Tag ohne Sie.
formal	 	I'm leaving. - They don't know me yet. - These are the last ones, Professor. - Kyber proposed 8000 possible trajectories. - That's quite a few isn't it?	-Did you find the personnel files?	Fanden Sie die Personalakte?
formal	 	(whispers) It's the same man who called before. - Hello? - What's this story about a smashed car? - Don't worry, miss. - My car is OK. It's fine.	I needed a pretext to find you. That's the truth.	Ich brauchte einen Vorwand, um Sie zu finden.
formal	 	Is that clear? - Thank you, Lieutenant. - Now, I want you to report to me every two hours. - Every two hours? - That's fine.	Each time you'll drink a glass of half milk and half cream.	Jedes Mal trinken Sie ein Glas mit halb Milch halb Sahne.
formal	 	What did she say? - She said to kill them all. - I came here to collect my son's body. - Now that it's been released, my business here in Bangkok is done. - I'm ready to go home.	- When are you leaving?	Wann reisen Sie ab?
formal	 	At your service. - I want to know who the players are. Who set it up. - Who the hitters are. - Everything. - And I know that you know.	Let's imagine that you are right.	Angenommen, Sie hätten recht.
formal	 	I mean Bobby Z I got I gotta talk to him - Not a good idea - Why, he won't believe I'm Bobby - No, he's not usually that fucked up this early in the day - Yeah	What do you want	Was wollen Sie?
formal	 	- A little boy, ten years old. - We looked everywhere and found nobody. - We'll drive to the police station now and take it from there. - There's a little boy in the forest. - Please, believe me.	You have a visitor.	- Besuch für Sie.
formal	 	You're together, aren't you? - Well, I wouldn't say we're together. - I've just seen him a couple of times. - Martin is a pretty busy person. - He hasn't much time. When he puts so much into something, it's for a reason.	And what's that got to do with you?	-Und was geht Sie das an?
formal	 	We'll soon see. The wages are 19 shillings a week. - Thursday and second Sundays off, from ten till ten. - - That'll be fine. - - I should think so. - Remember, there are 50 girls for every job in London.	I'll take you to your room.	Ich zeige Ihnen Ihr Zimmer.
formal	 	How about clearing the field before MacPherson takes off? - - Nitro. - Oh, my goodness, you said it! - I didn't think of that at all. - - How's this stuff packed? - - All in rubber.	Here's a trapdoor if you wanna get rid of it.	Hier ist eine FaIItür, wenn Sie es loswerden wollen.
formal	 	This whole country is built on the shoulders of people who tinkered... with crackpot ideas in attics and basements and backyards. - - Alexander Graham Bell working in a two-room flat. - - Young man, don't presume... to stand there and lecture me about great minds... and great inventors. - Whatever I've been over the years, I've never been a fool... or been involved with anyone else who is. - I certainly don't intend to start now.	- Charles? - Yes, Clifford? - You're fired.	Charles, Sie sind gefeuert.
formal	 	I am Kagami, Head Footman. - Tonishige, at your service. - Mademoiselle Kasumi awaits you inside. - Thank you. - Huh? !	Mademoiselle, your bags...	Mein Fräulein, Ihre Tasche bitte...
formal	 	- Get back. - Jarek. - What's wrong, Jarek? - This is exactly what you wanted, wasn't it? - Get back!	What are you going to do?	- Was wollen Sie tun?
formal	 	So you're not gonna eat me? - No, thanks. - I already had a big bowl of curly-toed weirdo for breakfast. - Wait up! - What's your rush?	Where you going?	Wohin gehen Sie?
formal	 	What more is there? - - A word. - - What word? - Why won't you tell me? - If that is all I need, just a word, why won't you tell me?	If you will not tell me, why am I here?	Wenn Sie es mir nicht sagen, warum bin ich hier?
formal	 	No, Sir. - - Just some freak occurence? - - Yes, Sir. - Was that what you're gonna tell the judge then? - Maybe you'll get lucky, and he'd be a football fans. - You know who I am.	- Oh, I know who you are.	- Sie wissen, wer ich bin?
formal	 	So, Mr. Kung, tell me. These tools? - What's the story? - I hope you didn't find me presumptuous. - But I wanted to get your professional opinion on these. - Well, they're made of the cheapest pig iron I've ever seen.	And if the goal is to get as much silver out of the mines as quickly as possible, you'll never reach your quota.	Wenn das Ziel ist, schnell möglichst viel Silber zu schürfen, erreichen Sie Ihr Pensum nie.
formal	 	What's happening at madam's? - Look, kid, call her back and tell her that Hogan said everything will be worked out. - Tell Ozark to simmer down. - Better yet, get him back here and I'll tell... - Hogan?	What are you doing here?	Was machen Sie denn hier?
formal	 	Fine. - But we do this my way. - Dang it! - I knew I should have used those big old yellow pills instead. - Look, I'm sorry, but you showed up just when my supplies were running low.	Okay, I loaded your truck with diesel, and I will be out of your hair in a minute.	Okay, ich habe Ihren Laster mit Diesel beladen und werde in einer Minute verschwunden sein.
formal	 	I wanted to understand what happened to her. - Nobody else here seems to care. - Nobody else cares? - Listen. - There have been 1 0 cases of unexplained coma in young, healthy patients in the last year.	Now, don't you find that surprising?	- Überrascht Sie das nicht? - Nein.
formal	 	That's all right. - Sit down, won't you? - - What are you drinking? - - Nothing, thanks. - That's a mistake.	I wanted to see you.	Ich wollte Sie sehen.
formal	 	Jordan, I'm telling you he's not gonna do anything to you. - You're blowing this way out of proportion. - I have been listening to you for five hours and I still don't feel better. - I'm calling the board. - To tell them what?	That you lied?	Dass Sie gelogen haben?
formal	 	He wants more. Don't you, Rocco? - That's it! - More. - That's right, I want more! - Will you ever get enough?	Will you, Rocco?	MCCLOUD: Werden Sie, Rocco?
formal	 	You want to check him for police brutality? - You got as long as it takes to print him. Get in here. - -I know you don't know who we are. - -Your right hand, please. - Our law firm represents the building you have your shop in.	We've been sent here to try to arrange bail for you.	Wir sind hier, um Kaution für Sie zu hinterlegen.
formal	 	What you could do is pull your hair up once in a while. - It would open up your face because remember, people care about people who care about themselves. - - Okay. - Hi. Your name is? - - Jason. - - Jason.	If you change your mind, it's P.S. 31, Priscilla, Miss Gordan's class.	Falls Sie doch können: Schule 31, Priscilla, Klasse von Miss Gordon.
formal	 	-Nice lighter. - -I have it always with me. - -You come here often? - -No,I wouldn't say so. - -So,noone knows you here?	-No.What's your point?	- Nein. Was wollen Sie mit der Frage?
formal	 	It says here that billions don't have clean water... or thousands are dying of AIDS, but you know it would be better... if you could see children drinking the dirty water... or, you know, see a child... - No, I mean, not see a child dying... but, you know, something that would make it more real. - That's a very good idea. - I'll suggest it for the next summit. - I'm glad to be helpful.	Would you like some chocolate?	Möchten Sie etwas Schokolade?
formal	 	That's right, I want more! - Will you ever get enough? - Will you, Rocco? - Well, I never have. - No, I guess I won't.	Do you know what you want?	Wissen Sie, was Sie wollen?
formal	 	And I don't let anyone treat me like a whore. - But I'm only inviting you to dinner. - No you're paying me to have dinner. It's not the same. - You think that you can buy everything with money, but you can't. - Shit, Lola, I'm trying to say sorry for yesterday.	You wanted to turn the table upside down, right?	Wie war das noch gleich mit dem Spieß? Sie wollten ihn auf den Kopf stellen.
formal	 	I won't be getting much sleep tonight. - What time do you leave in the morning? - Early. - Well... then I'll catch up with you on your next visit. - - Take care, Lennier.	- And you, Vir.	- Und Sie auch, Vir.
formal	 	I'm measuring the coagulation of saliva after death. - I see you've written up the taxi driver case. - Er... yes. - A Study In Pink. - Nice.	Well, you know.	Naja, Sie wissen ja.
formal	 	Tom Seybolt? - You and him were laundering money from Rayborn, right? - No, not me and him. - Just him. - Just him?	He was your friend and you didn't know?	Er war Ihr Freund und Sie wussten es nicht?
formal	 	I went hometo take a shower. - That must have been nice. - They said she wasstill in surgery. - I had glass in my hair,aunt lindsey. - Well,I'm glad thatyou're feeling refreshed.	Good afternoon.Are you the daughter?	Guten Tag. Sind Sie die Tochter?
formal	 	-No. No. - How can you feel that anyone here would betray you, you who we would follow even unto our death? - Does everybody want soup? - Please,we must talk. This may be our last supper. - It's my first order.	Are you all together, or is it separate checks?	Eine Frage, dann gehe ich. Bezahlen Sie zusammen oder getrennt?
formal	 	- Are you sure about this? - - Yeah. - (loud rock music) - (music off) - (in Chinese) All you guys do is eat and gamble.	- I told you to keep this place clean.	- Ihr müsst den Laden sauber halten.
formal	 	- See? - It's all relative. - The natives are getting restless. - Prayer is a good thing. - Maybe it'll keep them too preoccupied to shoot at us.	Sir, the scuttlebutt I'm hearing says you may be relieved of command.	Sir, es gehen Gerüchte um, dass Sie das Kommando verlieren.
formal	 	I didn't believe you when you tried to warn me the other day. - Forget it. - Now you see I shouldn't have been afraid. - No, you were right and I was unaware. - I'm not unaware any more.	I wanted you to know it.	Ich wollte, dass Sie das wissen.
formal	 	- What do you mean? - You know, J.B., look, I've always thought of you as a man of perspicacity and vision. - I mean, open to new ideas. - - But now, I don't know, I'm thrown. - - By what?	The way you talked to Bud.	Die Art, wie Sie eben mit Bud geredet haben.
formal	 	Mr. Thorpe, I don't see any members of the police commission. - Are there any members of the police department in the room? - Is Chief Davis here? - Is Captain Jones here? - Is there anybody here representing the police?	Mrs. Collins, could you come across the street with me for just a moment?	Mrs. Collins, würden Sie mich bitte kurz bis über die Strasse begleiten?
formal	 	Do the same. We're being hailed. - Mr. Boothby. Captain Janeway. - Good to see you after all these years. - Enjoying the Delta Quadrant? - Don't get sassy with me, young lady. This re-creation may be Starfleet, but our weapons are far more sophisticated.	I can destroy your vessel with a single command.	Ich kann Sie auf Befehl zerstören. Fliegen Sie ruhig weiter.
formal	 	- Theft. Malicious mischief. - Child endangerment. - If you'll excuse me. - Clifford. - Well, I hardly know what to say. I tried to warn you about Szalinski from the very beginning. Yes.	Yes, you did, Charles.	Das haben Sie, Charles.
formal	 	What a coincidence! - I was just heading that way myself. - But, seriously, letme give you a ride. - I insist. - Come on.	It's the least I can do after all you've done for me.	Das ist das Mindeste, das ich tun kann. Sie haben mich gerettet.
formal	 	- Lock me in my room. - You'll feel much better after a hot bath. - Have you had anything to eat? - I am pleased to inform you, sir, that your plans for my daughter seem to have gone a trifle awry. - She is not, nor will she ever be, married to that labor agitator that you so kindly picked out for her. - As for my son, he has been apprehended in Toledo and will be brought home within the hour.	Not having your gift for invective I cannot tell you what I think of your obnoxious interference in my affairs but I have arranged that you will interfere no longer.	Da ich mich nicht gerne besudle, sage ich lieber nicht, was ich von Ihrer Einmischung in mein Privatleben halte.
formal	 	We're doing our best... - We should be working together - For children, nothing's confidential. - Until all the problems are ironed out you people won't set foot in here! Goodbye. - I'm sorry	What're you looking at me for?	Warum sehen Sie mich so an? Nichts zu tun?
formal	 	- Oh, that's convenient. - No, it's not convenient. - It's really inconvenient. - Listen, I'm not a liar, okay? - I've been a lot of things. I've been cold, selfish, self-centered. I'm not a liar and I'm not lying now.	Gwen, I've lived more in the last few days that I've spent with you, since I died, than I ever lived before I died, back when I was living, the first time.	In den letzten Tagen mit Ihnen, nach meinem Tod, hab ich intensiver gelebt als vor meinem Tod, als ich noch lebte. In meinem ersten Leben. Wissen Sie, was ich meine?
formal	 	Reverend Laws is a comfort. - This is Detective Helen Marshall. - - How are you? - You work your team too hard, Mr. Hunter. I'll be the judge of that. - Do you want to sit down? Thank you.	Mrs. Hall, would you mind if we had a word in private?	Mrs. Hall, darf ich Sie unter vier Augen sprechen?
formal	 	I don't care what it takes. - I just want him dead in the next 48 hours. - Or I will personally turn the two of you in. - You know, maybe the problem with our plan is that Polo isn't in on it. - You wanna make that headcase our partner?	I've been expecting you.	Ich habe Sie schon erwartet.
formal	 	I would have you quickly removed from such concerns. - And well compensated for allowing eyes upon your latest offerings, in advance of auction... - You must have pressing need, to venture out on such a night. - I fear the rising sun would dash hopes of it being met. - Short of time, long of coin.	What form of slave narrows your purpose?	Welche Art von Sklaven habt Ihr im Sinn?
formal	 	That's what you've got to do. - You've got to think of it as medicine. - - Well, it's the best way. - - All right, now, no coffee, no smoking, no liquor, no emotional excitement. - Well...	The way you've been abusing yourself, I know you need a lot of milk and cream.	So wie Sie mit sich umgehen, brauchen Sie jetzt viel Milch und Sahne.
