src_ctx	src	trg
Lin was born in Xingang, Chiayi. His great-grandfather was a poet and a businessman who founded a school during the Japanese colonial period.	[pr] came from an intellectual family.	Er stammte aus einer intellektuellen Familie.
Lobačevskė started out as a track runner and in 1998 she represented her country in the 3000 metres at the 1998 World Junior Championships in Athletics. In her final international outing in the younger age categories, she finished 13th in the 10,000 metres at the 2001 European Athletics U23 Championships.She stopped competing in athletics at the top level after 2001 and attended Vilnius Pedagogical University.	The following year [pr] placed sixth in the 5000 metres at the 1999 European Athletics Junior Championships held in Riga.	Im darauffolgenden Jahr wurde sie bei den in Riga veranstalteten Leichtathletik-Junioreneuropameisterschaften 1999 Sechste über 5000 Meter.
In that capacity he was a member of the Senior Management Team of the Bank led by President Kaberuka, contributing to its overall strategic direction and institutional performance. He is the former Vice-President of the African Development Bank in charge of Country and Regional Programmes (as of October 2014).	Thomas Zondo Sakala (born 3 March 1955) is an experienced Zimbabwean economist and development banker.	Thomas Zondo Sakala (geboren am 3. März 1955) ist ein erfahrener Ökonom und Entwicklungsbanker aus Simbabwe.
In 1988, she returned to Spain and began working for the Santander Group. In 2002, she became the executive chairman of the Spanish bank, Banesto.	During that time, [pr] was involved in the bank’s 1997 acquisition of a 51 percent stake in Banco Osorno y La Union, the largest bank in Chile, for $495 million.	In dieser Zeit war sie an der Übernahme der Bank von einem 51-Prozent-Anteil an der Banco Osorno y La Union, der größten Bank in Chile, im Jahr 1997 für 495 Millionen $ beteiligt.
At the 2008 World Cup, he won the gold in the 3m Synchro Springboard.He is the 2008 Olympic Champion on the 3m Synchronized Springboard with Wang Feng and won bronze in the Men's 3m Springboard.In 2009, he again won the 3m Synchronized Springboard with Wang Feng at the World Championships in Rome. Qin Kai (simplified Chinese: 秦凯; traditional Chinese: 秦凱; pinyin: Qín Kǎi; born January 31, 1986) is a Chinese athlete who competes in diving.	[pr] also won the individual gold at the 1m Springboard at the same championships.	Bei derselben Meisterschaft gewann er außerdem die Goldmedaille im Einzelspringen vom 1-m-Brett.
In 1962, she was the first Bahamian to become matron of the public hospital and in 1965, was installed as principal matron of the Public Health Department. She drove for the establishment of the Bahamas Nursing Council, a governing body for the country's nursing industry and was influential in developing a degree based nursing certification.	[pr] worked as the Chief Nursing Officer of the Ministry of Health between 1970 and 1980 and thereafter served as the country's Director of Nursing.	Sie arbeitete zwischen 1970 und 1980 als Chief Nursing Officer des Gesundheitsministeriums und diente anschließend als Director of Nursing des Landes.
Ana Patricia Botín-Sanz de Sautuola O'Shea, DBE (born 4 October 1960) is a Spanish banker who has served as the executive chairman of Santander Group since 2014. Prior to this she was chief executive officer (CEO) of Santander UK, a role she held from December 2010 until her assumption of the chairmanship.	[pr] is the fourth generation of the Botín family to hold this role.	Sie ist die vierte Generation der Familie Botín, die diese Stellung innehat.
His time of 47.93 seconds to win the 1990 European Athletics Championships was a British record, and he also won gold at the 1990 Commonwealth Games. He followed this with a British 400 m hurdles record of 47.82 seconds to take the bronze medal at the 1992 Barcelona Olympics, where he also won bronze with the 4×400 m relay team.	[pr] reached the peak of [pr] career over the next two years, winning a hurdles bronze medal at the 1991 World Championships and anchoring the British team to a narrow victory over the American team in 2:57.53 minutes – a British record for the 4 × 400 m relay.	In den darauffolgenden zwei Jahren erreichte er den Höhepunkt seiner Karriere, als er bei den Weltmeisterschaften 1991 die Bronzemedaille im Hürdenlauf gewann und dem britischen Team in 2:57,53 Minuten einen knappen Sieg über das amerikanische Team sicherte – britischer Rekord für die 4x400-m-Staffel.
Ivan Khristoforovich Gevorkian, born Hovannes Khachaturi Gevorkian Armenian: Հովհաննես Խաչատուրի Գևորգյան; Russian: Иван Христофорович Геворкян; (March 28, 1907 – October 19, 1989) was a prominent Soviet Armenian surgeon and scientist who published 10 monographs and more than 230 scientific papers. Ivan Gevorkian was born in the village Karmir, near the city of Gavar in Armenia.He graduated from medical school in Leningrad in 1930.	[pr] main research was dedicated to anesthesia, blood transfusion, the treatment of endarteritis of extremities and other surgical illnesses.	Seine Forschungsschwerpunkte waren der Anästhesie, der Transfusion von Blut, der Behandlung von Endarteriitis der Extremitäten und anderen chirurgischen Erkrankungen gewidmet.
Favaloro graduated with a medical degree in 1949. René Gerónimo Favaloro (July 12, 1923 – July 29, 2000) was an Argentine cardiac surgeon and educator best known for his pioneering work on coronary artery bypass surgery using the great saphenous vein.	[pr] then applied for a position as a medical auxiliary, but the offer required him to enroll in the Peronist Party, which [pr] did not accept.	Anschließend bewarb er sich um eine Position als medizinische Hilfskraft, doch das Angebot verlangte von ihm den Eintritt in die peronistische Partei, was er nicht akzeptierte.
He earned a law degree from the Washburn University School of Law, in Topeka, Kansas, in 1963. After graduation, Lewis went to work as an attorney in the U.S. Justice Department and later in the Office of Compliance in the Equal Employment Opportunity Commission.	[pr] worked full-time at the Menninger Clinic while attending law school.	Er arbeitete in Vollzeit in der Menninger Clinic, während er die juristische Fakultät besuchte.
Sir Mekere Morauta, KCMG (born 12 June 1946) is a Papua New Guinean economist and political figure. Mekere Morauta is also the most important opposition politician when not in office.	[pr] was Prime Minister from 1999–2002.	Von 1999–2002 war er der Premierminister.
Before and after his graduate schooling at McGill University, Worrell worked as an economist at the Central Bank of Barbados from 1973 to 1998, during which time he founded its Research Department. As deputy governor during the 1991 economic crisis in Barbados, he helped the government of Prime Minister Erskine Sandiford formulate a monetary strategy to bring the country out of the crisis.	[pr] rose to become the bank's deputy governor from 1988 to 1998, with responsibilities for research, management information systems, and banking supervision.	Er stieg auf und wurde von 1988 bis 1998 stellvertretender Gouverneur der Bank, mit Verantwortung für die Forschung, Management-Informationssysteme und die Bankenaufsicht.
Doreen Paul (born 1962) was a Dominican banker who served in politics from 1990 to 2000. Doreen James was born in 1962, in the west coast village of Layou in British Dominica to Dorothy and Isaac James.	[pr] was particularly involved, as the Minister of Health and Social Security, in the development of infrastructure improvement projects including health centers, sports complexes, roads and water systems.	Als Minister of Health and Social Security war sie speziell mit der Entwicklung von Projekten zur Verbesserung der Infrastruktur einschließlich Gesundheitszentren, Sportanlagen, Straßen und Wassersystemen befasst.
After choreographing dance to the poem Femme Noir, Femme Nu, she came to the attention of the author - President Léopold Sédar Senghor of Senegal. Germaine Acogny (born 1944), is a Senegalese dancer and choreographer.	After realising they had similar aspirations for African identity and culture, [pr] sent [pr] to work with choreographer Maurice Béjart in Brussels, Belgium.	Als sie feststellten, dass sie ähnliche Ziele für die afrikanische Identität und Kultur haben, entsandte er sie, um in Brüssel, Belgien, mit dem Choreografen Maurice Béjart zu arbeiten.
She rose to the position of managing director. She was also the first woman CEO in all of Barclays Bank's African subsidiaries at the time.	[pr] was the first Zambian and first female chief executive at Barclays Bank of Zambia.	Sie war die erste Sambierin und erste weibliche Chief Executive bei der Barclays Bank Zambia.
She was the first woman from Odisha to go to England for higher studies. She had five siblings.	Sailabala Das eldest child of Ambica Charan Hazra and Prosannamayee, was born on the 25 March 1875 at the Bhowanipore (Calcutta) house of Madhusudan Das.	Sailabala Das ist das älteste Kind von Ambica Charan Hazra und Prosannamayee und kam am 25. März 1875 in Bhowanipore (Kolkata) im Haus von Madhusudan Das zur Welt.
After graduating from university he worked as an economist in both the public and private sectors. Other positions he has held include Managing Director of the government's commercial bank, the Papua New Guinea Banking Corporation (1983–1992), and Governor of the Bank of Papua New Guinea (July 1993 – September 1994), PNG's central bank.	In 1975 [pr] was the first Papua New Guinean to be appointed Secretary of the Department of Finance, a position which [pr] held until 1982.	1975 wurde er als erster Papua-Neuguineer zum Finanzminister ernannt; diese Position hatte er bis 1982 inne.
In 1974, he received a Master of Medicine in surgery degree from Makerere University. He is also a fellow of the College of Surgeons of East, Central and Southern Africa, a college he helped found.	[pr] subsequently was elected a Fellow of the Royal College of Surgeons of Edinburgh.	Anschließend wurde er zum Fellow des Royal College of Surgeons of Edinburgh gewählt.
He supported the struggles of workers, and wrote various articles for socialist publications. Around this time he also wrote a lengthy history of labor.	In 1905 [pr] wrote in praise of the sailors of the Battleship Potemkin uprising, and received a letter from Bienvenu Martin, minister of public education, reproving him for not having used the reserved language required of public servants, and particularly of teachers.	1905 schrieb er ein Loblied auf die Matrosenrevolte auf dem Panzerkreuzer Potemkin und erhielt darauf einen Brief von Bienvenu Martin, dem Minister für das öffentliche Schulwesen, in dem er ihm unterstellte, hierfür eine für Staatsbedienstete, und insbesondere für Lehrer, nicht angemessene Sprach- und Wortwahl verwendet zu haben.
Delano Eugene Lewis (born November 12, 1938) is an American attorney, businessman, and diplomat. He is the father of actor Phill Lewis.	[pr] was the United States Ambassador to South Africa from 1999 to 2001, and previously held leadership roles at the Peace Corps and National Public Radio.	Er war von 1999 bis 2001 der Botschafter der Vereinigten Staaten in Südafrika und hatte zuvor Führungsrollen beim Friedenskorps und dem National Public Radio inne.
Hilda Valeria Barnice Bowen was born on 12 October 1923 in Nassau, Bahamas to Jestina (née Johnson) and Irvin Bowen. When she completed her schooling in 1942, she worked as a teacher for grade one elementary students for three years.	Born into a family of six, [pr] attended St. Francis Xavier primary school in New Providence, the Western Junior and Senior Schools, and graduated from the Government High School in a class of fifty students with only around 8 girls.	Als Kind einer sechsköpfigen Familie besuchte sie die St.-Francis-Xavier-Grundschule in New Providence, die Western Junior und Senior Schools und schloss die Government High School in einer Klasse mit fünfzig Schülern mit nur etwa 8 Mädchen ab.
Sailabala Das eldest child of Ambica Charan Hazra and Prosannamayee, was born on the 25 March 1875 at the Bhowanipore (Calcutta) house of Madhusudan Das. Following an untimely demise of her mother, she was adopted by Madhusudan Das.	[pr] had five siblings.	Sie hatte fünf Geschwister.
Morio Kasai (September 29, 1922 – December 8, 2008) was a Japanese surgeon who had a strong interest in pediatric surgery. He is best known for devising a surgical procedure, the hepatoportoenterostomy, to address a life-threatening birth defect known as biliary atresia.	While Kasai went into practice at a time when pediatric surgery was not an established subspecialty, much of [pr] clinical and research work was related to the surgical care of children.	Obwohl Kasai in einer Zeit zu praktizieren begann, in der die Kinderchirurgie keine etablierte Unterspezialisierung war, stand ein Großteil seiner klinischen und wissenschaftlichen Arbeiten im Zusammenhang mit der chirurgischen Versorgung von Kindern.
As a child during the Second World War, he grew edible plants in his family's backyard and rooftop, and raised rabbits for food. He first studied at Hokkaido University, where he completed his Bachelor of Science in 1956 and Master of Science in 1958.	In [pr] spare time, [pr] enjoyed playing with animals, including insects, fish, birds, rabbits, and dogs.	In seiner Freizeit spielte er gerne mit Tieren, darunter auch Insekten, Fische, Vögel, Kaninchen und Hunde.
Chow graduated from the University of Hong Kong, with a bachelor's degree in Social Sciences. He became a registered nurse in Hong Kong and a state registered nurse in the United Kingdom.	[pr] also got a diploma in health administration.	Zudem hat er auch ein Diplom in Gesundheitsmanagement erworben.
With his appointment, President Moon completed formation of his first cabinet in 2017. Park graduated from Seoul National University with a Bachelor of Arts in Economics and a Master of Arts in political science.	As of 2020, [pr] is leading one of three ministries in which the head has not changed since Moon's presidency began, along with Minister of Land, Infrastructure and Transport Kim Hyun-mee and Foreign Minister Kang Kyung-wha.	Auch 2020 leitet er immer noch eines von drei Ministerien, deren Minister seit dem Amtsantritt von Präsident Moon nicht ausgetauscht worden sind, gemeinsam mit der Landes-, Infrastruktur- und Transportministerin Kim Hyun-mee und dem Außenminister Kang Kyung-wha.
In 1965 she became the first Micronesian woman to qualify as a doctor. Otobed was born in Aimeliik on the Palauan island of Babeldaob to Berenges Oiterong amd Taurengel Otobed, the second of six children.	Also an excellent table tennis player, [pr] won a gold medal in the sport at the 1963 South Pacific Games and was national champion of Fiji in three categories.	Zudem ist sie eine herausragende Tischtennisspielerin; sie hat in der Sportart eine Goldmedaille bei den Südpazifikspielen 1963 gewonnen und war in drei Kategorien nationale Meisterin von Fidschi.
Ohad Naharin was born in 1952 in Kibbutz Mizra. His father was a psychologist specializing in psychodrama and an actor who performed with Habima and the Haifa Theater.	Raised in an artistic home, [pr] wrote stories, composed music, and painted as a child.	Er wuchs in einem kunstverständigen Zuhause auf und schrieb als Kind Geschichten, komponierte Musik und malte.
Ezeani is an active member of the Nigerian Library Association (NLA) where she was a two-time Vice Chairman of the Information Technology (NLAIT) Section. Chinwe Nwogo Ezeani, is a Nigerian Chartered Librarian and the current University Librarian, of the University of Nigeria, Nsukka (U.N.N.).	[pr] is also a two-time Council member of the NLA.	Sie ist auch zweimaliges Beiratsmitglied der NLA.
Milton Almeida dos Santos (May 3, 1926 – June 24, 2001) was a Brazilian geographer and geography scholar who had a degree in law. He is considered the father of critical geography in Brazil.	[pr] became known for [pr] pioneering works in several branches of geography, notably urban development in developing countries.	Er wurde bekannt für seine bahnbrechenden Arbeiten in mehreren Bereichen der Geografie, vor allem bei der Städteentwicklung in Entwicklungsländern.
He won the silver medal at the 1968 Olympic Games in Mexico City. In October, Bessala started his professional career with a victory, where he defeated the Belgium's Jean-Pierre Heirmann with a first-round technical knockout.	In the final, [pr] was lost to East Germany's Manfred Wolke.	Im Finale verlor er gegen Manfred Wolke aus der DDR.
Margaret Mhango Mwanakatwe is a Zambian politician who was the Minister of Finance from 14 February 2018 to 14 July 2019. She was the director for business development in Anglophone Africa at the United Bank for Africa at the bank's headquarters in Lagos, Nigeria.	[pr] worked previously as a businesswoman, accountant, and bank executive.	Zuvor arbeitete sie als Geschäftsfrau, Buchhalterin und Bankmanagerin.
She was awarded the CEO Eagle Pin, becoming the first woman in Malaysia to be awarded it. She became the CEO of Hong Leong Bank in 2003 or 2004.	Chia became the first woman to serve as Chief Executive Officer of a bank in Malaysia when [pr] became CEO of RHB Bank in the 1990s.	Chia wurde zur ersten Frau, die Chief Executive Officer einer Bank in Malaysia war, als sie in den 1990ern CEO der RHB Bank wurde.
Prior to this she was chief executive officer (CEO) of Santander UK, a role she held from December 2010 until her assumption of the chairmanship. In 2019, Forbes ranked her the 8th most powerful woman in the world, having been in the top 10 for the last 4 years.	In February 2013, [pr] was ranked the third most powerful woman in the UK by Woman's Hour on BBC Radio 4.	Im Februar 2013 wurde sie von der Woman‘s Hour auf BBC Radio 4 als drittmächtigste Frau im Vereinigten Königreich eingestuft.
He discovered virulence effector families from plant pathogens and showed how they can modulate plant immunity. After his PhD, Kamoun worked at the National Science Foundation (NSF) Center for Engineering Plants for Resistance Against Pathogens at the University of California, Davis, and at the Department of Phytopathology (Wageningen University, Netherlands).	[pr] demonstrated how antagonistic coevolution with host plants has impacted the architecture of pathogen genomes, accelerated the evolution of effector genes, and drove the emergence of immune receptor networks.	Er hat dargelegt, wie die antagonistische Koevolution mit Wirtspflanzen die Architektur des Erbguts von Pathogenen beeinflusst, die Evolution von Effektorgenen beschleunigt und die Entstehung von Immunrezeptor-Netzwerken vorangetrieben hat.
In 1985, she became an engineer at the Beijing Research Institution of Communication Technology. A 2011 report by the CIA stated Sun worked for the Ministry of State Security of the People's Republic of China and linked her to the Chinese military.	[pr] began [pr] career with Huawei in 1989 and became chairwoman of the corporation in 1999.	Sie begann ihre Laufbahn bei Huawei im Jahr 1989 und wurde 1999 Vorsitzende des Unternehmens.
Pérez was raised in Cali, Colombia by a single mother and was working three jobs by age 14 to support his family. After he won a national lambada contest in Colombia, he was accepted to one of Cali's best academies to study dance while he taught step aerobics in return.	[pr] passion was dancing, but [pr] could not afford dance lessons.	Seine Leidenschaft war das Tanzen, doch Tanzunterricht konnte er sich nicht leisten.
Remmal was a member of the team of "Diplôme d’Etudes Approfondies en pharmacologie" at the Necker Hospital in Paris. In 1988 he became a professor at the University of Fez.	After completing [pr] PhD [pr] moved back to Morocco.	Nachdem er seinen Ph.D. abgeschlossen hatte, zog er zurück nach Marokko.
He became a registered nurse in Hong Kong and a state registered nurse in the United Kingdom. He became one of the three Legislative Councillors of the United Democrats of Hong Kong, the first pro-democratic political party when it established in 1990.	[pr] was also an organizer for the AIA Group Limited.	Er war zudem Organisator für die AIA Group Limited.
In 1991, he launched the University Diabetes Outreach Project (UDOP) with the help of a Wolfson Foundation grant. In 1999 he was awarded a Musgrave Gold Medal by the Institute of Jamaica.	[pr] played a key role in partnerships between the International Diabetes Federation and the Pan American Health Organization (PAHO/WHO), in responding to the emerging pandemic of type 2 diabetes, by applying the St. Vincent Declaration intervention model to the Americas, in the form of the Declaration of the Americas on Diabetes or DOTA (1996).	Er spielte eine Schlüsselrolle in den Partnerschaften zwischen der International Diabetes Federation und der Panamerikanischen Gesundheitsorganisation (PAHO/WHO), als er auf die sich abzeichnende Typ-2-Diabetes-Pandemie reagierte, indem er das Interventionsmodell der St.-Vincent-Deklaration auf Amerika anwendete, und zwar in der Form der Declaration of the Americas on Diabetes oder DOTA (1996).
He progressed individually in 400 metres hurdles from the late 1980s onwards, taking bronze at the 1989 IAAF World Cup. He reached the peak of his career over the next two years, winning a hurdles bronze medal at the 1991 World Championships and anchoring the British team to a narrow victory over the American team in 2:57.53 minutes – a British record for the 4 × 400 m relay.	[pr] time of 47.93 seconds to win the 1990 European Athletics Championships was a British record, and [pr] also won gold at the 1990 Commonwealth Games.	Seine Zeit von 47,93 Sekunden, mit der er die Leichtathletik-Europameisterschaften 1990 gewann, war britischer Rekord; außerdem gewann er Gold bei den Commonwealth Games 1990.
Diana Lobačevskė (born Diana Maciusonytė on 7 August 1980 in Vilnius) is a Lithuanian long-distance runner who specialises in marathon and half marathon races.Her marathon personal record is 2:28:03. She won the Hamburg Marathon in 2013 and the Mexico City Marathon in 2016.	[pr] represented [pr] country in the marathon at the 2012 Summer Olympics and the 2011, 2013 World Championships in Athletics and 2016 Summer Olympics.	Sie vertrat ihr Land im Marathon bei den Olympischen Sommerspielen 2012, den Leichtathletik-Weltmeisterschaften 2011 und 2013 sowie bei den Olympischen Sommerspielen 2016.
He serves as Chair or Member of a number of advisory committees for academic, research, scientific and international institutions and civil society efforts, including as co-Chair of the Nizami Ganjavi International Center (NGIC),  and serves on the Advisory Committee of the World Social Science Report for 2013 and 2016, as well as the UNESCO-supported World Water Scenarios (2013) and the executive council of the Encyclopedia of Life (2010) and Chairs the Executive Council of the World Digital Library (2010). Before that he notably co-chaired the Inter-Academy Panel on Capacity Building for Science in (2003-2004) and was a member of the High Level group for the Alliance of Civilizations convened by the Secretary General of the United Nations (2006-2007).	[pr] also co-chaired the African Union's high level panel for Biotechnology (2006) and again for Science, Technology and Innovation (STI) in 2012-2013, and was a member of the ICANN Panel for the review of the internet future (2013).	Er war außerdem Mitvorsitzender der hochrangigen Gruppe für Biotechnologie der African Union (2006) und erneut für Wissenschaft, Technologie und Innovation (STI) von 2012–2013 sowie Mitglied des ICANN-Gremiums für die Bewertung der Zukunft des Internets (2013).
She then studied at the University of Queensland where she graduated with a Bachelor of Science, majoring in mathematics and physics. She received her PhD in 1982.	[pr] commenced [pr] PhD at the Australian National University and was the recipient of a scholarship that allowed [pr] to complete post-doctoral research at the University of Turin.	Sie begann ihre Promotion an der Australian National University und erhielt ein Stipendium, mit dem sie nach der Doktorarbeit ihre Forschung an der Universität Turin abschließen konnte.
For ten years, 1998–2008, she has been working at the Goethe University, Frankfurt am Main, Germany and was a scholar of Günter Ropohl. 2008 - 2010, she moved to the United Arab Emirates and was Full Professor of Philosophy at the United Arab Emirates University (UAEU).	In 2007 [pr] has been a Visiting Professor for Applied Philosophy of Science at Vienna University (Austria).	2007 war sie Gastprofessorin für Angewandte Philosophie der Wissenschaft an der Universität Wien (Österreich).
She has to wear rigid contact lens to correct the problem. In 2014, Orwaru was diagnosed with metastatic breast cancer, for which she had to undergo chemotherapy and radiotherapy.	After attending elementary and high schools in Kenya, [pr] benefited from a scholarship by the government of Russia, to attend Samara State Aerospace University, in Samara, Russia, where [pr] studied Aerospace engineering, graduating with a Bachelor of Engineering (BEng) degree in 2009.	Nachdem sie die Grund- und weiterführende Schule in Kenia besucht hatte, profitierte sie von einem Stipendium der russischen Regierung und konnte die Samara State Aerospace University in Samara, Russland, besuchen, wo sie Luftfahrttechnik studierte und 2009 den Abschluss mit einem Bachelor of Engineering (BEng) machte.
In 1913, she switched her studies from mathematics to civil engineering, and entered the Faculty of Physical and Mathematical Sciences of the University of Chile, being the only woman among all the students of that faculty. In 1920, Acuña began working as a calculator in the Department of Roads and Works of the Empresa de los Ferrocarriles del Estado.	[pr] graduated as a civil engineer in 1919, along with Jorge Alessandri.	Sie machte ihren Abschluss als Bauingenieurin im Jahr 1919, gemeinsam mit Jorge Alessandri.
She was educated in Toowoomba, Queensland. She commenced her PhD at the Australian National University and was the recipient of a scholarship that allowed her to complete post-doctoral research at the University of Turin.	[pr] then studied at the University of Queensland where [pr] graduated with a Bachelor of Science, majoring in mathematics and physics.	Danach studierte sie an der University of Queensland, wo sie ihren Abschluss mit einem Bachelor of Science in Mathematik und Physik machte.
Tsitsino Shurgaya (Georgian: ციცინო შურღაია) is a Georgian surgeon, born in Georgia who specializes in microsurgery of the face and neck. She is one of the pioneers of facial rejuvenation in Russia and has devoted her life to studying the human face and all surgical and non-surgical methods to keep it looking younger and fight the onset of aging.	[pr] is a facial nerve expert who treats facial paralysis and focuses [pr] scientific research in all methods to rejuvenate the face and neck.	Sie ist Expertin für Gesichtsnerven, die Faszialislähmungen behandelt und ihre wissenschaftliche Forschung auf alle Methoden zur Gesichts- und Halsverjüngung konzentriert.
In June 2014, she was hired as an aircraft maintenance technician at Kenya Airways, working in that capacity for six months until December 2014. In October 2017, Emily Orwaru was named among the "Top 40 Under 40 Women in Kenya 2017" by Business Daily Africa, an English-language business daily newspaper, published by the Nation Media Group.	Later, [pr] was promoted to [pr] present position of Aeronautical Planning Engineer.	Später wurde sie zu ihrer aktuellen Position als Planungsingenieurin für Luftfahrttechnik befördert.
Following her career in the public setting, Yang became the multicultural services librarian at the University of California at Irvine, where she eventually became the university's first outreach services librarian. She served as president of the Chinese American Librarians Association from 1992 to 1993.	Angela Yang is a Chinese-American librarian whose efforts in adult literacy, multicultural services, and outreach services is notable within the library community.	Angela Yang ist eine chinesisch-amerikanische Bibliothekarin, deren Bemühungen für die Alphabetisierung von Erwachsenen, multikulturelle Dienstleistungen und Outreach-Services innerhalb der Bibliotheksgemeinschaft angesehen sind.
She has specialized dancing and directing the ballets of August Bournonville. Born in Copenhagen, she is the daughter of the concert pianist Elvi Henriksen and of ballet master Niels Bjørn Larsen.	Bjørn has also created five Hans Christian Andersen ballets for the Pantomime Theatre in Copenhagen's Tivoli.	Bjørn hat außerdem fünf Hans-Christian-Andersen-Balletts für das Pantomimentheater im Tivoli von Kopenhagen erschaffen.
Janet Gibson was born in Belize and educated in the United States as a biologist and zoologist. Between 1985 and 1987, she worked to establish the Hol Chan Marine Reserve, campaigning with citizens, businesses, fishermen, and the government of Belize for a protected reserve and educating them on the need for the project.	In the mid-1980s [pr] began working as a volunteer for the Belize Audubon Society.	Mitte der 1980er begann sie, als Freiwillige für die Belize Audubon Society zu arbeiten.
Qubeka, a yoga enthusiast, produced and hosted her own health and fitness show called Gym e'Kasi for eTV and Open View HD. Qubeka first rose to prominence playing the character of Doobsie on the SABC 2 soapie "Muvhango", from 2006 to 2007 (being the third actress to portray the role after Lindiwe Chibi and Khanyi Mbau).	In 2018, [pr] launched [pr] own Afro Yoga concept in Hong Kong and received a City University award of the highest honour of a professional creative for the world from the director of City University Mr Wilson Lam and YogaRaj himself.	2018 hat sie in Hongkong ihr eigenes Afro-Yoga-Konzept vorgestellt und vom Leiter der City University, Herrn Wilson Lam und YogaRaj höchstpersönlich, die höchste Auszeichnung der City University von professionellen Kreativschaffenden für die Welt erhalten.
In 1989, Cody became the first woman in Concordia University's history to earn a PhD in building engineering. Gina Parvaneh Cody is a Canadian-Iranian engineer and business leader.	Following [pr] PhD, Cody moved to Toronto, where [pr] worked for a year on provincial building codes for Ontario's Ministry of Housing (now the Ministry of Municipal Affairs and Housing).	Nach ihrem Doktortitel zog Cody nach Toronto, wo sie ein Jahr lang an kleinstädtischen Bauordnungen für das Ministry of Housing in Ontario arbeitete (heute das Ministry of Municipal Affairs and Housing).
In May 2012, she received the World Telecommunication and Information Society Award from the International Telecommunication Union. Sun Yafang (Chinese: 孙亚芳)  is a Chinese engineer and business executive who has served as Chairwoman of Huawei from 1999 to 2018.	As of 2014, [pr] is listed as the 81st most powerful woman in the world by Forbes.	2014 wurde sie von Forbes zur 81. der mächtigsten Frauen der Welt gekürt.
Sun Yafang (Chinese: 孙亚芳)  is a Chinese engineer and business executive who has served as Chairwoman of Huawei from 1999 to 2018. She earned her bachelor's degree at the University of Electronic Science and Technology of China (UESTC) in 1982.	As of 2016, [pr] is listed as the 38th most powerful woman in the world by Forbes.	Seit 2016 wird sie von Forbes als 38. der mächtigsten Frauen der Welt gelistet.
In her final international outing in the younger age categories, she finished 13th in the 10,000 metres at the 2001 European Athletics U23 Championships.She stopped competing in athletics at the top level after 2001 and attended Vilnius Pedagogical University. She was the fastest woman not entered as an elite athlete at the 2009 London Marathon, setting a personal best of 2:38:26 hours for the distance.	[pr] returned to competition in 2005, in road races for Beaumont Running Club in Leicester, and in 2008 moved up to the marathon distance and [pr] won both the Vilnius Marathon and Leicester City Marathon that year.	2005 nahm sie wieder an Wettkämpfen teil, bei Straßenrennen für den Beaumont Running Club in Leicester, 2008 steigerte sie sich auf die Marathon-Distanz und gewann in dem Jahr sowohl den Vilnius-Marathon als auch den Stadtmarathon in Leicester.
Justicia Acuña Mena was born in Santiago, Chile, January 14, 1893. She had eight siblings.	[pr] was the daughter of an engineer, José Acuña Latorre.	Sie war die Tochter eines Ingenieurs, José Acuña Latorre.
Her husband, Abdul Sattar Edhi, died on 8 July 2016. At the time the Edhi home was in the old city area of Karachi known as Mithadar where it had been founded in 1951.	When [pr] was a teenager [pr] was not enjoying school and managed to join a small expanding dispensary as a nurse in 1965.	Als Teenagerin ging sie nicht gerne zur Schule und schaffte es, sich 1965 als Krankenschwester einer kleinen, expandierenden Apotheke anzuschließen.
After serving in the Israeli Defense Forces, he began in 1978 his urology residency at the Sheba Medical Center in Tel Hashomer, finishing it in 1984. Immediately upon his return to Israel in 1987 Goldwasser was appointed the Chairman of the Urology Department at the Chaim Sheba Medical Center and Professor of Surgery at Tel Aviv University.	In 1984 [pr] spent a year at Duke University Medical Center as a post-graduate fellow, and in the following year [pr] attended another fellowship at the Mayo Clinic where [pr] developed a technique of replacing the urinary bladder with a reconstructed segment of large bowel for patients whose bladder was removed due to invasive cancer.	1984 verbrachte er als Postgraduierten-Fellow ein Jahr am Duke University Medical Center, und im darauffolgenden Jahr war er für ein weiteres Fellowship in der Mayo Clinic zugegen, wo er eine Methode zum Ersetzen der Harnblase durch einen rekonstruierten Teilabschnitt des Dickdarms bei Patienten, deren Blase aufgrund einer invasiven Krebserkrankung entfernt wurde, entwickelte.
Remmal studied at the University of Fez, Morocco. He continued his studies at the University of Sciences of Paris XI Orsay.	After completing [pr] biology degree [pr] moved to France in 1982.	Nachdem er sein Abschluss in Biologie gemacht hatte, zog er 1982 nach Frankreich.
Having studied Germany's new national library cataloging system introduced in Berlin, Göttingen, Frankfurt and Darmstadt, she established a new cataloguing system at the National Széchényi Library in 1936. She published several papers on bibliography and other aspects of library science.	Alisz Goriupp (also known as Alice Goriupp, 18 August 1894 in Buziásfürdő – 4 February 1979 in Budapest) was a Hungarian librarian, media historian and bibliographer.	Alisz Goriupp (auch bekannt als Alice Goriupp, 18. August 1894 in Buziásfürdő–4. Februar 1979 in Budapest) war eine ungarische Bibliothekarin, Medienhistorikerin und Bibliografin.
