src_ctx	src	trg
Favaloro graduated with a medical degree in 1949. René Gerónimo Favaloro (July 12, 1923 – July 29, 2000) was an Argentine cardiac surgeon and educator best known for his pioneering work on coronary artery bypass surgery using the great saphenous vein.	[pr] then applied for a position as a medical auxiliary, but the offer required him to enroll in the Peronist Party, which [pr] did not accept.	Posteriormente, solicitó un puesto como auxiliar médico, pero la oferta lo obligó a inscribirse en el Partido Peronista, lo que no aceptó.
She was the Olympic champion in the 1500 metres and team pursuit (long track) at the 2014 Winter Olympics and the 1000 metres at the 2018 Winter Olympics. She placed third in her round one race of the 500 metres and was disqualified in the opening round of the 1000 metres, failing to advance.	Ter Mors competed at the 2010 Winter Olympics for the Netherlands.	Ter Mors compitió en los Juegos Olímpicos de Invierno de 2010 en representación de los Países Bajos.
He discovered virulence effector families from plant pathogens and showed how they can modulate plant immunity. After his PhD, Kamoun worked at the National Science Foundation (NSF) Center for Engineering Plants for Resistance Against Pathogens at the University of California, Davis, and at the Department of Phytopathology (Wageningen University, Netherlands).	[pr] demonstrated how antagonistic coevolution with host plants has impacted the architecture of pathogen genomes, accelerated the evolution of effector genes, and drove the emergence of immune receptor networks.	Demostró la forma en que la evolución antagónica conjunta de las plantas huéspedes impactó en la arquitectura de los genomas de los agentes patógenos, aceleró la evolución de los genes efectores e impulsó el surgimiento de redes receptoras inmunes.
After studying library science in Trinidad and the UK, she was admitted to the British Library Association and began working for the Jamaica Library Service in 1956. In 1971, Douglas became a foundation lecturer in the Department of the Library Studies of the University of the West Indies (UWI) at Mona.	[pr] was chief librarian of the Institute of Jamaica from 1961 to 1963 and librarian of the Permanent Mission of Jamaica to the United Nations from 1963 to 1964.	Fue directora de la biblioteca del Institute of Jamaica entre 1961 y 1963, y bibliotecaria de la Misión Permanente de Jamaica ante la Organización de las Naciones Unidas entre 1963 y 1964.
Bandler is known for his invention of space mapping technology and his contributions to device modeling, computer-aided design, microwave engineering, mathematical optimization, and yield-driven design. After the War, his parents returned to Cyprus, where Bandler attended the Junior School in Nicosia, and, for a year, The English School in Nicosia.	The only child of parents who escaped from Nazi-occupied Vienna to Cyprus, from where they were subsequently evacuated along with other Jewish refugees in 1941, Bandler was born in Jerusalem.	Es hijo único y sus padres, tras la ocupación de Viena por parte de los nazis, huyeron a Chipre, desde donde se produjo su evacuación junto con otros refugiados judíos en 1941. Bandler nació en Jerusalén.
Tahtamouni was the third of six children and was raised in Irbid in northern Jordan, a city known for its well-educated residents. She was placed in a biology program as an undergraduate due to her high test scores.	[pr] attended the University of Jordan, earning a bachelor's degree in 1997 and a master's degree in 2000.	Estudió en la Universidad de Jordania, donde obtuvo una licenciatura en 1997 y una maestría en 2000.
That same season, in the Central Hockey League 2013-14 Season "Best of The Best" Poll, he came in 2nd place in the poll for Most Gentlemanly Player. Castonguay's Midget AAA career included time with Collège Antoine-Girouard, followed by 3 seasons with the Lewiston Maineiacs of the Quebec Major Junior Hockey League for his Major Junior Ice Hockey career.After completing his Midget AAA and Major Junior Ice Hockey careers, he began his professional Ice Hockey career starting with the 2007-08 season.	Éric Castonguay (born September 18, 1987) is a Canadian professional ice hockey player who is currently playing for HC Sierre-Anniviers in the Swiss League (SL), the second tier league of Switzerland.	Éric Castonguay (nacido el 18 de septiembre de 1987) es un jugador profesional canadiense de hockey sobre hielo que actualmente juega para el HC Sierre-Anniviers en la Liga Suiza (SL), la liga de segunda división de Suiza.
Bilquis Bano Edhi HI (Urdu: بلقیس ایدھی‎), widow of Abdul Sattar Edhi, is a professional nurse and one of the most active philanthropists in Pakistan along with serving as co-chair of Edhi Foundation. She was born in 1947 in Bantva.	[pr] has been named The Mother of Pakistan.	Fue nombrada "La madre del Pakistán".
He pursued his secondary education at the Jesuit-run Ateneo de Tuguegarao. After college, he turned down several job offers, including one from Meralco.	After high school, [pr] pursued [pr] Bachelor of Science in Electric Engineering from the Mapúa Institute of Technology and graduated cum laude.	Después de la secundaria, se inscribió en la licenciatura en Ingeniería Eléctrica del Instituto Tecnológico de Mapúa y se graduó con la distinción cum laude.
Miguel Carlos Francisco Alvarez del Toro (1917–1996) was a Mexican biologist who worked in the state of Chiapas as head of the Institute of Natural History. He was born in Colima, and later travelled to Mexico City with his family.	[pr] was the first Mexican conservationist.	Fue el primer conservacionista mexicano.
He has carried out pioneering work in the medical field with a particular interest in diabetes. In 1991, he launched the University Diabetes Outreach Project (UDOP) with the help of a Wolfson Foundation grant.	In 1982, [pr] pioneered the formation of the Diabetes Association of the Caribbean, which now has 26 member countries, and was its President from 1985 to 1987 and its Vice President from 1989 to 1991.	En 1982, también se adelantó a su tiempo al formar la Asociación de Diabetes del Caribe, que hoy cuenta con 26 países miembros. Fue su presidente desde 1985 hasta 1987 y su vicepresidente desde 1989 hasta 1991.
She performed better in higher level competition that year, jumping 1.75 m (5 ft 8 3⁄4 in) to take sixth at the Ibero-American Championships and claiming the bronze medal at the South American Under-23 Championships. Two international silver medals came that year at the 2013 Pan American Junior Athletics Championships (losing to Daniellys Garay on countback) and the Bolivarian Games, where she was second to Kashani Ríos.	In the 2013 season [pr] improved [pr] personal best to 1.87 m (6 ft 1 1⁄2 in) with a jump in Barquisimeto, which was a South American junior record.	En la temporada de 2013 logró un salto de 1,87 m (6 pies y 1,50 in) en Barquisimeto, superando su marca personal y estableciendo un récord juvenil suramericano.
She is the former Director of the Institute. She is an elected fellow of the World Academy of Sciences, Indian National Science Academy, Indian Academy of Sciences, National Academy of Sciences and the West Bengal Academy of Science and Technology.	[pr] was the Vice President (International) of the Indian National Science Academy (2016–2018).	Fue vicepresidenta (internacional) de la Academia Nacional de Ciencias de la India (2016-2018).
Following her PhD, Cody moved to Toronto, where she worked for a year on provincial building codes for Ontario's Ministry of Housing (now the Ministry of Municipal Affairs and Housing). In 1989, Gina became the first woman in Concordia University’s history to earn a PhD in building engineering.	Gina Parvaneh Cody is a Canadian-Iranian engineer and business leader.	Gina Parvaneh Cody es una ingeniera y líder empresarial de nacionalidad canadiense e iraní.
After receiving her doctorate, Shoichet joined the faculty of Brown University as an adjunct professor, while simultaneously working in industry. Her work includes tissue and polymer engineering, focusing on drug delivery and tissue regeneration.	Shoichet joined the University of Toronto in 1995, where [pr] remains as of 2019.	En 1995, se incorporó a la Universidad de Toronto y permanece allí desde 2019.
Ezeani is an active member of the Nigerian Library Association (NLA) where she was a two-time Vice Chairman of the Information Technology (NLAIT) Section. Chinwe Nwogo Ezeani, is a Nigerian Chartered Librarian and the current University Librarian, of the University of Nigeria, Nsukka (U.N.N.).	[pr] is also a two-time Council member of the NLA.	También es, por segunda vez, miembro del consejo allí.
In 1988, he was asked by Director Uwe Scholz to join the Leipzig Ballet. His body of work includes 12 full-length ballets as well as numerous musicals and solos.	Since 2000, [pr] has toured throughout the world, primarily in Northern Europe, as a guest teacher and choreographer.	Desde el año 2000 ha realizado giras por toda Europa, especialmente por el norte de Europa como profesor y coreógrafo invitado.
During her time at St Andrews, in 1915, she founded the Bute Medical Society, with the support of six other students and was the Society's first president. She was the first woman to hold this post at the institution.	A month after [pr] graduation, [pr] was appointed as a house surgeon at Doncaster Royal Infirmary in August 1918.	Un mes después de graduarse, fue nombrada médica adjunta en la Enfermería Real Doncaster en agosto de 1918.
After doing her Post Graduate in Nursing from the College of Nursing, New Delhi in 1964, she became a senior tutor at Nursing School in Kathmandu. Tara Devi was born to an old merchant family at Tanlāchhi (तंलाछि), Kathmandu.	Tara Devi Tuladhar (Devanagari: तारा देवी तुलाधर) (21 August 1931 – 27 November 2012) was Nepal's first female blood donor and a social worker who dedicated [pr] life to serving society.	Tara Devi Tuladhar (En devanagari: तारा देवी तुलाधर) (21 de agosto de 1931 – 27 de noviembre de 2012) fue la primera mujer donante de sangre en Nepal y una trabajadora social que dedicó su vida a servir a la sociedad.
His last official position was vice-president, Country and Regional Programmes. Thomas Zondo Sakala (born 3 March 1955) is an experienced Zimbabwean economist and development banker.	In that capacity [pr] was a member of the Senior Management Team of the Bank led by President Kaberuka, contributing to its overall strategic direction and institutional performance.	En dicho cargo, fue miembro del equipo de alta gerencia del banco, dirigido por el presidente Kaberuka, e hizo aportes orientados a la dirección estratégica y al desempeño institucional en general.
2008 - 2010, she moved to the United Arab Emirates and was Full Professor of Philosophy at the United Arab Emirates University (UAEU). She returned to Germany in summer 2010 to become Department Chair of the Philosophy Department at Technische Universität Braunschweig.	In fall 2010 [pr] was senior research fellow of the International Centre for Cultural Studies (IFK) in Vienna (Austria).	Durante el otoño de 2010, fue investigadora adjunta del Centro de Investigación Internacional para Estudios Culturales (IFK) en Viena (Austria).
After a brief time teaching, Paul began working at the National Bank of Dominica. Upon winning a seat, she was dismissed from her position at the bank and took a position at the Roseau Co-operative Credit Union.	[pr] entered politics in 1990 and ran for a seat in the House of Assembly of Dominica, winning the seat for Saint Joseph District for the United Workers Party (UWP).	Se inició en la política en 1990 y fue candidata a una banca en la Cámara de la Asamblea de Dominica, puesto que obtuvo por el distrito de Saint Joseph en representación del Partido de Trabajadores Unidos (UWP).
Milton Almeida dos Santos (May 3, 1926 – June 24, 2001) was a Brazilian geographer and geography scholar who had a degree in law. He is considered the father of critical geography in Brazil.	[pr] became known for [pr] pioneering works in several branches of geography, notably urban development in developing countries.	Se hizo conocido por su trabajo en varias ramas de la geografía; en particular, la de desarrollo urbano en países en vías de desarrollo.
Dilek was raised by her mother, who had learnt reading and writing by herself because she was not allowed to go to school in her childhood in Turkey. She was schooled in Martin-Luther-Grundschule for primary i, and then completed the high school at Quirinus-Gymnasium in Neuss.	During [pr] preschool time in the kindergarten, [pr] learned the German language, and met a German couple, who served as a guide in the German world and [pr] hometown's society.	Durante su período escolar en el jardín de niños aprendió alemán y conoció a una pareja que le sirvió de guía en el mundo alemán y en la sociedad de su pueblo de residencia.
He was the United States Ambassador to South Africa from 1999 to 2001, and previously held leadership roles at the Peace Corps and National Public Radio. Lewis was born in Arkansas City, Kansas, into a family of "ardent Democrats".	[pr] is the father of actor Phill Lewis.	Es el padre del actor Phill Lewis.
In 1994, she joined the lab of Fotis Kafatos at Harvard University. Barillas-Mury was hired as an assistant professor at Colorado State University’s department of microbiology, immunology, and pathology in 1998.	[pr] then moved to Germany to do research at the European Molecular Biology Laboratory.	Luego, se mudó a Alemania para participar en investigaciones del Laboratorio Europeo de Biología Molecular.
He was not elected, perhaps because he had no ties to the region. Later he would become mayor of his native town.	In 1907 [pr] was elected a councilor in the district of Bourbon-l'Archambault, Allier.	En 1907, fue electo para el cargo de consejero en el distrito de Bourbon-l'Archambault, en Allier.
Mekfoula Mint Brahim is President of Pour une Mauritanie Verte et Démocratique (For a Green and Democratic Mauritania), a non-governmental organisation founded in 2009 which works with young people to protect and promote human rights and leads women empowerment projects in rural areas. She has suffered a smear campaign in social media by religious groups and received numerous death threats.	[pr] has been using traditional and social media to speak out against discriminatory practices in Mauritania, including against women and members of the Haratin and Afro-Mauritanian communities, and against reprisals against human rights defenders.	Ha utilizados los medios de comunicación tradicionales y sociales para denunciar las prácticas discriminatorias en Mauritania, en particular contra las mujeres y los miembros de las comunidades haratinas y afromauritanas, y las represalias contra los defensores de los derechos humanos.
In 1913, she switched her studies from mathematics to civil engineering, and entered the Faculty of Physical and Mathematical Sciences of the University of Chile, being the only woman among all the students of that faculty. In 1920, Acuña began working as a calculator in the Department of Roads and Works of the Empresa de los Ferrocarriles del Estado.	[pr] graduated as a civil engineer in 1919, along with Jorge Alessandri.	Obtuvo el título de ingeniera civil en 1919, junto con Jorge Alessandri.
Carmen Castillo Taucher studied at the University of Chile's Faculty of Medicine, graduating as a surgeon. She has worked in the public health system as deputy director of the Dr. Luis Gajardo Guerrero Hospital in San Felipe (1988–1989), director of the Aconcagua Health Service (2000–2010), and technical director of the Dr. Jorge Ahumada Lemus Family Health Center in Santa María (2010–2013).	Later, [pr] completed a Master in Public Health degree with a mention in epidemiology at the same university.	Posteriormente, en esa misma universidad hizo una maestría en salud pública con mención en epidemiología.
She is currently pursuing a master's degree in public administration from Islamic University in Uganda (IUIU) Egunyu served as vice chairperson Buvuma District local government in 2011. She served as vice chairperson committee on agriculture, animal industry and fisheries from 2011 to 2013.	[pr] was also a secondary school teacher at Jinja secondary school and Iganga progressive king of kings from 2000 to 2004.	Fue vicepresidenta del gobierno local del distrito de Buvuma en 2011 y también profesora de la escuela secundaria de Jinja y de la escuela King of Kings entre 2000 y 2004.
She is the first female University Librarian the University of Nigeria, Nsukka has had since its inception. Ezeani started her professional career in 1991 at the British Council Enugu as a Regional Assistant Librarian of the South Eastern Zone before joining the services of the University of Nigeria from where she rose to the position of University Librarian.	[pr] holds a B.A. (Hons.) Nig; M.L.S. Ibadan and PhD Nig.	Ostenta una licenciatura con honores (hon.) de Nigeria, una maestría en Bibliotecología de Ibadán y un doctorado de Nigeria.
In 1988, she returned to Spain and began working for the Santander Group. In 2002, she became the executive chairman of the Spanish bank, Banesto.	During that time, [pr] was involved in the bank’s 1997 acquisition of a 51 percent stake in Banco Osorno y La Union, the largest bank in Chile, for $495 million.	Por entonces, estuvo entre quienes intervinieron cuando el Grupo adquirió, en 1997, el 51 por ciento de las acciones del Banco Osorno y La Unión, el banco más importante de Chile, por USD 495 millones.
On the political front, she started several branches of All-India Women's Conference. Indian National Council for Women held its biennial conference in Cuttack, under her leadership.	[pr] established Orissa Nari Seba Sangha in 1941 for social welfare of women.	En 1941, fundó Odisha Nari Seba Sangha para dedicarse al bienestar social de la mujer.
In 1990, Elo joined Netherlands Dance Theatre where he worked with choreographers such as Jiri Kylian, Hans van Manen, Ohad Naharin, and William Forsythe. He was born 30 August 1961 in Helsinki, Finland.	Jorma Elo is a contemporary choreographer.	Jorma Elo es coreógrafo contemporáneo.
In 1962, she was the first Bahamian to become matron of the public hospital and in 1965, was installed as principal matron of the Public Health Department. She drove for the establishment of the Bahamas Nursing Council, a governing body for the country's nursing industry and was influential in developing a degree based nursing certification.	[pr] worked as the Chief Nursing Officer of the Ministry of Health between 1970 and 1980 and thereafter served as the country's Director of Nursing.	Trabajó como jefa de Enfermería del Ministerio de Salud entre 1970 y 1980 y posteriormente fue directora de enfermería del país.
She holds the Namibian records in the 10 km, 20 km, half marathon and marathon events. She represented her country at the 2008 Beijing Olympics, 2012 London Olympics and 2018 Commonwealth Games and has won medals at the World Championships, Military World Games, the All-Africa Games and at the 2018 Commonwealth Games.	At 39 years of age, [pr] became a World Championships bronze medallist in the marathon.	A los 39 años de edad se convirtió en medallista de bronce en el maratón del Campeonato Mundial.
A three-time start-up veteran, he co-founded Mostron, Chips and Technologies, and S3 Graphics. His mother, Rosita Banatao, was a housekeeper.Banatao is known for his rags to riches story.	[pr] father, Salvador Banatao, was a rice farmer.	Su padre, Salvador Banatao, fue un arrocero.
When she was nine she danced at the Pantomime Theatre in the Tivoli Gardens. On entering the Royal Danish Ballet School, she learned the techniques of Bournonville ballet with such ease that she immediately joined the company, making her début in 1966 when she was 16 in Jerome Robbins'  (Afternoon of a Faun).	[pr] studied privately under Hans Brenaa and later under prima ballerina Edite Feifere Frandsen from Latvia who trained [pr] using the Vaganova method.	Asistió a clases privada bajo la tutela de Hans Brenaa y posteriormente con la primera bailarina Edite Feifere Frandsen, de Latvia, que la entrenó empleando el método Vaganova.
She is a native of Diyarbakır, southeastern Turkey. Tekdal won the silver nedal in the 5,000 m event at the 2016 European Athletics Youth Championships held in Tbilisi, Georgia with a personal best time of 22:58.17 behind her countrywoman Meryem Bekmez.	[pr] competes for Kayapınar Belediyespor in [pr] hometown.	Compite para el Kayapınar Belediyespor en su ciudad natal.
Delano Eugene Lewis (born November 12, 1938) is an American attorney, businessman, and diplomat. He is the father of actor Phill Lewis.	[pr] was the United States Ambassador to South Africa from 1999 to 2001, and previously held leadership roles at the Peace Corps and National Public Radio.	Fue embajador de Estados Unidos en Sudáfrica entre 1999 y 2001, y previamente ocupó cargos de liderazgo en el Cuerpo de Paz y la National Public Radio.
She has held senior executive roles in Asia, Australia, Europe and the United States. She became the first woman to be appointed Chairman of a Supervisory Board of a stock exchange listed company in the history of the Netherlands.	In May 2016, Zoutendijk was appointed Chairman of the Supervisory Board of ABN AMRO Group and ABN AMRO Bank.	En mayo de 2016, Zoutendijk fue designada presidenta de la Junta de Supervisión del grupo ABN AMRO y del banco del mismo nombre.
Sir Mekere Morauta, KCMG (born 12 June 1946) is a Papua New Guinean economist and political figure. Mekere Morauta is also the most important opposition politician when not in office.	[pr] was Prime Minister from 1999–2002.	Entre 1999 y 2002, ocupó el cargo de primer ministro.
After receiving surgery, Gashe helped out by making beds and assisting Australian surgeon Catherine Hamlin and New Zealand surgeon Reginald Hamlin. After a couple of years she started suturing and then moved on to undertake surgery.	[pr] joined the Addis Ababa Fistula Hospital, founded by the Hamlins in 1974; initially, Gashe would hand Hamlin the requested medical implements.	Se incorporó al Hospital de Fístulas de Adís Abeba, fundado por los Hamlin en 1974; inicialmente, Gashe le entregaba a Hamlin los implementos médicos que le solicitaba.
She represents the people of Buvuma Islands county (Buvuma District) in the parliament of Uganda. Engunyu started her primary school education from Natteta primary school where she sat her primary leaving examinations (PLE) in 1990.	[pr] is a member of the National Resistance Movement (NRM) party, the party in political leadership in Uganda under the chairmanship of Yoweri Kaguta Museveni president of the republic of Uganda.	Es miembro del Movimiento de Resistencia Nacional (NRM, por sus siglas en inglés), el partido político líder de Uganda comandado por Yoweru Kaguta Museveni, presidente de la República de Uganda.
He got his initial education from Army Cantonment schools all over Pakistan and later got his MBA from University of the Punjab. In 1997, then-PM Nawaz Sharif asked Tarin to turn around state-owned Habib Bank, for which he left the $1 million plus job in the United States.	[pr] joined Citibank in 1975 and remained with it for 22 years rising to become its country manager in Thailand.	Se incorporó al Citibank en 1975 y permaneció durante 22 años en la institución, de la que llegó a ser gerente local en Tailandia.
With the newspaper library in poor condition after World War I, she compiled newspaper cataloguing rules in 1923 and directed the furnishing of a newly built warehouse in 1926. Having studied Germany's new national library cataloging system introduced in Berlin, Göttingen, Frankfurt and Darmstadt, she established a new cataloguing system at the National Széchényi Library in 1936.	In 1928-29 [pr] travelled to Austria for a year of further study abroad, and again in 1935 to Germany.	Entre 1928 y 1929, viajó a Austria para sumar un año de estudio en el exterior y luego, en 1935, repitió la experiencia en Alemania.
He was later hired by the government of Chiapas and moved to that state. He was married to Clementina Pérez.	Due to [pr] close contact and friendship with politicians [pr] became prominent and well-funded.	Debido a su cercanía y amistad con políticos, cobró notoriedad y dispuso de buen financiamiento.
Rachel Mary Parsons was born in 1885, to Sir Charles Algernon Parsons and his wife Katharine (d.1933), the daughter of William Froggatt Bethell of Rise Park, East Riding of Yorkshire. Her interest and aptitude for engineering and science was fostered from a young age by the engineering tradition in her family including her grandmother Mary Rosse and grandfather William Parsons, 3rd Earl of Rosse.	[pr] brother, Algernon George (Tommy) (b.1886), was killed on 28 April 1918 while a Major in the Royal Field Artillery.	Su hermano, Algernon George (Tommy, 1886), murió el 28 de abril de 1918 mientras brindaba servicios como sargento mayor de la Artillería de Campo Real.
In 1998, Deputy Governor Fukui resigned in connection with a bribery scandal involving leaks of financially sensitive information. He then became chairman of the Fujitsu Research Institute, a private policy group.	[pr] joined then-Governor Yasuo Matsushita in expressing official remorse by leaving the bank.	Se sumó a Yasuo Matsushita, por entonces presidente del banco, al expresar de forma oficial el remordimiento por abandonar la institución.
Philosophy and scientific History of productive Life between Nature and Technology. In 2007 she has been a Visiting Professor for Applied Philosophy of Science at Vienna University (Austria).	For ten years, 1998–2008, [pr] has been working at the Goethe University, Frankfurt am Main, Germany and was a scholar of Günter Ropohl.	Durante diez años, entre 1998 y 2008, trabajó en la Universidad Johann Wolfgang Goëthe, en la ciudad alemana de Fráncfort del Meno, y fue becaria de Günther Ropohl.
For her master's degree she specialized in developmental and reproductive biology under Hameed Al Haj. She credited her family with being supportive of her career in science and her decision to relocate to the United States.	[pr] did [pr] Ph.D. work in the United States at Colorado State University, graduating in 2005, working on migration of embryonic and metastatic cells under James Bamburg.	Realizó el trabajo para su maestría en la Universidad Estatal de Colorado, en Estados Unidos; se graduó en 2005 y trabajó en la migración de células embrionarias y metastásicas bajo la tutela de James Bamburg.
She received her M.D. from Universidad Francisco Marroquín de Guatemala in 1985. She graduated in 1992 and stayed until 1993 to do postdoctoral research.	There were no graduate programs in Guatemala, so in 1987, [pr] moved to the United States to do a PhD at the University of Arizona in the lab of Michael Wells, where [pr] studied the process of enzymatic blood digestion by Aedes aegypti.	En Guatemala no existían programas de posgrado; por ello, en 1987 se mudó a Estados Unidos a cursar una maestría en la Universidad de Arizona. Allí, en el laboratorio de Michael Wells, estudió el proceso de digestión enzimática de la sangre en la especie Aedes aegypti.
She was defeated by younger opposition at the South American Youth Championships in 2012, managing only fourth. In the 2013 season she improved her personal best to 1.87 m (6 ft 1 1⁄2 in) with a jump in Barquisimeto, which was a South American junior record.	[pr] performed better in higher level competition that year, jumping 1.75 m (5 ft 8 3⁄4 in) to take sixth at the Ibero-American Championships and claiming the bronze medal at the South American Under-23 Championships.	Ese año, tuvo un mejor desempeño en la competencia de alto nivel al lograr un salto de 1,75 m (5 pies y 8,75 in.) para ocupar el sexto lugar del Campeonato Iberoamericano y ganar la medalla de bronce en el Campeonato Sudamericano sub-23.
All they have to do is just support them in terms of looking for money, looking for food, and looking after the babies and the families". Milikini Failautusi (born 2 February, 1990) is an activist from Tuvalu in the areas of youth, climate change, gender, human rights, indigenous rights, and sexual reproductive health and rights.	[pr] actively works for equal participation of women in government and leadership, equal wages for women, and calling for a stop to domestic and gender based violence	Trabaja activamente por la igualdad de la mujer en espacios gubernamentales y de liderazgo y en cuestiones salariales, y en la convocatoria a detener la violencia doméstica y de género.
She was instrumental in creation of the first women's college in Odisha, the main building of which was gifted by her. On the political front, she started several branches of All-India Women's Conference.	[pr] started a Hindu widow's training school to train widows to become high school teachers.	Inauguró una escuela de formación docente secundaria para viudas hindúes.
Yang's career has been characterized by a desire to improve literacy skills among underprivileged and overlooked individuals in society. Angela Yang grew up in Taiwan with her twice-refugee family.	[pr] established a successful adult literacy program and introduced library services to a wider population that included the elderly and disabled communities.	Implementó un exitoso programa de alfabetización para adultos e introdujo servicios de bibliotecología a un público más amplio que incluyó a los ancianos y los discapacitados.
Errol York St Aubyn Morrison (born 21 September 1945) is a Jamaican scientist who has done extensive work in diabetes and is president of the University of Technology, Jamaica. He subsequently gained a medical degree from the Royal University of Malta, a master's degree from University College London, and a doctorate and two professorships from the University of the West Indies where he served as Pro-Vice Chancellor and Dean of the School of Graduate Studies and Research.	[pr] entered the University of the West Indies | University College of the West Indies where [pr] acquired an interest in Biochemistry.	Tras ingresar en la Universidad de las Indias Occidentales, se interesó por la bioquímica.
Baldwin's first work for Rambert as Artistic Director was Constant Speed in 2005. In 2006 he choreographed The Wedding for the Royal New Zealand Ballet, and collaborated with Amanda Eyles to restage Andrée Howard's 1939 work "Lady into Fox".	Since then [pr] has created Eternal Light and The Comedy of Change.	Desde entonces, ha creado “Eternal Light” y “The Comedy of Change”.
Bjarni Ármannsson (born 23 March 1968) is an Icelandic banker who resigned as CEO of Glitnir (formerly Íslandsbanki), a financial group based in Iceland, in May 2007. Later in 1997, Ármannsson was appointed the CEO of FBA (The Icelandic Investment Bank) when four government credit funds were merged.	[pr] worked at the Kaupthing securities firm in 1991 to 1997, first in Asset Custody and then as CEO from the start of 1997.	Trabajó en la empresa de valores Kaupthing desde 1991 hasta 1997, primero en el área de Custodia de Activos y luego como director ejecutivo desde inicios de 1997.
She has been awarded both local and international grants such as African Academy of Science, Nairobi Kenya Grant (1998) and Association of African Universities Grant (2000). She is also a current Council member of the NLA.	[pr] is a member of the Nigerian Library Association (NLA) and a two-time Vice Chairman of Nigeria Library Association, Information Technology (NLAIT) Section.	Es miembro de la Asociación de Bibliotecas de Nigeria y fue, en dos ocasiones, vicepresidenta de la Sección de Informática de la entidad (NLAIT).
Prior to this she was chief executive officer (CEO) of Santander UK, a role she held from December 2010 until her assumption of the chairmanship. In 2019, Forbes ranked her the 8th most powerful woman in the world, having been in the top 10 for the last 4 years.	In February 2013, [pr] was ranked the third most powerful woman in the UK by Woman's Hour on BBC Radio 4.	En febrero de 2013, ocupó el tercer lugar entre las mujeres más poderosas del Reino Unido según Woman's Hour, de BBC Radio 4.
Ian J Norman, RN, Ph.D., is a British professor of nursing, researcher, and author, based in London, UK. Norman is currently an Assistant Principal (Academic Performance), of King’s College London and Executive Dean of the Florence Nightingale Faculty of Nursing & Midwifery at King’s.	[pr] research and writing is focused primarily in the fields of psychiatric and mental health nursing, and psychological treatments for people with mental health difficulties.	Sus investigaciones y escritos se centran principalmente en los campos de la enfermería de la salud psiquiátrica mental, y en los tratamientos psicológicos de personas con dificultades de salud mental.
She started working for Bank of America in the 1970s. She left after working there for 18 years.	[pr] became Vice President of the Malaysian Bank of America and head of its marketing division.	Llegó a ocupar los cargos de vicepresidenta del Bank of America en Malasia y directora de la división de marketing de este.
In 1960, Tara Devi began service at Prasuti Griha Maternity Hospital, Kathmandu. Tara Devi Tuladhar (Devanagari: तारा देवी तुलाधर) (21 August 1931 – 27 November 2012) was Nepal's first female blood donor and a social worker who dedicated her life to serving society.	After doing [pr] Post Graduate in Nursing from the College of Nursing, New Delhi in 1964, [pr] became a senior tutor at Nursing School in Kathmandu.	Después de hacer su posgrado en Enfermería en el Colegio de Enfermería de Nueva Delhi en 1964, se convirtió en tutora principal de la Escuela de Enfermería de Katmandú.
Sun Yafang (Chinese: 孙亚芳)  is a Chinese engineer and business executive who has served as Chairwoman of Huawei from 1999 to 2018. She earned her bachelor's degree at the University of Electronic Science and Technology of China (UESTC) in 1982.	As of 2016, [pr] is listed as the 38th most powerful woman in the world by Forbes.	Desde 2016, ocupa el puesto 38 entre las mujeres más poderosas del mundo según Forbes.
Justicia Acuña Mena was born in Santiago, Chile, January 14, 1893. She had eight siblings.	[pr] was the daughter of an engineer, José Acuña Latorre.	Fue hija del ingeniero José Acuña Latorre.
Nursing Education by the University of Edinburgh, UK in 1986, and a Ph.D. degree in Nursing from the University of London, UK in 1994. He was appointed Editor-in-Chief of the International Journal of Nursing Studies in 2005.	[pr] was appointed as a lecturer in Psychiatric Nursing in the Department of Nursing Studies, King’s College London, in 1988, was promoted to Senior Lecturer in 1994 and to Professor of Mental Health in 1997.	Fue nombrado catedrático de Enfermería Psiquiátrica en el Departamento de Estudios de Enfermería del King´s College de Londres en 1988, fue promovido a catedrático titular en 1994 y a profesor de Salud Mental en 1997.
She was the first woman from Odisha to go to England for higher studies. She had five siblings.	Sailabala Das eldest child of Ambica Charan Hazra and Prosannamayee, was born on the 25 March 1875 at the Bhowanipore (Calcutta) house of Madhusudan Das.	Nació el 25 de marzo de 1875 en la residencia de Bhowanipore (Calcuta) de Madhusudan Das y fue la hija mayor de Ambica Charan Hazra y Prosannamayee.
She thereafter joined kyambogo University where she pursued a diploma in education in 2000, and later on joined Busoga University where she graduated with a bachelor's degree in social works and social administration (B.SWASA) in 2011. She was also a secondary school teacher at Jinja secondary school and Iganga progressive king of kings from 2000 to 2004.	[pr] is currently pursuing a master's degree in public administration from Islamic University in Uganda (IUIU) Egunyu served as vice chairperson Buvuma District local government in 2011.	Actualmente, Egunyu cursa una maestría en Administración Pública en la Universidad Islámica de Uganda (IUIU).
She was also a secondary school teacher at Jinja secondary school and Iganga progressive king of kings from 2000 to 2004. Egunyu has served as member of parliament of Uganda from 2011 to date. 	[pr] served as vice chairperson committee on agriculture, animal industry and fisheries from 2011 to 2013.	Entre 2011 y 2013, fue vicepresidenta del Comité de Agricultura, Industria Animal y Pesca.
