src	trg	src_ctx	gender
They wouldn't let me fly it armed.	No me dejaron pilotarlo con las armas.	Is this right? - This were not included in the deal. - And they wouldn't let you fly it. - Could you fly it? - Could and did.	masculine
- Pull it out!	Por eso deberíamos sacarlo.	What would you advise as course of treatment? - We leave it in until we get the chest X-ray and CT back. - - l'm fine. - - What about infection? - This is melting - dirty roof water into her body.	masculine
Do it now or I'm going to quit.	Hazlo ahora mismo o renuncio.	Turn the hat backwards. - Turn your hat around. - Do it, Roy! - I look like a fool! - What do you think you look like shooting chili peppers up Janzen's ass?	masculine
No, thank you. I can make it by myself.	No, gracias. Puedo hacerlo solo.	after four hours at the Police Station. - Oh yeah, right. - I forgot about the murder. - What kind of question is that? - Come on, I'll walk you home.	masculine
I've seen it done for a lot less.	- He visto hacerlo por mucho menos.	Without me, they're back in a rice paddy making three cents a day. - So when one of your guys kills another one of your guys, you make money out of it? - We both know that insurance companies don't even investigate claims under ten grand. - So you get a free pass. - You don't really think I'd have somebody killed for five grand?	masculine
I guess I just got to spit it out.	Supongo que solo tengo que decirlo.	Oh. What'd you have in mind? - Well, you know you're amazing, right? - Sniffles and all? - And I cannot stop thinking about more than one of you. - Okay, well, that's gonna be tricky, 'cause my cloning machine is in the shop.	masculine
I couldn't have ne it without you.	No hubiera podido hacerlo sin ti.	I'm sure you did - Frost here is a master of deception. - But she wasn't able to fool your girlfriend, was she? - Along with all the people who know about it, of course. - Thank you for leading us here, Charles.	masculine
Chuck it back in the water.	Ponlo en el agua, de donde sale.	There's a letter for him. - Quick, Sinbad. Pint of stout. - And no egg in it. - Whose are those then? - What they looking for?	masculine
Maybe he can't take it anymore.	Quizás ya no pueda soportarlo.	- About what? - - Everything. Our marriage, his job. - Of course, he doesn't talk about his work. - - Yeah, I understand. - - He's under such stress.	masculine
We could not report it stolen.	No podemos denunciarlo como robo.	She did? - I once saw the mistress wearing this. - Where did you... - Wol-ryung must have been wearing it. - She should have been more careful with his majesty's gift.	masculine
I do, I don't wanna have to wash it again.	- No quiero volver a lavarlo.	Yes, you're the best, man! - Oh, yes! - Is that what you wanted? - I don't know, I didn't have a fucking Sears catalog. - I don't care.	masculine
You think you can get it done in a week?	¿Cree tenerlo hecho en una semana?	We were ready to go to trial. - We were ready, and now you're not ready? - All right. - How much time do you need? - Enough time to kill our witness.	masculine
I can't hold it forever.	No puedo sostenerlo por siempre.	Oh, no! - Busted! - Enough of this puppy play! - Om... - Om...	masculine
Let's just give it a shot and move on.	Vamos a intentarlo y pasemos página.	I already say whatever I want. - But I am a fan of the medium, so... my father is withholding. - That's interesting. - Guys, are we just gonna avoid making eye contact forever? - Who are we, Jeff during sex?	masculine
Give us the weekend to think it through.	Danos el fin de semana para pensarlo.	Stop grinning at me like that. - The sale only includes the orchards, the out-buildings and the operational equipment. - We want the ranch house and the acreage as well. - All in. - Our offer's 9.3.	masculine
Maybe you should try it sometime.	Quizá deberías intentarlo alguna vez.	You're right. - I made peace with your selfishness a long time ago, but Moira, Thea, and Walter, they don't deserve that. - They deserve better, someone who doesn't care only about himself. - Laurel... thank you for coming. - I care about the lives of other people, Oliver.	masculine
It'd be easier.	Sería más fácil pintarlo, ¿no?	The real sea. - Help me move it while you're here. - - They've delivered the kielbasa. - Mr Matzak, I want 15 and two rolls. - Maybe we should spread this out here.	masculine
I haven't done it in two years.	Llevo dos años sin hacerlo.	- I didn't know a man could be so dry. - - Well, I... I never knew a woman could be so red. - - You know, you dance divinely. - - Oh, do you really think so? - Yeah, I just wonder if maybe next dance I could lead.	masculine
Shouldn't we check it out first'?	¿No deberíamos comprobarlo primero?	The police have a theory that Kemal is connected to the garages. - In spite of this, the teacher has still not been suspended. - Now to the situation in Iraq. - That's not proof in itself. - Who votes for a meeting and a vote of no confidence in Troels Hartmann'?	masculine
You need to tie it off with something.	Necesitas amarrarlo con algo.	You still think I'm a bad guy? - How many men did you kill today? Hmm? - I didn't really wanna kill any of them. - Do you get shot every day? - You have to tourniquet the wounds to stop the bleeding.	masculine
See, I can pick up on it if I really focus.	Lo ves, si me concentro puedo pillarlo.	God, you're awesome at picking up on sarcasm. - Actually, son, I'm not. - But, Trav, you never tell a lady how you feel about her if you've been drinkin'. - Sarcasm? - Yeah.	masculine
Why do you have to go and spoil it like that?	¿Para qué tuviste que arruinarlo así?	Are you? - Oh, are you kidding? - I've been waiting for this day for ten years. - Thank you. - And... and she knows about the bum ticker?	masculine
I'm gonna turn it into hope.	Voy a convertirlo en esperanza.	I'm gonna have more hits, more money... - Hey, man, J-Stryke is deep. - What happens when an artist is denied his voice? - Give me my life for all lies. - Give me all the pain of everyone.	masculine
I wasn't using it to call anybody.	No estaba usándolo para llamar a nadie.	Every unit needs a priest. - To write letters home for the men who have both arms broken. - Does he jerk them off, too? - - Hey! - We need to be focused. - Besides, these are against the rules, anyway.	masculine
Together we can have it all.	Juntos podremos tenerlo todo.	And there's nothing we can do. - There's nothing you can do. - You think he fucking loves you but he don't. - All he fucking cares about is his money. - Go on, take it.	masculine
We must destroy it tonight!	Tenemos que vigilarlo esta noche.	Now that we are victims we must destroy that deal at all costs. - But one thing may happen again tomorrow morning to destroy. - How's the weather tomorrow? - Clear ... - We will use the bombs.	masculine
Can't you copy it somewhere else?	¿No puedes copiarlo en otro lugar?	Fuck the corporate capitalists! - Stop shouting, they'll hear you. - That's a Telecom antenna there! - What do you know? - You haven't a clue about this antenna, let alone that big one.	masculine
If it overturns, we won't be able to put it back on its wheels.	Si volcara, no podríamos levantarlo.	- Here. - - Hurry up! - Are you sure you can hold your liquor? - Get off by this side. - Slowly.	masculine
We'll have to look for it on our own.	Deberemos buscarlo por nuestra cuenta.	I cannot lead you to the heart of the Library. - Former Knight or not, I'm sure with the right inducement... - No, no, I'm sorry, you misunderstand. - I am literally not capable of doing it right now. - Shows no signs of lying.	masculine
- I know it was necessary.	Veo por qué era necesario hacerlo.	You are witty. - So refined. - - Sorry the way we parted on. - - Do not apologize. - I know what you could achieve by bombing Synequanon.	masculine
So you got to dress it up...	Así que hay que adornarlo...	Rodney, my boss, was a businessman as well as a journalist. - He was a Dickensian character... the Artful Dodger, perhaps even a Fagin. - He immediately saw the potential to make a lot of money. - A press agent's job is to get hold of the package which could be as dull as an old tin box. - Many people who do great things are often, as personalities, rather dull.	masculine
- Don't make me think about it too hard.	No me haga pensarlo demasiado.	Previously on The West Wing: - - Interest in leaving the private sector? - - Offering a job? - - I'm gauging your interest. - - A White House job.	masculine
If there's time, I want to call it off.	Si queda tiempo, quiero cancelarlo.	Kate... - Am I having a relapse? - Hey! - Adam. - Adam, you... you wanted to see me?	masculine
I need it to come in through my eyes.	Necesito tenerlo frente a los ojos.	- I don't understand the two of you. - - We had to get out. - - He can't read in a moving car. - - You can't read in a moving car, he can. - He was reading to us.	masculine
I had to hold it in.	Tuve que sostenerlo adentro.	What would you like? - - Prosecco, a bottle. - The session with the old boy was bad. - He almost couldn't get it up. - I was scared of breaking it.	masculine
It must be done with regret.	Siempre hay que hacerlo con pesar.	I was wondering if there are circumstances where lies are acceptable. - Do you ask me this out of a guilty conscience? - No, just asking... - You may only lie if the truth could lead to a greater sin than the lie. - Can we therefore hide the truth to serve a higher purpose? Yes.	masculine
It was kind of hard not to.	Era algo dificil no escucharlo.	You, too, sweetheart. - Sounded like you and Zoey were getting an early start on your celebrating last night. - Oh, yeah. - You and Lyndsey were making quite a bit of a racket yourselves. - Oh, you heard that?	masculine
Gotta find it somewhere.	Debo sacarlo de donde sea.	Selling the sows will tide us over until after harvest. - I've got to think about the payment on that loan. - I thought we earmarked the rent from your place for that. - That's gonna get eaten up at harvest. - The lawyer isn't gonna be cheap, either.	masculine
We've been hearing it all day.	Hemos estado escuchándolo todo el día.	- All right. - You're right... don't be a buzzkill. - One thing at a time. - Listen. Do you guys hear that? - Yup.	masculine
You just had to see it for yourself,	Tenías que verlo por ti misma,	I'm going. - Hey. - We got a John Doe. - Mid-30s, Caucasian. - "Take Me Out to the Ball Game"?	masculine
Just give it ten minutes.	Sólo escúchalo diez minutos.	- Damn it. - Hey, can I play you a tape? - What is it? - There's this preacher Brennan Manning. - You should know better than to even ask me to listen to a preacher.	masculine
- To go over it again.	- Para repasarlo otra vez.	That... - Here's the draft speech. - You can announce it with Kirsten Eller. - - Take Morten with you. - - Why?	masculine
I can't get it back.	No puedo conseguirlo otra vez.	I don't want to. - I don't care what you want! - The money's going back in the bank and that's final! - You're not listening to me. - I don't have the money.	masculine
Take it to room fighting.	Llévenlo a la sala de lucha.	- Where is my wife? - - Your wife? - Do not worry about it. Good. - You know, have a special sympathy for me. - What did you say?	masculine
Should we go check it out?	¿Crees que deberia ir a verlo?	Nothing. - Ooh, here's one. - Look at that. That looks good. - Corona Heights, two-bedroom, one bath. - That sounds interesting.	masculine
- We'll have to try it again.	- Tendremos que intentarlo de nuevo.	- Mrs Bishop... No! No! - - They just left. - - We almost had it. - We were right there. - - l know.	masculine
Make it up to me right now.	Preparalo para mí ahora mismo.	One block north, two blocks east. - Need you here,Ziva. - Thirteenth and L. Be right there,Gibbs. - I will make up the class. - Maintain the scene.	masculine
I remember it differently.	Pueda recordarlo de otra forma.	Please come with me. - Almost same position. - How's Ed? - He's hanging in there. He's trying to get this kid to open up. - Maybe... maybe I look at myself differently, too.	masculine
Consider it a wedding present.	Tómalo como un obsequio de bodas.	I ain't got no money. - But I swear... I'll never break your heart. - That's my arm. - - Sorry. - You earned it.	masculine
Can we keep it a secret?	¿Podemos mantenerlo en secreto?	I am, Teddy. - With your baby. - Teddy? - Yeah, Tawney? - I know. I know.	masculine
I can't spend it if I'm dead!	No podré gastarlo si estoy muerto.	Cisco, where the fuck you at? - I need backup! - We'll hold 'em back for you, baby. - - I'm outta here! - - Protect me, I'm paying you double!	masculine
I wanted to read it before I saw it.	Quería leerlo antes de verlo.	I was coerced into having drinks with the new dean of faculty. - Oh. - Now I can tell the board firsthand what a dullard he is. - Mrs. Scully, are you reading a dirty book? - A loan from Vivian.	masculine
And do I have to read it soon, this book?	¿Y tengo que leerlo pronto?	What? - Many of us love you. - They told me to give you this book. - That you are okay. - Thank you.	masculine
You guys can come read it anytime.	Pueden venir a leerlo cuando quieran.	From this day forward, I shall call myself Radioactive Man. - I'd have thought an atomic bomb would kill him. - - Now you know better. - - Turn the page, Bart. - Careful, careful...	masculine
- I don't think you should look at it like that.	- ¿Creo que no deberías verlo así?	Oh, don't walk out with me. - If the papers don't have this already, they will soon enough. - Sit tight, Dad. - Right? - No reflection on me that you prefer your sister to be with you at what is arguably the most important moment of our lives.	masculine
And you weren't ready to admit it to yourself. (panting)	Y no estabas lista para admitirlo.	The shirt, Cece. - You thought the shirt he made was funny. - You obviously like him. - Oh, my God, I think you're right. - And you didn't want to tell me 'cause you knew that I would know.	masculine
- Would radar pick it up?	- Debió detectarlo el RADAR?	Does that make me a criminal, a traitor to my country, or some kind of a psychopath? - MacAfee, you're an electronics man, an expert on radar. - - Sure, that's what they pay me for. - - If there was something in the air, something flying that you could see, would radar pick it up? - - Well, yes, but...	masculine
To never mention it again.	No volver a mencionarlo nunca.	(Addison) So here is the thing-- _ - I didn't say no. - I'm still thinking about it. - What did I say? - To never mention it again.	masculine
And we have even forgotten to hang it up.	E incluso hemos olvidado colgarlo.	Aunt Martha wants an orange squeezer. - Uncle Henry can use a new pipe. - We forget nobody, adult or child. - All the stockings are filled. - All, that is, except one.	masculine
I can shoot it ambient.	Puedes hacerlo con luz ambiental.	- I got it. - I heard you are playing with some Indians and I'd like to film it. - No can do. I want this thing pure. No MTV stuff. - Like a cultural, you know tradeoff. - No. Like cameras and lights will mess up the purity of it.	masculine
- It just feels odd doing something for a second time.	Es raro hacerlo por segunda vez.	- Well... - Neither of us know anything about- with respect-know anything about food, really. - - I know a little bit about food. - - Well, yeah, but you don't- - - But when I wrote the last ones, I concentrated not so much on the food. - Now ifs gonna be Byron and Shelley.	masculine
It doesn't hurt to try.	No pierdo nada al intentarlo.	Just call me if you want somebody to hang out with. - Cool. - This should be it, right up here. - Charming. - Call me crazy, but do you really think anyone who lives here would be able to pay you to shape?	masculine
I think you're making it worse.	Pienso que estás haciéndolo muy mal.	I don't see I have much choice, Soph. - You look awful. - Oh, thank you. - Awful in, 'Still the most beautiful woman in the world who's on the cusp of having sex with me multiple times kind of way'. - Really?	masculine
Could you send it right away...	¿Puede enviarlo inmediatamente...	-Oh, ickwick. - -Yes, ickwick apers. - -I like that. - -May I have it? - -Why, certainly.	masculine
Move it to the road, John.	Muévelo hacia el camino John.	One hand under the box, Kelly. - Both hands. - Uh, brake fluid, two-for-one. - $14.34. - Out of 15.	masculine
Wrap it up, please, in a nice box.	Póngalo en una bella caja.	Give me your hand. - Thank you, mama. - I guess my fate is here. - What? - Do you Iike it?	masculine
You should read it carefully.	Deberías leerlo con cuidado.	That's feces. - Whatcha looking for? - Did you bring dip? - I need you to sign these, Michael. - That's a waiver of some of your rights.	masculine
They had trouble saying it in Peru.	- Los peruanos no podían pronunciarlo.	How do you spell it? - What an interesting name! - My father was Irish. - My real name is Fitzgerald. - Brian Sweeney Fitzgerald.	masculine
Well, I told her it might.	Bueno, yo le dije que podría hacerlo.	Oh, I don't-- I don't think-- - You know, I think about us sometimes. - She knew, Nina. - Knew what? - Nothing ever happened.	masculine
I don't really need to see it a third time.	No necesito verlo otra vez.	Sorry. - - Oh my God, you're just the worst driver... - - Sorry. - That's the famous Harry's department store on the left - Earlier when us talking about circles, you know	masculine
He'll have covered his tracks, but give it a go.	No habrá dejado rastro, pero inténtalo.	You wanna make a difference? - Join the Fire Brigade. - Thanks for your help. - Not at all. - Sandin, anything else you can get on him.	masculine
Want to see it again?	¿Quieres controlarlo otra vez?	Mr. Swann, big day tomorrow. - Show day. - - I'm supposed to watch you. - - Good. - Watch this.	masculine
Then we can make it as loud as we want.	Así podremos subirlo cuanto queramos.	So you're going to play that sound over the hydrophone and he's just going to come running from miles away? - Yeah. - I'm changing the harmonica sample to fit his ear. - He can hear much higher... - Higher sounds, like a dog. I know. I went to school. - I'm pitching it so we can't hear it, but he can.	masculine
See if you can get it started.	Ve si puedes hacerlo funcionar.	Is Fadawi the only enemy, Captain? - There's no fuckin' way one guy did all this shit. - Don't underestimate this prick. - Our mission is to contact the enemy, look for survivors, and keep this ship from falling into Iranian hands. - Swanson, get down to that engine room.	masculine
Get a kitten and then name it Larry.	Coger un gatito y llamarlo Larry.	I was so offended, I almost didn't buy this fiestaware creamer. - 2 bucks. - Didn't know what they had. - Ah! Score. - So what are we gonna do now?	masculine
You should all be sucking it right now.	Deberías estar chupándolo ahora mismo.	I filled out some paperwork. - Three minutes later, I'm buying pack of DVDs and burning a copy. - Cake. - What? - None of you believed me, so I got proof.	masculine
Then don´tyou ever say it again.	Entonces jamás vuelvas a decirlo tú.	- You frighten them. - - Because I´m a freak. - You´re not a freak. - Who has said that? - No one.	masculine
Say it exactly like that to the judge.	Dilo exactamente igual que con el juez.	Out of curiosity, when you're looking out for these children, will you be wearing any kind of cape? - I didn't say "superhero." I said "guardian angel." - So, no cape, but you will have wings and play the harp. - I'm starting to feel more and more comfortable with this insanity plea. - I do not have mental problems.	masculine
But I could get it for you, if you want.	Pero puedo conseguirlo, si quieres.	I'm so sorry. - What the fuck is wrong with you? - No, I... - You know, Fujitsu makes the same unit for 40 bucks less. - Really?	masculine
I don't think I can make it without Bob.	No creo que no pueda hacerlo sin Bob.	I wanna know who else knows about it. - I wanna know where you got it. - We'll just start right there. How's that? - Mom, I'm home. - Did you call about the job?	masculine
then you can't cover it up to its neck.	No podías taparlo hasta el cuello.	and you should look at it or not, and I thought hard, should you or shouldn't you, but there was no other choice. - I can't leave it in the baby carriage the whole year long. - I have to take it out. Then I took it out and unbundled it on the couch... in the living room, and I saw what happened to him. - Without anyone telling me anything before or showing me the child. - I hadn't seen the child before and itwas a terrible shock.	masculine
-Could we try it again?	-Podemos intentarlo de nuevo?	-I'm sorry. - God, sorry. - -How was that? - -Okay. - -Sorry. -That's okay.	masculine
It would be nice for Portia to see it now.	Portia podría verlo ahora.	- Let's go to the pub. - - What? - - Let's go to the pub. - - Would you like to come, Portia? - - We haven't been there in 15 years.	masculine
But we have to upload it right now.	Pero tenemos que cargarlo ya.	Yeah. - - Your mom's so... - - Stuffy? - I was going to say elegant. - I showed Gloria the video, and she loved it.	masculine
I'll try it better next time.	Intentaré hacerlo mejor la próxima vez.	This is it. - -Somebody is coming. - -Who is it? - Sister Cecilia! - I'm sorry I'm not a good look out.	masculine
- I can't say it in front of Mom.	No puedo decirlo frente a mamá.	Sally's place is in the home, and I intend to support her. - I'll shine boots, drive a hack, blow glass, anything. - - Johnny, please, talk sense to him. - - You're breaking your mother's heart. - Why, Tommy? - Why?	masculine
Okay, hurry, put it on the spit.	OK, apresúrate, ponlo en el asador.	- I got to go, Taki's here. - Bye. - I'm coming. - Look at this. - Bravo!	masculine
- Well, I have to get it done.	- Bueno, tengo que hacerlo.	We just have a few more questions to ask you, Annie. - Sure. - I mean, I'm kind of busy. - I have my biology Midterm tomorrow, and I still have six chapters to cover. - - That's a lot to cram in one night.	masculine
Why choose it in the first place?	Pero por qué elegirlo, en primer lugar?	Nine o'clock. - What about the others, Kevin? - Nine o'clock. All of them. - How to eroticise cartoon violence? - By doing it?	masculine
We use it to our advantage.	Podemos usarlo en nuestra ventaja.	What the hell is this? - They're all in one van? - Responsible government spending. - Oh, why start now? - You know, I didn't actually think that we were gonna break rule number one.	masculine
Yeah, if you want to call it like that.	Sí, si así quieres llamarlo.	So you were not asking me for real then? - No. - To marry you, no. - But I think I like you. - You mean in a romantic way?	masculine
May I examine it closer?	¿Podría examinarlo de cerca?	Sorry. - In this chamber, we offer sacrifices to the yeti. - Half man and half animal he lives in the snow caves, high on the mountain. - Like, there goes the neighborhood. - What an extraordinary crystal.	masculine
I had them bring it upstairs for you.	Tuve que subirlo para usted.	five victims too many. - Yes. - Where was I? - Five victims. - Right.	masculine
- It will be if we ever get it finished.	Eso si llegamos a terminarlo algún día.	Then you must be John McClane. - Joe Takagi. How was your ride in? - Nice. I have you to thank for that? - Seemed the least we could do. - - Quite a place you have here.	masculine
And only two weeks to spend it or so.	Y tengo dos semanas para gastarlo.	Places like this aren't supposed to be open anymore. - How would they punish me? Not send me back to the front? - There's nothing to be afraid of. - Not even the prices here? - I've nearly two years' combat pay with me.	masculine
I'm not doing it again.	No voy a hacerlo de nuevo.	We have this handled. - I just--I need you to trust me, ok? - I told you I didn't want to keep any secrets. - Nothing personal, Jer, but sneaking up on the Travelers requires them not to know that we're doing it. - I already broke my rule once for Matt and Tyler.	masculine
Could you, sort of, hold it in the middle?	¿Podrías sostenerlo por la mitad?	They should be there, mate, that's what they reckon. - Terrific. - Thank you very much. - Thank you. - Could you... hold this?	masculine
You want to set it up for us?	¿Quieres verlo con nosotros?	Look who's here. - Jeff winger. - Jeff, how do you stay so fit? - Uh, diet, exercise, genetics. - sure, sure.	masculine
(Dominic) But he can only pull it off once.	Pero sólo puede hacerlo una vez.	Well, the next morning, that office was... [laughing] - I guess you had to be there. - When does Boswick's charter fly to Libya? - Every Friday. - He's gonna have his engineer call in sick at the last second and I'll replace him.	masculine
- It would be a shame if he punctured.	Sería una pena dejarlo como un colador.	I ask of you not in vain. - I see no pockets in your cape. - I have not talked about money. - - God Damn. - If I teach you the shooting, then you would shoot your ass.	masculine
Or can you keep it together, buddy?	¿O puedes mantenerlo junto, colega?	Ain't nobody gonna believe you. - oh, I think they will, Leonard. - I think they're gonna... - I think they're gonna find out That Sadie's been covering for you And you don't have an alibi. - How do you want to kill yourself, gene... Bathtub, the bedroom?	masculine
You will take it to the vet tonight.	Llévalo al veterinario esta noche.	Yes, I'll have her dog. - Octavius. - Yes, sir. - Her dog must be destroyed at once. - What ?	masculine
So I have to open it in order to find out?	Debo abrirlo para poder saber.	-Oh, Harvard. - Oh, oh, my gosh. Okay. - This is future in an envelope. - I mean, this is a case where size really does matter, right? - Well, I think that size only matters when you have a full view of the entire package, really.	masculine
Plus, it'd be like making out with you.	Además, sería como hacerlo contigo.	Coffee coffee, or banging coffee? - He's married. - I don't need somebody else's backwash. - So you won't be getting up on my Kevin anytime soon? - Ew. He's like my brother.	masculine
You obviously want to get it out.	Obviamente quieres contarlo.	There are moments when I wanna spill my guts, know what I mean? - Yes. - I've got things, one thing in particular, that I've been carrying around inside of me for a long time. - Tell me. - I barely know you.	masculine
Take it that your bridge is made.	Tómalo, que su puente está hecho.	But madamji... - Nothing works in this country without give-n-take. - We understand all this. - Dia and her principles won't get it. - Very good!	masculine
Brooke, we'll pick it up later.	Brooke, vamos a verlo más tarde.	- Thanks. - - Is everything okay? - Yeah, yeah, yeah, yeah. - We're going to have to pick this up later. - Mom is looking for the hospital check.	masculine
Just break it up with the screwdriver.	Deshazlo con el destornillador.	What you doing back there, Mackie? - Keeping Beaver company. - That sounds fun. - The f'ing machine's broken. - The ice is jammed.	masculine
I can discuss it with the board.	- Puedo hablarlo con la junta.	Hear me out. - Yeah? - Yes? - If we want we can make Beena go away in two days. - Only if we want. Yeah?	masculine
Now, you're just making it worse.	Ahora, acabas de empeorarlo.	- What kind of complaints? - - Lights, construction, trucks backing onto his lawn. - - A bomb will do that. - - No kidding. - Get over there.	masculine
Leave it in my office, okay?	Déjalo en mi oficina, ¿está bien?	Anything I can do to help? - - Do you have to pee? - - I guess. - Great. - Use this.	masculine
Gee, I'll have to check it out.	Cielos, tengo que conocerlo.	Between the tractor-pulls and the hoedowns. - - There's the Talon. - - Which is...? - A coffeehouse, and a really cool place to hang out. - But I'm kind of biased, because I sort of own it.	masculine
You mean that we gotta dig it up?	¿Tenemos que desenterrarlo?	- Yeah. - I'll take it. - Need a Mexican guy too. - Buried one this morning. - Cheap seats. Should still be fresh.	masculine
And now I must get it back.	Y ahora debo conseguirlo de nuevo.	We know an awful lot of things about an awful lot of things. - I understand you can locate certain items. - Possibly. - Something's been stolen from my care. - A very powerful something.	masculine
I would hate to have it alone.	No me gustaría tomarlo solo.	I want a glass of red wine. - Hey... you like red wine, right? - Yeah. - In fact, some fan here gave me this bottle of a... 50 year old Chateau Margaux. - Wow.	masculine
Look at it this way.	Míralo del siguiente modo.	Past tense. - Now we're hired by a store to bust a rich klepto. - We're P.I.s. - Just one of the many services we offer. - For which, I might add, we're being well paid.	masculine
~ No, we'll remove it at once.	-No, vamos a sacarlo de una vez.	Really. - No... look...we'll remove it at once. - Don't be afraid. - We're almost there already. - ~ Best if we went back, right?	masculine
Enjoy it while you can.	Disfrútalo mientras puedas.	I should really go and join the other girls. - I'm supposed to start at 2:00. - Who's the boss here? - In the end, a human life means nothing. - God made you so beautiful, Nellie girl.	masculine
We really should give it another try.	Deberíamos intentarlo de nuevo.	About sleep, and having a boff. - - Listen, if I say that sort of thing again, tie me up and gag me. - We tried that once, but you started laughing. - Leave off alone, there's a dicker. - You've come all this way.	masculine
I don't want to see that, but, I mean, it makes sense.	No quiero verlo, pero, tiene sentido.	- This is not good. - We're about to witness the darkness that is Sadam. - - Sadam Crymamp. - - Yep. - Saddest dude in the whole world, yeah.	masculine
Will you 'scuss it tonight?	- ¿Vais a hablarlo esta noche?	- You promised. - We want a baby. - Well, now wait a minute. - - Darling, a promise is a promise. - Now you two get to bed and Daddy and I will discuss it.	masculine
I'm not gonna say it again!	- ¡No voy a repetirlo otra vez!	Look. - This must be what we ran over. - Now, if our blowout wasn't an accident, someone could have done this on purpose. - I think you better get a move on before you get yourself in some trouble. - Just trying to show you.	masculine
Is it kind of weird that I just want to leave it like this?	¿Es raro que quiera dejarlo así?	All right, let's do a little housekeeping and close her up. - Heart's beating on its own? - That must have been it. - Wow. Looks like someone forgot to sing the clean-up song. - Not if you're the janitor.	masculine
- But I just couldn't sell it to them.	- Pero yo no pude hacerlo.	- Yes. - - I've been up since the presentation. - I spent all night trying to explain to my party why we keep having to give way on key issues to be in this government. - But I couldn't. - They we're ready to buy my bullshit once more.	masculine
I should just try it again. (Dee whoops)	Debería comprobarlo otra vez.	Let me double check because, you know, you're sense of smell has always been pretty stupid. - You want to...? - (sniffs) Oh, oh, Christ, that's good stuff... that's high-test. - Can I get a toot down here? Yeah, yeah, go for it, go for it. - (sniffs) Ooh, guys, yes.	masculine
If somebody's got an issue, bring it up.	Si tienen un problema, díganlo.	- You putting the wild bunch down? - Yeah, yeah. - Hey, Senior, you mind giving us a couple minutes, man? - - Nah, you got 'em, Jefe. - - Thanks. - We're not gonna be worth a damn to each other or ourselves if we get over there and something's out of whack.	masculine
Well, it was worth a shot.	Bueno, valía la pena intentarlo.	Sorry. - Sorry you lost your job. - Oh, thank you, Elaine. - - All right, man. - I'll see you tomorrow.	masculine
It could just as easily kill him.	Eso también podría simplemente matarlo.	I can't do that. - I think you're probably well aware of that by now. - I know what you think you have in that needle. Yes. - My son's future. - Your cure is experimental.	masculine
All right, let's move it along.	Todo esta bien, vamos a moverlo.	You haven't spent five minutes with your kids since Labor Day. - Frank, you know what? I am so sick of this. - I Hello? - Hello? - Know what? That lady's got enough problems.	masculine
Think of it this way, Doc.	Piénsalo de este modo, Doc.	Broken hyoid. - - Strangulation. - - Yep. - - Are you really leaving? - - Yep.	masculine
It knows we can stop it.	Sabe que podemos detenerlo.	Just let her finish her mission. - The ship is scared. - She'll bring me back. - I can live. - We can live.	masculine
- Enjoy it while it lasts, Mike.	- Disfrútalo mientras dure, Mike.	I know she a ho. - Oh, definitely a ho. - Both of you, you both watch your mouth, all right? - This one's not a ho. - She's a lady. - - Whipped already.	masculine
I can feel it inside me.	Puedo sentirlo dentro mío.	No, please. - - Please, I've got to stand up! - - Evie! - Tom he's killing me. - What are you saying?	masculine
Try some, Jerry, and pass it around.	Pruébelo, Jerry, y páselo.	- Yes, sir. - But you're feeling fit? - You're ready for duty? - Yes, General. - Very much so, sir.	masculine
I could fix it for you if you wanted me to.	Puedo arreglarlo para tí, si quieres.	What? ! - Your TV. - I took them out. - How could you do that to a '54 Super Zenith? - This TV is a classic.	masculine
You'd never get it through the front door.	No podrías pasarlo por la puerta.	Find page ninety-two. - One-eighty bus goes right to it. - So? - Look at that. - Isn't that beautiful?	masculine
And we're not going to discuss it no more.	Y no vamos a discutirlo más.	tomorrow** - I've got to make a big decision air,very big decision. - I've seen cirie operate. I know how she plays. - I think we do 3-3 to keep candice in and keep our six strong. - Yes? - - All right.	masculine
Hey, keep it moving.	Hey , mantenerlo en movimiento .	I don't need her permission. - Just yours. - You two in there. - KD. - Good to see you, brother.	masculine
He should say it first.	Debería decirlo él primero.	They're in my room. - Yeah, sure. - So... did you drop the "L" bomb? - No. - I changed my mind.	masculine
So we're going to pour it in through the top.	Vamos a volcarlo por la parte superior.	There's all sort of white solids. - Oh, God! - Oh, God that is bad! - That is really bad! Oh. - But what he would have had to do was to transfer it into this retort.	masculine
They first used it two months ago.	Empezaron a usarlo hace dos meses.	I can't. The atrocities I've seen... - This new device makes them even more deadly. - How do I combat an enemy that fails to register on any scanner until they're literally in front of you, pointing a phaser at you? - - What do you know of this device? - - Not much, really.	masculine
# Throw it all together That's how we roll	Hazlo todo junto, así lo hacemos	Here we go. - # Put your hawk in the sky and move side to side - # Jump to the left, stick it, glide - # Zigzag across the floor shuffle in diagonal - # When the drum hits, hands on your hips	masculine
It should stay that way.	Y debería seguir siéndolo.	Father. - Move. - Father. - Are you alright? - Gentlemen, this ls a peaceful village.	masculine
We can save it as a start.	Podemos ahorrarlo para comenzar.	- Thanks anyways. - - How much is it? - - Not enough for a guitar. - Hey, why don't we buy something really tasty instead? - But that's for the guitar.	masculine
I'm not gonna say it again.	No voy a decirlo otra vez.	You're gonna be in so much trouble. - Hey, what now? ! - Come on! - Open this door! - There's no one to hear us now, Norma Jeane, come on!	masculine
