src	trg	src_ctx	gender
I just need the kryptonian shield in order to do it, but i can't find it anywhere.	Ich brauche nur das kryptonische Schild, aber ich finde es nirgendwo.	I've been trapped in the fortress. - That would definitely explain the bizarre behavior. - How do i know you're the real clark? - Chloe, it's me. - Now, look, i know how to destroy the phantom.	 
- Let's put it this way.	-Sagen wir es so.	You'd know you were being used. - - You wouldn't be made a fool of. - - I'm not a fool. - And I'm not capable of being fooled, not even by a woman. - - This is not a slur on your manhood.	 
You missed her speech. It was great.	Du hast die Rede verpasst, war toll.	ah..., for trusting me enough to be around you, drunken assholes. - Enough of this bullshit ... - Let's turn on some music ... and dance, you bunch of dicks! - - Lou! - - Hey, I did not think you're gonna make it ...	 
-I thought it might make it go away.	- Ich dachte, dann würde es vielleicht weggehen.	Anything you'd like to add? - -What? - -This pencil's a little dull. - Maybe I should dip that thing in some ink and write with it. - -Stop looking.	 
I swore I'd never mention it again.	Ich habe geschworen, es nie mehr zu erwähnen.	- Tell me. - What is it? - - I can't. - Why? - Please.	 
It was... it was great.	Es war... Es war toll.	Then what? - I... made love. - What do you mean? - I fucked them. - What was it like?	 
Just put it down.	Legen Sie sie einfach weg.	I don't wanna see you get hurt. - I'm the one with the gun. - Not the only one. - Don't move a muscle, Hasty. - Oh, hell.	 
I'm gonna do everything I can to figure it out.	- Ich werde alles tun, um das zu klären.	It's been a long night. - Yeah, it has. - He was a good man, Nick. - Can't imagine how he ended up here. - I am sorry.	 
There's nothing in it for you, now.	Das würde dir nichts bringen.	I figured you'd come early, looking for blood. - He wouldn't, so you'd likely have the drop on him. - You're right. - The chump never knew what hit him. - How do you know I won't still kill you?	 
We both agreed it was great.	Wir waren uns einig, dass es großartig war.	But she was. - - This feels so good. - - I think you should leave. - I want to make love to you. Right now. - We both came simultaneously.	 
- What's it about?	- Was ist los?	Because that gold belongs to both of us together. - You and I both know that no cause is worth three million dollars. - (gunshots) - Wait here! - - The horses!	 
Nobody will understand.. I can't get it out of my mind.	Ich werde das nie wieder loswerden, das versteht keiner.	Feels like shit. - You're not yourself when you do it. - Yeah. I can't imagine it. - That's why you shouldn't look into their eyes.. - If you do, it will haunt you for the rest of your life.	 
I have to find it and clamp it. It's the only way to stop the bleeding.	Ich muss sie finden und klammern, ... die Blutung stillen.	Mike Durant, we won't leave you behind. - You got to take over from me. - Both hands. - It's the femoral artery, but I can't see it. - Which means that it's retracted up into the pelvis.	 
You must see it near.	Ihr müsst ihn in der Nähe betrachten.	Valère, Valère! - You are afraid, father, that it will not be enough? - I hope, Madam, that you will have the kindness to excuse it. - It was by no means necessary. - Did you ever see a more brilliant diamond than the one my father has upon his finger?	 
I--I don't want it anymore.	Ich will ihn nicht mehr.	Here you want that? - You gonna be all right? - I guess so. - I'II get a doc to take a look at it though just in case. - No. You keep it.	 
Is it important?	Ist es wichtig?	Yeah? - It's me. - Can I come in? - I'm in my bath. - I know.	 
which everybody knows isn't true, but Mama said it was just a little white lie, it wasn't hurting nobody.	was nicht stimmt, wie jeder weiß, aber Mama sagte, es wäre nur eine Notlüge und würde niemandem wehtun.	Stupid is as stupid does, sir. - That's what's left after me saying, - "When I was in China on the All-America ping-pong team, - "I just loved playing ping-pong - "with my Flex-o-lite ping-pong paddle,"	 
Yeah, it was great.	Ja, es war toll.	Was it great? - Adrian, you don't wanna know. No, no. - Okay, yes. Okay, fine. - It was... Yes, it was, um... - It was pretty great.	 
But we have to propose it with tact.	Aber dieser Vorschlag erfordert viel Taktgefühl.	Look, when this is over... ... Cubaandtherevolution will need you even more. - They see us rebels as agitators... ... peoplewhowanttogain prestige by complicating Batista's life. - But we don't see ourselves like that. - We see ourselves as a small army that will become a bigger army... - Fidel has to be the Commander in Chief of the entire rebellion.	 
- Does Cisco have to keep it too? Yes, he does.	- Nun, muss Cisco sie auch für sich behalten?	An industrial centrifuge by any chance? - - No. - It's a secret. - - What kind of secret? - - The kind I have to keep.	 
I just saw it on the television.	Ich habe es gerade im Fernsehen gesehen.	This time without business. - I just thought it would be fun to go on a trip, the two of us for a bit without the kids. - Peter. - They shot that poor Kennedy boy. - That was years ago, Mother.	 
- Yeah, but I didn't have it sent here.	- Ja, aber ich habe sie nicht geschickt.	You know, you really are a fat-head. - No. - Don't call me Fat Head. - - Yours? - This was your bassinet?	 
Can we at least try it again?	Können wir es wenigstens noch mal versuchen?	You can't be back here. - This is staff only. - No members allowed. - Look, I'm sorry. - I'll be gone in just a minute.	 
Because you can still see it for the first time.	Weil du ihn noch zum ersten Mal sehen kannst.	Wait, are you saying I complete you? - You have seen Jerry Maguire. - No, I'm quoting my cinema hero, the character of Melvin Udall, expertly portrayed by Jack Nicholson in As Good As It Gets. - Oh. - Never saw it. - Oh, well, then you're lucky. - Why is that?	 
We're going to try to make it work.	Wir versuchen es noch einmal.	Did you tell her you love her? - Yes. - I want to live with her too. - And? - And... you were right.	 
Don't take it personally.	Nehmen Sie's nicht persönlich.	- Hey. How are you? - My father was an avid fight fan. - I adored my father, so I love a good fight. - I heard about your so-called "dance". - Accidentally, I might add.	 
You should try it sometime.	Du solltest es einmal versuchen.	Which means they're still a threat. - You know, until we kill them. - You son of a... Unh! - If I say she's in there, what's keeping you from shooting me? - Honor.	 
Just put it down.	Legen Sie die Waffe weg.	What you coming back for? - What the fuck are you coming back for? - You motherfucker. - Go ahead on. - Hey, they had a prisoner.	 
So will you just think about it for us?	Würdest du für uns darüber nachdenken?	And I feel like... it's right for us to get married... - That's our only option now. - I don't want to have regrets about us. - And we can make this work if we do that. - I spoke to Harry, and he said it'll only take six months, and then I can come back. And then we can be together.	 
I'm here to get it for him.	Ich möchte es für ihn abholen.	She never had visitors. - And didn't go out often. - Ifyou find my rent money, tell me. - Excuse me. My father left something here. - His locker number is 173.	 
- I'd look for it and I'd find it.	Ich würde es suchen und auch finden.	Then, when you get home, out it comes. - You know, I still don't understand. - This guy makes me laugh! - You know what I'd do if I were you? - - Tell me.	 
- Yeah, and it was great.	- Ja, und es war toll!	I've met someone. - I've met someone who really cares. - - Who is he? - - None of your business. - - Have you fucked?	 
- I can open it from the other side.	- Ich kann sie von innen öffnen.	You're a vampire. - I made you into a vampire and I'm so sorry. - A vampire? - There's no handle. - You probably need a beepy thing, like on a car.	 
we'll take it from here.	wir werden ab hier übernehmen.	The heavy gun. - They said it shot caps. - It was supposed to be funny. - Aw, save it for the tape. - You know, we'll...	 
I'm going to say it one more time.	Ich sage es noch einmal.	I live here. - Oh, that's hilarious. - You know what's not funny? - That you stole a confidential FBI case file. - I don't remember any of that.	 
No. About law and order, but you can call it what you want.	Nein, über Recht und Ordnung, aber Sie können es nennen, wie Sie wollen.	All kinds of documents, really. - Compiled over the last year. - With one theme: - The buying and the selling of the Vice President's office. - So this is a conversation about extortion.	 
What's it about?	Worum geht's?	I know nothing about your child! - Not now! - I'm sorry, there's a certain Dr. Maywald. - She says it's urgent. - What? !	 
I've been thinking about it for a long time now.	Ich denke schon seit geraumer Zeit darüber nach.	- Start psychologically? - - No. - Now, listen carefully, Miss Randolph. - Has it occurred to you why criminal activity should change a man's entire personality? - I'm afraid I've never thought about anything like that.	 
I couldn't have done it without you.	Ohne Sie hätte ich es nicht geschafft.	I was just doing my job. - Unnamed police officials report that the mysterious Batman may have had a hand in last night's capture of Floyd Lawton better known as the hit man Deadshot. - Police also say businessman Ronald Marshall has been implicated in at least one of Deadshot's alleged assassinations. - If convicted, both men could be facing the death penalty. - Thanks again, Alfred.	 
Then what's it about?	- Und worum geht es dann?	Jeff set this whole thing up. - First of all, Jeff is a weasel. - And, dude, bein' famous ain't all it's cracked up to be. - You can't go to a movie, can't go to a bar, cops arrest you, ask for your autograph. - - It's bullshit. - It's not about being famous.	 
You know, try not to hold it against him.	Versuch es, ihm nicht übel zu nehmen.	Why you gotta be like this? - - Why can't you just talk even? - - Hey, hey, hey. - Cool down, okay? - Out of the mouths of babes, huh?	 
I'll save it for later. How about that?	Na gut, ich heb es mir für später auf.	And I want you in the bed after your treat, all right? - I'll see you later. - Mom! - I made a secret drawing for you. - I love your drawings. - - Don't look at it yet!	 
I can't stand it any longer!	Ich halte das nicht länger aus!	I'm a palaeontologist, not a foreign secretary. - - George, come on. - - It's not knowing that's so awful. - Not knowing where you're going, why, or what's waiting when you get there. - We got above that storm.	 
Give it to her first.	Geben Sie es zuerst ihr.	Fine. - Send in the drugs. - Son, come here, come here. - House, you can't- - If you have cushing's, this will slow your breathing.	 
I'm gonna go check it out.	Ich werde es mir ansehen.	Hey, relax. - That's not why I'm here. - -What, then? The ark found some old records that show a supply depot not too far from here. - What kind of supplies? - The kind that might give us a chance to live through winter.	 
But it was the only way to save you.	Ich konnte dich nur so retten.	Ja, it's me. - It worked. - We both have new bodies now. - Thank you. - I'm sorry you had to leave your other body.	 
I can close it from the outside.	Ich kann von außen schließen.	Everybody, fall back! - Fall back now! - Jayne, grenade. - Very last one. - They're gonna get in.	 
But they lack the ability to use it properly.	Aber sie wissen sie nicht einzusetzen.	- Yes. We like shields. - From what I've seen, half the systems on board have been stolen from the Romulans, Klingon, Jarada, almost anyone they've ever had contact with. - We like to be smart. - Confirmed, Lt La Forge. - They steal technology.	 
- It was great.	- Es war klasse.	What are these tickets from? - We both really like Paul Simon. And one of our first dates, when we'd met, we went to see him in concert. - - When was that, Jacob? - - Two months after we met. - - How was the concert?	 
I'm closer to it now, I can feel it.	Ich bin jetzt näher dran, ich kann es fühlen.	You have your spells, she has hers. - Just try not to poke your eye out with it. - So... how are you gonna find it? - It'll find me. - I asked how to do what it did, to turn on the wrong moon.	 
What's it about?	Was ist es?	-A piece of paper and it says, "Ross." -l see. - I just got off the phone with Estelle. - Guess what? - I got the lead! - You got the lead in a movie?	 
I cleaned and oiled it before I put it away.	Ich säuberte und ölte sie, bevor ich sie weglegte.	May be a way to get two birds with that stone, too. - - Swagger? - - Hey. - The gun Donnie learned to hunt with when he was a kid. - It ain't much, but it shoots true.	 
well let me put it this way.	Weisst du, ich will's mal so sagen.	You don't give up. - We didn't give up on civil rights or equality for women or fair housing. - Honey. - As long as people can change, the world can change. - Yeah, but what if people can't change?	 
What else you going use it for?	Was willst du sonst mit ihr machen?	This one's not falling for it. - This one ain't dumb. - He's trying to trick us. - Use your bomb. - It's our last one.	 
I'll put it back.	Ich steck's wieder rein.	Not his choice. - We were pretty out of sync in that department. - We were pretty out of sync with Ellen, too. - Oh, my God fought all the time about how to parent. - That's good grass you're pulling up.	 
It was simple enough to learn how to shoot it.	Es war einfach genug, damit zu schießen.	But not as efficient as a fire stick. - It seems to stop working after it's been fired for a while. - I assume... that's what these are for. - - Tell me how to make it work again. - - Give it to me, I'll show you.	 
I need to look it up.	Ich muß es nachsehen.	You weigh the pros and the cons,and I'll be in touch. - Three guys on motorcyclespulled me out of the car, they saidthey're coming after you. - They're coming afterall of us. - How many motorcyclesin pittsburgh? - I don't know.	 
It buttons here and here, so you don't have to... undo her or anything.	Hier und hier sind Knöpfe, also musst du sie nicht... ausziehen oder so.	Dry as a bone now. - We don't want her coming down with something. - Hon? - Give me one of those cotton balls and soaked in peroxide, please. - This is gonna hurt.	 
"I can't get it out of my head.	Ich krieg's nicht aus meinem Kopf.	He had underwear on his head and he was handcuffed backwards to a window. - And they were pretty much asking him questions. - That's the first time I started taking photos. - I wrote a letter home to Kelly, who is my wife. - "October 20th, 2003.	 
I couldn't have done it without you. Thank you.	Ohne euch hätte ich das nie geschafft, dank euch.	And the end of crowded bathrooms, the end of no hot water and the end of three Prues hogging all the good clothes. - You know, one day you might hear what you actually sound like when you say stuff like that. - And I will find myself sassy and delightful. - I won't count on it. - All right, to me, myself and I, and to you guys.	 
Let's see if you like it better with an Italian.	Schauen wir doch mal, wie es dir mit einem Italiener gefällt...	Good! - Then you're a spy! - No! - No! - So, you beautiful Milanese, you were making love with an Austrian?	 
Because I have to get it out of my house.	Denn ich muss es aus dem Haus bekommen.	- You want to try it? - I had to pay for the catering. - And the cake. - I have so much food. - Please, would you take some?	 
It was great. Excuse me, Mr. Conners. Can I have a word with you please?	Entschuldigung, Mr. Conners, könnte ich Sie kurz sprechen?	Including old friends from the neighborhood. - Go ahead, eat. - Terrific. That was terrific. - All right. All right - Love it.	 
Enjoy it while it lasts.	Genieß es, solange es noch da ist.	My mistake. - You know that ringing in your ears? That... - That's the sound of the ear cells dying. - Like their swan song. - Once it's gone, you'll never hear that frequency again.	 
And I don't wanna do anything that might screw it up.	Und ich möchte nichts tun, dass das versaut.	Really. - What? - What? - What are you thinking? - -I'm sort of thinking that.... -What? I'm thinking that this has just been like the best weekend of my life.	 
As usual, it was great. Oh.	- Wie üblich hervorragend.	I don't know. - Prove it. - Voluntarily. - Pick up, 14. Hi. - How was everything?	 
No, I'm trying to figure it out.	Nein, ich versuche, es rauszukriegen.	I must know everything he's told you if I'm to help. - He said if I can stop a sign, the chain will be broken. - He said that? - Yes, and God would grant the world a second chance. - Did he tell you which sign to stop?	 
How long will it take?	- Wie lang wird es dauern?	Like? Like one of my officers being present in a hotel suite with your son and two of your German business colleagues on the night that Olson was killed. - A hotel suite where prostitutes were present, where serious Class A drugs were being consumed and where a serious assault took place. - We'll continue to ventilate her and provide pain relief. - But I think the time has come to let nature take its course. - We will withdraw intensive care this morning.	 
But it was time to put it away.	Aber es war Zeit, es loszuwerden.	We brought Cohen in, but it was Grace's testimony that put him away. - After the trial, she held on to Jerry and wouldn't let go. - Jerry always threatened to leave the force, but he never did. - I guess he couldn't shake the call of duty that echoed in his ears. - Every man carries a badge, and this was mine.	 
Try it again... please.	Versuch's noch mal... bitte.	Now, get up. - Come on, get up. - Would you get up? #Mierda! - Ni lo intentes. - Maybe you'd better put her on a leash, agent man.	 
It was right in front of me, I could feel it.	Er war direkt vor mir, ich konnte ihn spüren...	What happened? - It was... they were... they were all right here, all of them. - - Calm down, okay? - - No. There's no one here but us. - Just you and me.	 
What's it about?	- Worum geht es denn?	I've made mistakes but I really think I can do better - We have a few questions - Can you come to the station with us? - - Now? - - Yes	 
Right, but shouldn't the next step be, like, testing it on us?	Ja, aber sollten wir sie nicht an uns testen?	DAVID: - Puppies? - DAVID: Quinn, enough with the Petco. - We have to take this step by step. - Be very conscious of what we're doing.	 
Yes, they do, But it was you I wanted to drink it with.	Doch, aber ich wollte es mit dir trinken.	- Anyway, if they don't, it doesn't matter. - - Ok, I will see what I can do. - - What are you doing here? - - Sorry. I was in the mood for a beer. - Other people also like drinking beer.	 
But so that other countries wouldn't feel deprived, God decided to fill it with the French.	Aber um die anderen Länder zu versöhnen, entschloss sich Gott die Franzosen dort hineinzusetzen.	Fasten your seatbelts and clam up! - You can't treat us like this! - When the world was created, God decided to invent the most beautiful country of all and put all of the world's wonders in it. - He called that country... - France.	 
But you need to look at it from our point of view.	Sie müssen es aber aus unserer Perspektive sehen.	In golf, if you have a five iron, you don't need anything else. - If you use it, like a tool. You can carve any shot in the game. - You can even slice a man open if you know how to use it properly. - So, guns for drugs... - You know, it's easy to think that this situation was only about drugs.	 
I've got some ideas on how to fix it up.	Ich hätte da einige Ideen, wie wir das anstellen könnten.	Refresh my memory. - Listen, how'd you like to get your hands on $500,000? - Pay me back at your convenience, no interest. - Are you serious? - All I want in return is to work on this movie with you.	 
We can leave it open if you like.	Wir können die Tür offen lassen.	Go on in, Paul. - How are you this morning? - SUMMER 1985 - Are you OK? - Want to open the door?	 
I-I can't stop it, but maybe I can slow it down.	Ich kann es nicht aufhalten, aber vielleicht kann ich sie verlangsamen.	Oh, I thought I would put my own personal touch on the office. - Well, you've succeeded. - Hideously. - Is there anything you can do? - This is strong magic.	 
Made it look like a terrorist attack.	- Ließ es aussehen wie einen Terroristenangriff.	It's deep inside the Z. - Mortar rounds,fired just before Rankin washot, came from around here. - Shot during a mort attack. - Coincidence? - No such thing. Someone went to a lot of trouble to set that up.	 
We were gonna put it back.	Wir werden es zurückstellen.	- I don't have a choice, ray. - Think of the consequences. - We're way past consequences. - This needs to end tonight. - It's my neighbor's car.	 
They won't let it through the gate, buddy.	Sie würden uns nicht durch das Tor lassen, Kumpel.	Dad, these people have been staring at us. - No, honey. - It's just your imagination. - Hey, take your coat. - Why can't we just park the rv at our house?	 
Local police could be processing it now.	Die Ortspolizei könnte das gerade untersuchen.	If she told someone, they're gonna come for us. - Gave the manager 50 bucks to give us a heads-up if he saw anyone. - I'm gonna stitch you up, we get out of here. - I broke into that woman's home. - I tried to remove the evidence, but I had to make a run for it.	 
Just so I could sell it to Martha.	Nur in dem Maße, dass ich es Martha irgendwie verkaufen kann.	I'll do freshman composition, adult night classes, anything. - No, no, I understand. - I thought that might be the case. - Look, can we compromise with just an office? - It doesn't even need to be on campus...	 
Because I can't take it anymore.	- weil ich das nicht mehr ertragen kann.	Thank you. - I, um, have to go prep for my surgery now. - Okay. - Why are we eating lunch In a room full of diseased organs? - (meredith) we are hiding from lexie And her big, sad "I love my daddy" eyes,	 
Just put it down.	Stell es einfach hin.	well, surely he can be trusted. - He should not be subjected to such insupportable stress. - what do you mean? - His contact in America, the woman I sent in with him she will eliminate him the moment his mission is completed. - why aren't you dressed and packed?	 
I just bought it for my son.	Den habe ich für meinen Sohn gekauft.	Do you have any science toys? - Near the back. Thanks. - Can you go ahead-- - Sorry, buddy! - That's my chemistry set. I think you're mistaken.	 
I mean, if he's a friend of Jeremy's, then I guess I could give it a go. - Right?	- Na ja, wenn er ein Freund von Jeremy ist, geb ich ihm 'ne Chance.	Um... what else? - Jeremy and I were talking, he has a friend who's also going through a divorce. - And he works in Poverty at the UN. - He's really nice and really funny. - He does pottery at the UN?	 
- I can get it for you.	- Die hole ich Ihnen.	Where is Owen? - - Owen went bowling. - - I want Owen! - - He'll be back soon. - - I want my bath and my medicine!	 
He won't explain it properly.	Er will es nicht genau erklären.	-Yes, it did. - -So he can survive a bullet through the head? - -Yeah. - -How? - -I don't know.	 
I couldn't have done it without you.	Nein, was wäre ich nur ohne dich? Ohne Dich hätte ich das alles nie überstanden.	I thought you'd give up... when the doctor said you couldn't get pregnant. - But with that artificial program you did it. - When I think of that time. I still feel faint. - Do you know how nervous I get... watching you go from crisis to crisis? - What would I do without you?	 
Yeah, it was great.	Já, sehr gut.	L thought you slept and didn't go. - But you couldn't miss your first day, right? - How could I miss the best part? - By the way, I didn't see you get home last night. - Was the party that good?	 
Yeah, it was great.	Ja, großartig.	Yeah. - Did he hear all that smart stuff I did? - No. - No, I don't think so. - Well, it was still good, though.	 
Or you could save it for later.	Oder du könntest ihr für später aufheben.	Ask Abed. - You can trust him. - He's a friend. Nope. - Just solid cake. - Then you wouldn't mind if I... Cut the cake?	 
All we have to do is heat it up.	Wir müssen den Kolben nur heiß machen.	(music stops) - What's the matter? - Aren't you hungry? - Uh... Actually I like popcorn. - Oh, well, no problem.	 
The only way to stop it was to show it.	Zu stoppen ist sie nur, indem man darauf hinweist.	With data? Facts? - Good luck. - The only facts they won't challenge are the ones that keep the wheels greased and the dollars rolling in. - But what if... What if there was a way of skipping the middleman and putting the critical news directly into everyone's head? - The probability of widespread annihilation kept going up.	 
He's in love, and you said it was great.	Er ist verliebt und du sagtest, es wäre toll.	I don't even know what to say to you. - About what? - Don't act innocent. - He's leaving me for his secretary. - Roger?	 
They must have written it as soon as I left the office.	Man muss ihn geschrieben haben, sobald ich das Büro verlassen habe.	Yes all right. - I mustn't slow you down. - There's been too much of that already. - Have you recovered from our ordeal? - I got a letter this morning.	 
I could eat it every day.	Ich könnte es ständig futtern.	What I mean is being in America is a lot more fun than being here, right? - I wouldn't know. - The hamburgers, man. - The fried chicken. - Food in your country's fantastic.	 
Put it back.	- Geben Sie's zurück.	Get on the ground! - The prisoners must stay! - Listen to me. - Everything you stole from Kuwait belongs to us now. - Understand?	 
Think of it as a birth rite.	Sieh es als Geburtsrecht an!	There's a mark on the back of your head, just above the hairline. - It's a circle. - How'd you know that? - Well, I have one, too. - A birthmark?	 
Is it important?	Ist das wichtig?	And you make music? - The news wasn't official. - Official? - You'll all be held accountable! - I've something to tell you.	 
Tell me about your plan. How long will it take?	Erzählen Sie mir von Ihrem Plan.	Perhaps you know of the RoboCop programme, developed by myself at Security Concepts as a contingency against this? - - Thank you, Mr Morton. I'm sure this... - - Now wait a minute. - Dick! - Maybe what we need here is a fresh perspective.	 
Okay, well, how long will it take? Day or two. Depending on any pipes or rocks we come across.	Einen Tag oder zwei, hängt von den Rohren ab, die uns eventuell den Weg versperren.	Surly? - Hey, what's going on? - This trashcan has a hole in it. - We use it as cover to dig a new hole into the human hole. - Now that's groundhog thinking, right there.	 
I just need to transfer it into the account.	Ich überweise es aufs Konto.	Yeah, I'm going to lay down. - Almost there, buddy. Last preview. Okay. - How you doing? - Good. Great. - The money came through.	 
What can I do to make it up to you?	Wie kann ich es wieder gutmachen?	It's my mother's hair. - It's all I have of her. - It smells fresh. - I wash it sometimes. - I'm sorry I hurt you.	 
Here, I don't want it anymore.	Hier ist das Foto. Ich will es nicht mehr.	-None of your business. - A little brat has my picture and it's none of my business? - What about your parents? - Pick up your things. - We'll go to your house and find that picture.	 
- Let's keep it that way. - So how do I get my son back?	Wie bekomme ich meinen Sohn zurück?	- How's the linguist doing with my accent? - - The w-what? The ling-- N- - - Are you sure? - - Hey, you think I'm a fuckin' idiot? - - I want to get this over with. - Very good.	 
I can't get it out of my head.	Geht mir nicht mehr aus dem Kopf.	What's it called again? - What? - The music box, what's it called? - - Fullness of spring. - - Fullness of spring.	 
- Yeah, it was great.	- Ja, toller Film.	The expensive wedding, and they drive off into the sunset. - Everyone knows it's fake, but they watch it like it's real fucking life. - She was the most important thing to him. He gave up everything for her. - It was just meant to be. - - I love movies like that.	 
- You sure it'll work? - Let's put it this way.	Sind Sie ganz sicher?	I'll take the responsibility. - Mr. Patroni is licensed to taxi. - He'll take over. - He tears this ship apart, I hope you got eight million to pay for it. - Joe, my neck's out about 14 feet.	 
Seems a shame just to leave it lying around.	Wäre doch schade, das alles hier rumliegen zu lassen.	They could not have moved in daylight. - There must be a cave nearby. - Oh, what's that stench? - It's a Troll-hoard. - Be careful what you touch.	 
But he thinks he can get it back.	Aber er meint, er könnte sie wiederbringen.	I already found him. - Son of a bitch showed up at my shop this morning. - Just walks right in, tells me the product is gone. - - Gone? - - He said his brother took it.	 
I don't want it anymore.	Ich will ihn nicht mehr.	- Todd, it's alright. - Look at me. - Look at me. Calm down, okay? - Where's that contract? - - Take it.	 
That's kind of gay, but I can get it for you.	Ja, ist zwar irgendwie schwul, aber besorg ich dir.	I mean, seriously, that's really-- That's nice of you. - Thank you. - So should I just get a shitload of different shit? - Well, you gotta get me some Kyle's Killer Lemonade. - Kyle's Killer Lemonade.	 
Jan, it was great.	Jan, das war echt sensationell!	I think I'll cook something. - Want to join me? - Gladly. - All washed up? - Shall we cook?	 
- Well, there's something weird I was hoping you could clear it up.	- Nun, es ist etwas merkwürdig, ich habe gehofft du könntest mir das erklären.	At least nothing I can use. - You have a minute? - Sure. - - What's this? - It's your blood spatter report on the Wayne Randall victims. - - What about it?	 
Maybe we'll be able to figure it out anyway.	Vielleicht können wir es trotzdem herausfinden. Wir sind hier.	Somebody is getting nervous, Mrs. Parlo. - So now I want to try to find out exactly where they took you. - Sharona, do you have that map? - All right, but I... I told the chief of police I... I couldn't help him. - I had an afghan over my head.	 
You always do that. You take a bite out of every one, and then put it back.	Du beißt immer alle an und legst sie dann zurück.	- And so high in protein. - Gross! No? - How 'bout you, big boy? - - Love grubs. - - Not "like." - Love!	 
It will do anything it can to get it.	Er tut alles, um es zu bekommen.	And it was hungry. - Hungry for blood! - Human blood. - You see, once a bear gets a taste for blood... it craves it. - It needs it.	 
They will bring it here, and you will help us to evaluate.	Die bringen sie hier her und dann werden Sie uns helfen, sie auszuwerten.	Just 'cause I got nothing better, doesn't make your idea good. - Sam. - Did your men find the team? - They were at the hotel, but they escaped. - My men are gathering whatever intelligence is left from the site now.	 
It would be a pleasure. It would?	Es wäre mir ein Vergnügen.	No, that is perfectly correct. - - And in light of that... given that there is to be a masked ball... I wondered if you would do me the honor? SUSAN: - Yes. No, of course not. - You're too busy. I said "Yes." - SUSAN:	 
Spit it out.	Spuck's aus.	Weren't we just talking about the long haul? - We are,but... - There's just no easy way to say this. - What? - Just say it.	 
- Spit it out.	Spuck's aus.	John, don't try to be funny. - You're not good at it. - You're just not good at it. - Hey, don't hang up. I didn't mean that. No no no no no no. - John?	 
Well, let us entertain it for a moment.	Nun, lasst es uns für einen Moment erwägen.	True fortune extends no further than a man's ambitions. - Mine stretch well beyond the sands of the arena. - How far beyond? - To the very doors of political office. - In a minor capacity. At first.	 
This holiday,I think my wife and I are just going to take it easy.	Dieses Jahr werden ich und meine Frau es entspannt angehen lassen.	Yeah, totally. - Oh, God. - You okay? - Oh! - MAN: So what are your plans for the holidays?	 
We're not going to be able to use it to get back on the ship.	Wir können es nicht benutzen, um wieder auf Schiff zu kommen.	Nick, are you all right? - I'm okay. - The rotation's slow enough. - We've got a bigger problem. - The Kino is damaged.	 
I can't find it anywhere.	Ich finde es nicht.	Come here. - Can I please just come in and crash? - Jeanne? - What? - Have you seen my portfolio?	 
And I never thought I'd see it again.	- Und ich dachte, ich würde ihn nie wieder sehen.	Um... so, I went to this dance club... On St. Patrick's Day. - ...on St. Patrick's Day. - And you left it there. - And I left it there. - And you never thought you'd see it again.	 
Make sure you keep it in a safe place.	Verbirg ihn immer an einem sicheren Ort.	Never, never leave Dale in a hospital, Francis. - Yeah, happiness is a nice, wet Rico reed. - Well, checking out without saying goodbye, huh? - Butter I want my passport. - I got it hidden in the room.	 
Just put it back.	Pack es einfach zurück.	We're talking about the man who leaves his murder weapon In an umbrella stand. - Yeah, you're right. - What if we don't find anything? - Then we don't move forward. - Leave it, dex.	 
Don't take it personally.	Nimm's nicht persönlich.	Steady. - And people have figured out how to compromise. - Or behave. - Thank you very much. - Nobody's talking about you.	 
You tore your mom's heart out when you went away. Bob did his best to put it back.	Du hast deiner Mutter das Herz gebrochen und Bob hat versucht, es zu flicken.	Mr. One Two, I think there is something you should know about our Bob. - Who do you think looked after your mom before she died when you was doing a two-stretch? - Because it wasn't me, and I'm your best fucking pal. - No, it was Bob. - Bob was around there six times a week making sure she was looked after.	 
You can take it or leave it.	Nehmt es oder lasst es.	Let's lighten up. - This town is hot, and so are you. - You're on every goddamn channel. - You got no one else you can trust but me. - I'm going to let you walk with one.	 
I can hardly believe it myself.	Ich kann es selbst kaum glauben.	Just a little bit more. - Go slow. - No, there's no way he deserves any of this. - Sing it, sister. - After what he put me through?	 
To cure the city, not lay it to waste.	Um die Stadt zu heilen, nicht um sie in Schutt und Asche zu legen.	He sought you out because he knew you did too. - But then he was murdered. - And that should be a cautionary tale for both of us. - Yes, I know. And I've gone along with this for as long as I can stomach it. - We started this to fix the Glades, Frank.	 
I couldn't have done it with out you.	- Ich hätte das nicht ohne dich machen können.	I was on RR in Bangkok, you know? And, of course, I went a little nuts-- - Hey. - Hey. How'd it go? - I rocked it. - Oh, good.	 
- Well, try it again.	- Nun, versuch es nochmal.	It hasn't broken down. - It's the kill switch. - Try it again. - Go ahead, jiggle it. - - I did jiggle it.	 
I'll keep it as a souvenir.	Ich behalte ihn als Erinnerung.	Unless you want to use it, you keep it as a souvenir. - It wouldn't do you any harm. - Right. - It is such a beautiful arrow, Ana. - It suits you.	 
If it gives you comfort to see it that way.	Es beruhigt dich, es in dieser Perspektive zu betrachten.	We believe it's you, Dean, Not your brother. - The only question for us is Whether you're willing to accept it. - Stand up and accept your role. - You are the one who will stop it. - If I do this... Sammy doesn't have to?	 
It has to be factory.	Es muss fabrikgefertigt sein.	Can't even remember the last time I saw one. - But, Dottie... - Come on, can't you just build Dust a new one? - No. - It's too complex.	 
